,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Fur-1,fur + Fe,76753,76790,1.12,S0068,S0068,S0068,S0068,0.015650741350906095,76771.5
1,Fur-2,fur + Fe,144066,144100,1.34,S0130,S0130,S0130,S0130,0.5052356020942408,144083.0
2,Fur-3,fur + Fe,159119,159153,2.12,S0145,S0145,S0145,S0145,0.1710467706013363,159136.0
3,Fur-4,fur + Fe,218488,218524,2.83,S0200,S0200,S0200,S0200,-1.2968944099378883,218506.0
4,Fur-5,fur + Fe,300167,300202,1.63,S0299,S0299,S0299,S0299,-0.0749569213095922,300184.5
5,Fur-6,fur + Fe,330800,330833,1.21,S0327,S0327,S0327,S0327,0.8561093247588425,330816.5
6,Fur-7,fur + Fe,379123,379154,1.45,S0373,S0373,S0373,S0373,0.8865814696485623,379138.5
7,Fur-8,fur + Fe,381299,381335,1.23,S0376,S0376,S0376,S0376,0.2077922077922078,381317.0
8,Fur-9,fur + Fe,384319,384357,1.77,S0379,S0379,S0379,S0379,0.6555661274976213,384338.0
9,Fur-10,fur + Fe,433773,433807,1.87,S0426,S0426,S0426,S0426,0.44891640866873067,433790.0
10,Fur-11,fur + Fe,492398,492432,1.2,S0485,S0485,S0485,S0485,0.8906752411575563,492415.0
11,Fur-12,fur + Fe,511131,511167,42.28,S0502,S0502,S0502,S0502,-0.017395182872435324,511149.0
12,Fur-13,fur + Fe,511264,511299,89.7,S0503,S0503,S0503,S0503,-0.05855481727574751,511281.5
13,Fur-14,fur + Fe,537859,537891,1.2,S0527,S0527,S0527,S0527,0.7407862407862408,537875.0
14,Fur-15,fur + Fe,564202,564240,1.66,S0555,S0555,S0555,S0555,0.12608695652173912,564221.0
15,Fur-16,fur + Fe,606551,606586,1.96,S0596,S0596,S0596,S0596,0.8442622950819673,606568.5
16,Fur-17,fur + Fe,606570,606607,2.03,S0596,S0596,S0596,S0596,0.8190416141235813,606588.5
17,Fur-18,fur + Fe,613890,613922,1.09,S0603,S0603,S0603,S0603,0.5205479452054794,613906.0
