,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Sigma D-M9-1,sigma d + M9,43,82,8.09,PP_0010,PP_0010,PP_0010,PP_0010,-6.22766097240473,62.5
1,Sigma D-M9-2,sigma d + M9,4392,4432,7.33,PP_0004,PP_0004,PP_0004,PP_0004,-0.016341591987348445,4412.0
2,Sigma D-M9-3,sigma d + M9,8986,9013,9.3,PP_0009,PP_0009,PP_0009,PP_0009,-0.39338235294117646,8999.5
3,Sigma D-M9-4,sigma d + M9,9488,9533,5.72,PP_0010,PP_0010,PP_0010,PP_0010,-0.020039421813403416,9510.5
4,Sigma D-M9-5,sigma d + M9,9660,9691,2.93,PP_0010,PP_0010,PP_0010,PP_0010,0.08837056504599211,9675.5
5,Sigma D-M9-6,sigma d + M9,16386,16427,4.7,PP_5421,PP_5421,PP_5421,PP_5421,-0.28359375,16406.5
6,Sigma D-M9-7,sigma d + M9,23096,23136,1.21,PP_0018,PP_0018,PP_0018,PP_0018,-0.06990521327014218,23116.0
7,Sigma D-M9-8,sigma d + M9,25666,25704,1.0,PP_0021,PP_0021,PP_0021,PP_0021,-0.21081081081081082,25685.0
8,Sigma D-M9-9,sigma d + M9,32500,32550,1.37,PP_5422,PP_5422,PP_5422,PP_5422,0.7085714285714285,32525.0
9,Sigma D-M9-10,sigma d + M9,32654,32680,3.44,PP_0029,PP_0029,PP_0029,PP_0029,-0.3328402366863905,32667.0
10,Sigma D-M9-11,sigma d + M9,41904,41943,5.19,PP_0039,PP_0039,PP_0039,PP_0039,-0.12901655306718599,41923.5
11,Sigma D-M9-12,sigma d + M9,56312,56355,2.63,PP_0049,PP_0049,PP_0049,PP_0049,0.8811307901907357,56333.5
12,Sigma D-M9-13,sigma d + M9,72395,72444,1.14,PP_0061,PP_0061,PP_0061,PP_0061,0.45152792413066384,72419.5
13,Sigma D-M9-14,sigma d + M9,72858,72896,9.91,PP_0061,PP_0061,PP_0061,PP_0061,-0.030558482613277135,72877.0
14,Sigma D-M9-15,sigma d + M9,79054,79092,1.4,PP_0068,PP_0068,PP_0068,PP_0068,-0.06692913385826772,79073.0
15,Sigma D-M9-16,sigma d + M9,122992,123000,3.88,PP_0116,PP_0116,PP_0116,PP_0116,-0.0535966149506347,122996.0
16,Sigma D-M9-17,sigma d + M9,127482,127518,1.56,PP_0123,PP_0123,PP_0123,PP_0123,-0.008002910149145144,127500.0
17,Sigma D-M9-18,sigma d + M9,131174,131215,1.65,PP_0124,PP_0124,PP_0124,PP_0124,0.12381703470031545,131194.5
18,Sigma D-M9-19,sigma d + M9,131233,131270,1.58,PP_0124,PP_0124,PP_0124,PP_0124,0.03391167192429022,131251.5
19,Sigma D-M9-20,sigma d + M9,131347,131390,2.91,PP_0124,PP_0124,PP_0124,PP_0124,-0.15063091482649843,131368.5
20,Sigma D-M9-21,sigma d + M9,132492,132532,1.37,PP_0127,PP_0127,PP_0127,PP_0127,-0.10252365930599369,132512.0
21,Sigma D-M9-22,sigma d + M9,134054,134086,1.56,PP_0128,PP_0128,PP_0128,PP_0128,0.9906542056074766,134070.0
22,Sigma D-M9-23,sigma d + M9,141493,141532,2.4,PP_0133,PP_0133,PP_0133,PP_0133,0.24740356083086054,141512.5
23,Sigma D-M9-24,sigma d + M9,161502,161545,1.72,PP_0152,PP_0152,PP_0152,PP_0152,-0.04842931937172775,161523.5
24,Sigma D-M9-25,sigma d + M9,161518,161557,1.86,PP_0152,PP_0152,PP_0152,PP_0152,-0.08507853403141362,161537.5
25,Sigma D-M9-26,sigma d + M9,161983,162024,5.05,PP_0153,PP_0153,PP_0153,PP_0153,-0.1728110599078341,162003.5
26,Sigma D-M9-27,sigma d + M9,170986,171027,12.91,PP_0157,PP_0157,PP_0157,PP_0157,-3.0070729053318823,171006.5
27,Sigma D-M9-28,sigma d + M9,171056,171095,13.88,PP_0157,PP_0157,PP_0157,PP_0157,-3.0821545157780195,171075.5
28,Sigma D-M9-29,sigma d + M9,174729,174769,1.79,PP_0157,PP_0157,PP_0157,PP_0157,-7.079434167573449,174749.0
29,Sigma D-M9-30,sigma d + M9,175924,175950,1.12,PP_0157,PP_0157,PP_0157,PP_0157,-8.372143634385202,175937.0
30,Sigma D-M9-31,sigma d + M9,176107,176147,2.7,PP_0157,PP_0157,PP_0157,PP_0157,-8.578890097932536,176127.0
31,Sigma D-M9-32,sigma d + M9,176806,176842,1.51,PP_0157,PP_0157,PP_0157,PP_0157,-9.337323177366702,176824.0
32,Sigma D-M9-33,sigma d + M9,180184,180208,1.3,PP_0164,PP_0164,PP_0164,PP_0164,-10.07492795389049,180196.0
33,Sigma D-M9-34,sigma d + M9,181513,181550,2.67,PP_0164,PP_0164,PP_0164,PP_0164,-8.15057636887608,181531.5
34,Sigma D-M9-35,sigma d + M9,194066,194102,1.91,PP_5430,PP_5430,PP_5430,PP_5430,0.004878048780487805,194084.0
35,Sigma D-M9-36,sigma d + M9,194218,194254,2.09,PP_5430,PP_5430,PP_5430,PP_5430,-0.7365853658536585,194236.0
36,Sigma D-M9-37,sigma d + M9,225591,225632,1.26,PP_0173,PP_0173,PP_0173,PP_0173,0.0768621236133122,225611.5
37,Sigma D-M9-38,sigma d + M9,237927,237974,2.95,PP_0186,PP_0186,PP_0186,PP_0186,-0.03234358430540827,237950.5
38,Sigma D-M9-39,sigma d + M9,288190,288196,1.09,PP_0233,PP_0233,PP_0233,PP_0233,-0.08838643371017471,288193.0
39,Sigma D-M9-40,sigma d + M9,298103,298138,1.63,PP_0243,PP_0243,PP_0243,PP_0243,-0.07441418619379354,298120.5
40,Sigma D-M9-41,sigma d + M9,301010,301052,1.16,PP_0246,PP_0246,PP_0246,PP_0246,-0.0673854447439353,301031.0
41,Sigma D-M9-42,sigma d + M9,307042,307081,3.6,PP_0251,PP_0251,PP_0251,PP_0251,-1.3775125628140703,307061.5
42,Sigma D-M9-43,sigma d + M9,313494,313528,1.02,PP_0258,PP_0258,PP_0258,PP_0258,0.2828054298642534,313511.0
43,Sigma D-M9-44,sigma d + M9,314565,314600,1.77,PP_0260,PP_0260,PP_0260,PP_0260,-0.037852112676056336,314582.5
44,Sigma D-M9-45,sigma d + M9,324643,324682,1.23,PP_0268,PP_0268,PP_0268,PP_0268,-0.03898561695685087,324662.5
45,Sigma D-M9-46,sigma d + M9,334677,334714,1.35,PP_0276,PP_0276,PP_0276,PP_0276,-0.03230769230769231,334695.5
46,Sigma D-M9-47,sigma d + M9,335024,335066,5.79,PP_0276,PP_0276,PP_0276,PP_0276,-1.1076923076923078,335045.0
47,Sigma D-M9-48,sigma d + M9,335220,335256,2.98,PP_0277,PP_0277,PP_0277,PP_0277,0.628,335238.0
48,Sigma D-M9-49,sigma d + M9,340885,340924,1.65,PP_0283,PP_0283,PP_0283,PP_0283,-0.06774193548387097,340904.5
49,Sigma D-M9-50,sigma d + M9,341028,341068,2.14,PP_5438,PP_5438,PP_5438,PP_5438,0.3258426966292135,341048.0
50,Sigma D-M9-51,sigma d + M9,343770,343809,2.14,PP_5440,PP_5440,PP_5440,PP_5440,0.4650655021834061,343789.5
51,Sigma D-M9-52,sigma d + M9,349951,349968,5.09,PP_0289,PP_0289,PP_0289,PP_0289,0.008675078864353312,349959.5
52,Sigma D-M9-53,sigma d + M9,382706,382742,1.16,PP_0318,PP_0318,PP_0318,PP_0318,-0.3706896551724138,382724.0
53,Sigma D-M9-54,sigma d + M9,382766,382806,1.44,PP_0318,PP_0318,PP_0318,PP_0318,-0.10344827586206896,382786.0
54,Sigma D-M9-55,sigma d + M9,410583,410623,1.42,PP_0339,PP_0339,PP_0339,PP_0339,0.022667170381564034,410603.0
55,Sigma D-M9-56,sigma d + M9,410741,410779,2.05,PP_0339,PP_0339,PP_0339,PP_0339,-0.03664525878352852,410760.0
56,Sigma D-M9-57,sigma d + M9,413719,413758,3.72,PP_0340,PP_0340,PP_0340,PP_0340,0.9173764906303237,413738.5
57,Sigma D-M9-58,sigma d + M9,414082,414115,1.02,PP_0341,PP_0341,PP_0341,PP_0341,-0.07944814462416747,414098.5
58,Sigma D-M9-59,sigma d + M9,429540,429579,2.74,PP_0352,PP_0352,PP_0352,PP_0352,-0.07403846153846154,429559.5
59,Sigma D-M9-60,sigma d + M9,439983,440021,4.02,PP_0361,PP_0361,PP_0361,PP_0361,-0.04365620736698499,440002.0
60,Sigma D-M9-61,sigma d + M9,444683,444699,2.53,PP_0367,PP_0367,PP_0367,PP_0367,0.0,444691.0
61,Sigma D-M9-62,sigma d + M9,467186,467223,2.21,PP_0386,PP_0386,PP_0386,PP_0386,1.00173564753004,467204.5
62,Sigma D-M9-63,sigma d + M9,472945,472986,11.3,PP_0387,PP_0387,PP_0387,PP_0387,-0.01700863930885529,472965.5
63,Sigma D-M9-64,sigma d + M9,475568,475606,13.58,PP_0389,PP_0389,PP_0389,PP_0389,-0.3824884792626728,475587.0
64,Sigma D-M9-65,sigma d + M9,475696,475737,6.7,PP_0390,PP_0390,PP_0390,PP_0390,0.008276533592989289,475716.5
65,Sigma D-M9-66,sigma d + M9,486145,486147,1.23,PP_0400,PP_0400,PP_0400,PP_0400,0.4397905759162304,486146.0
66,Sigma D-M9-67,sigma d + M9,486315,486355,2.95,PP_0400,PP_0400,PP_0400,PP_0400,-0.0549738219895288,486335.0
67,Sigma D-M9-68,sigma d + M9,492459,492501,4.0,PP_0404,PP_0404,PP_0404,PP_0404,-0.021246458923512748,492480.0
