,binding_width
1,38
2,35
3,35
4,37
5,36
6,34
7,32
8,37
9,39
10,35
11,35
12,37
13,36
14,33
15,39
16,36
17,38
18,33
19,33
20,39
21,36
22,36
23,40
24,34
25,38
26,38
27,35
28,38
29,28
30,34
31,33
32,36
33,35
34,37
35,41
36,36
37,40
38,37
39,37
40,38
41,37
42,40
43,39
44,42
45,37
46,33
47,41
48,35
49,34
50,35
51,34
52,39
53,46
54,49
55,43
56,39
57,38
58,37
59,37
60,34
61,41
62,37
63,37
64,42
65,39
66,36
67,36
68,39
69,36
70,45
71,32
72,39
73,40
74,38
75,35
76,35
77,37
78,37
79,37
80,33
81,39
82,39
83,36
84,34
85,36
86,36
87,39
88,38
89,36
90,39
91,36
92,33
93,39
94,38
95,37
96,33
97,33
98,40
99,32
100,39
101,42
102,38
103,33
104,39
105,37
106,37
107,38
108,41
109,38
110,38
111,36
112,38
113,31
114,36
115,36
116,40
117,36
118,37
119,37
120,34
121,35
122,36
123,34
124,36
125,37
126,33
127,40
128,40
129,38
