,binding_width
1,3005
2,1019
3,1504
4,1165
5,1125
6,971
7,1028
8,1444
9,761
10,1109
11,1283
12,990
13,1101
14,1706
15,1052
16,679
17,1560
18,1520
19,2465
20,1227
21,1494
22,1155
23,1451
24,1928
25,2617
26,1915
27,1027
28,1134
29,1182
30,2000
31,1578
32,1141
33,2890
34,2094
35,1766
36,1920
37,1930
38,1038
39,1189
40,1066
41,1232
42,1441
43,1380
44,1722
45,1331
46,1096
47,1527
48,1159
49,1765
50,1095
51,1148
52,2435
53,1541
54,1051
55,2143
56,1502
57,1552
58,811
59,1779
60,1878
61,1336
62,2426
63,1716
64,1338
65,1029
66,1472
67,849
68,1178
69,1282
70,1545
71,1590
72,2021
73,1024
74,1278
75,2166
76,1003
77,1853
78,1962
79,1239
80,1422
81,1323
82,2984
83,1105
84,1021
85,1825
86,1001
87,1670
88,1677
89,1279
90,1451
91,1123
92,861
93,1323
94,1971
95,1460
96,2490
97,1582
98,1808
99,1136
100,2332
101,1437
102,1497
103,1846
104,1339
105,1092
106,1310
107,1360
108,1121
109,1196
110,1320
111,1141
112,887
113,1000
114,1212
115,4629
116,1841
117,2241
118,1180
119,1989
120,888
121,980
122,1382
123,2268
124,1166
125,3301
126,973
127,995
128,1243
129,1881
130,932
131,2237
132,1522
133,2375
134,1649
135,1752
136,1649
137,1225
138,1032
139,2021
140,1831
141,1668
142,1380
143,1164
144,1652
145,2008
146,1890
147,1325
148,1247
149,1797
150,1607
151,1555
152,1553
153,1471
154,2915
155,1567
156,1486
157,1765
158,1317
159,1562
160,2633
161,1322
162,1055
163,1657
164,1543
165,2192
166,1765
167,1388
168,1586
169,2616
170,954
171,1728
172,1293
173,1167
174,1032
175,1491
176,1779
177,3185
178,1550
179,1359
180,1557
181,1294
182,1451
183,1366
184,1354
185,1050
186,1358
187,1076
188,1966
189,1117
190,1388
191,1322
192,1727
193,2922
194,1181
195,1030
196,1888
197,1130
198,1817
199,2220
200,3387
201,1574
202,1539
203,1729
204,2523
205,1603
206,1518
207,1498
208,1713
209,1412
210,1830
211,1229
212,1858
213,1626
214,1574
215,2049
216,3161
217,1196
218,1764
219,1477
220,2991
221,1134
222,2119
223,974
224,2601
225,1336
226,869
227,1418
228,2243
229,1046
230,1552
231,2070
232,1400
233,1179
234,1268
235,1105
236,1422
237,1833
238,1620
239,1924
240,2120
241,2390
242,1023
243,1021
244,1176
245,1432
246,1582
247,1648
248,1002
249,2848
250,1207
251,1746
252,1747
253,1118
254,1586
255,859
256,2387
257,2784
258,1148
259,2318
260,1433
261,1638
262,1750
263,2640
264,1519
265,1031
266,1438
267,2207
268,1896
269,2014
270,1241
271,2118
272,1703
273,1519
274,2441
275,1305
276,1147
277,2701
278,1260
279,1045
280,1260
281,1122
282,2371
283,1612
284,2303
285,1391
286,1883
287,961
288,1633
289,1154
290,2136
291,1069
292,2370
293,1208
294,1158
295,1358
296,1330
297,1265
298,2621
299,1215
300,1102
301,1204
302,1434
303,2754
304,1374
305,1833
306,2028
307,2601
308,1434
309,1341
310,1988
311,1230
312,3701
313,1600
314,2222
315,1572
316,1777
317,1823
318,1309
319,1213
320,4584
321,1506
322,1165
323,1613
324,1939
325,1376
326,6738
327,1651
328,1042
329,1754
330,1126
331,1301
332,2244
333,1662
334,1197
335,1016
336,2772
337,1311
338,1632
339,1784
340,1175
341,1262
342,1366
343,1429
344,1055
345,1392
346,1925
347,1753
348,2113
349,2086
350,1623
351,996
352,1117
353,2034
354,1143
355,1451
356,1120
357,741
358,1652
359,1981
360,1909
361,1867
362,2104
363,1352
364,2699
365,2238
366,1549
367,1489
368,1976
369,1665
370,3014
371,1347
372,2652
373,1375
374,1089
375,1198
376,2062
377,1315
378,1680
379,1551
380,2214
381,1006
382,1130
383,1647
384,916
385,1089
386,1305
387,1658
388,984
389,2398
390,2245
391,780
392,1495
393,1261
394,1943
395,2693
396,1508
397,3347
398,1148
399,1177
400,835
401,1203
402,1206
403,1188
404,1190
405,2268
406,1438
407,1149
408,3244
409,1663
410,1095
411,1052
412,1180
413,2101
414,1391
415,948
416,1785
417,969
418,2168
419,1412
420,1085
421,1103
422,1434
423,1189
424,600
425,932
426,1064
427,1191
428,1687
429,1766
430,2715
431,1115
432,1033
433,1045
434,1797
435,1352
436,2693
437,1488
438,1103
439,886
440,1345
441,1407
442,1693
443,1050
444,4319
445,1068
446,1725
447,1560
448,2383
449,1777
450,628
451,1102
452,1226
453,1053
454,1783
455,1095
456,2375
457,937
458,1442
459,1068
460,5508
461,1533
462,5289
463,1065
464,2183
465,1318
466,1212
467,1429
468,1176
469,1082
470,1374
471,1725
472,2550
473,1594
474,1123
475,1323
476,1429
477,2225
478,2200
479,2175
480,1447
481,1567
482,1620
483,1458
484,1674
485,1450
486,2901
487,2107
488,1980
489,2671
490,3510
491,2152
