,binding_width
1,4547
2,2606
3,3340
4,2439
5,2848
6,3015
7,2418
8,3451
9,1385
10,2081
11,3229
12,2904
13,4291
14,3102
15,2792
16,4998
17,2258
18,1651
19,4342
20,3310
21,2089
22,5215
23,2044
24,2953
25,1319
26,1642
27,3140
28,2713
29,2051
30,1846
31,1923
32,3777
33,2644
34,3894
35,5606
36,2988
37,1863
38,2662
39,2497
40,2614
41,2890
42,2340
43,1894
44,1942
45,4273
46,2553
47,1919
48,1801
49,3514
50,1898
51,2416
52,2067
53,1224
54,4264
55,2107
56,3906
57,2421
58,1590
59,2870
60,1738
61,2786
62,3216
63,3740
64,1801
65,4006
66,4662
67,2458
68,1465
69,3908
70,2195
71,2796
72,2104
73,1471
74,4397
75,1666
76,1806
77,2029
78,1308
79,2358
80,1420
81,1327
82,1292
83,1936
84,3806
85,2038
86,1914
87,2977
88,2909
89,1519
90,2895
91,3451
92,1089
93,1125
94,2573
95,5348
96,1372
97,2462
98,2079
99,1359
100,2175
101,1166
102,3529
103,1327
104,4323
105,1236
106,2061
107,1176
108,4828
109,3462
110,2598
111,5227
112,3350
113,1860
114,1144
115,3559
116,3334
117,1610
118,1256
119,1178
120,1509
121,3903
122,3079
123,2688
124,1405
125,2066
126,3308
127,2001
128,3285
129,1504
130,3845
131,1590
132,1890
133,1470
134,1706
135,4237
136,2626
137,1938
138,3830
139,3736
140,1527
141,1890
142,3488
143,3039
144,2345
