,binding_width
1,339
2,364
3,364
4,649
5,308
6,291
7,371
8,378
9,378
10,572
11,572
12,572
13,572
14,361
15,393
16,393
17,462
18,462
19,446
20,446
21,446
22,380
23,380
24,1082
25,1082
26,525
27,525
28,490
29,389
30,389
31,415
32,393
33,395
34,339
35,370
36,370
37,384
38,404
39,404
40,381
41,517
42,517
43,372
44,381
45,384
46,305
47,305
48,422
49,422
50,360
51,360
52,369
53,369
54,399
55,399
56,252
57,380
58,341
59,384
60,384
61,337
62,391
63,391
64,343
65,343
66,394
67,394
68,308
69,389
70,408
71,331
72,366
73,366
74,393
75,393
76,299
77,299
78,414
79,342
80,394
81,394
82,354
83,354
84,404
85,327
86,327
87,327
88,414
89,433
90,433
91,372
92,321
93,409
94,409
95,361
96,361
97,346
98,346
99,897
100,412
101,329
102,497
103,401
104,401
105,379
106,379
107,564
108,564
109,742
110,394
111,394
112,429
113,429
114,327
115,326
116,377
117,335
118,615
119,361
120,361
121,445
122,445
123,362
124,396
125,396
126,375
127,338
128,338
129,353
130,255
131,353
132,311
133,372
134,490
135,490
136,403
137,403
138,584
139,584
140,384
141,384
142,383
143,383
144,386
145,386
146,355
147,336
148,367
149,367
150,383
151,385
152,409
153,354
154,351
155,405
156,405
157,361
158,361
159,436
160,436
161,544
162,544
163,412
164,454
165,454
166,402
167,402
168,386
169,386
170,332
171,367
172,355
173,355
174,368
175,395
176,394
177,394
178,383
179,383
180,345
181,336
182,368
183,354
184,552
185,552
186,345
187,361
188,407
189,407
190,376
191,400
192,400
193,710
194,383
195,368
196,368
197,699
198,699
199,355
200,402
201,402
202,429
203,364
204,493
205,503
206,328
207,511
208,397
209,393
210,338
211,338
212,607
213,374
214,331
215,394
216,577
217,577
218,401
219,396
220,357
221,357
222,378
223,360
224,360
225,380
226,759
227,375
228,598
229,598
230,548
231,442
232,442
233,440
234,373
235,448
236,448
237,354
238,385
239,614
240,463
241,463
242,288
243,375
244,383
245,383
246,536
247,536
248,352
249,842
250,353
251,263
252,573
253,465
254,369
255,388
256,388
257,399
258,399
259,381
260,711
261,349
262,527
263,527
264,277
265,341
266,341
267,399
268,403
269,392
270,738
271,401
272,356
273,356
274,376
275,1061
276,1061
277,393
278,367
279,342
280,402
281,589
282,589
283,327
284,414
285,356
286,415
287,415
288,321
289,561
290,561
291,325
292,376
293,376
294,384
295,378
296,378
297,536
298,536
299,368
300,368
301,389
