,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,MvfR-LB-1,mvfr + LB,45381,45551,2.15407,PA0041,PA0041,PA0041,PA0041,0.24057315233785823,45466.0
1,MvfR-LB-2,mvfr + LB,86132,86288,1.9635,PA0073,PA0073,PA0073,PA0073,1.101388888888889,86210.0
2,MvfR-LB-4,mvfr + LB,156554,156787,2.25205,PA0137,PA0137,PA0137,PA0137,0.6215846994535519,156670.5
3,MvfR-LB-5,mvfr + LB,289934,290120,1.87666,PA0259,PA0259,PA0259,PA0259,0.6770616770616771,290027.0
4,MvfR-LB-6,mvfr + LB,311037,311186,2.71663,PA0275,PA0275,PA0275,PA0275,-0.4243085880640466,311111.5
5,MvfR-LB-7,mvfr + LB,374687,375034,2.28296,PA0333,PA0333,PA0333,PA0333,0.4854559748427673,374860.5
6,MvfR-LB-8,mvfr + LB,533204,533386,2.22688,PA0471,PA0471,PA0471,PA0471,0.22325102880658437,533295.0
7,MvfR-LB-9,mvfr + LB,615710,615917,1.84822,PA0557,PA0557,PA0557,PA0557,-0.3127853881278539,615813.5
8,MvfR-LB-10,mvfr + LB,659605,659809,2.33119,PA0600,PA0600,PA0600,PA0600,-0.25396825396825395,659707.0
9,MvfR-LB-11,mvfr + LB,688577,688788,1.98983,PA0629,PA0629,PA0629,PA0629,1.1166666666666667,688682.5
10,MvfR-LB-12,mvfr + LB,746391,746624,2.02086,PA0687,PA0687,PA0687,PA0687,0.6300411522633745,746507.5
11,MvfR-LB-16,mvfr + LB,1113892,1114045,2.2996,PA1026,PA1026,PA1026,PA1026,-1.9255765199161425,1113968.5
12,MvfR-LB-17,mvfr + LB,1140516,1140678,2.38842,PA1052,PA1052,PA1052,PA1052,0.7705061082024433,1140597.0
13,MvfR-LB-18,mvfr + LB,2768541,2768696,2.22991,PA2462,PA2462,PA2462,PA2462,0.6032634446813552,2768618.5
14,MvfR-LB-19,mvfr + LB,3210927,3211098,2.11987,PA2858,PA2858,PA2858,PA2858,0.4137585238668271,3211012.5
15,MvfR-LB-20,mvfr + LB,3506594,3506781,2.34711,PA3125,PA3125,PA3125,PA3125,-0.49473288186606473,3506687.5
16,MvfR-LB-22,mvfr + LB,3828516,3828745,2.11987,PA3420,PA3420,PA3420,PA3420,0.2779790660225443,3828630.5
17,MvfR-LB-24,mvfr + LB,4545637,4545807,1.89323,PA4068,PA4068,PA4068,PA4068,1.0247311827956989,4545722.0
18,MvfR-LB-26,mvfr + LB,4869690,4869946,2.24775,PA4341,PA4341,PA4341,PA4341,0.6614785992217899,4869818.0
19,MvfR-LB-28,mvfr + LB,5458062,5458372,2.02351,PA4859,PA4859,PA4859,PA4859,0.2220125786163522,5458217.0
20,MvfR-LB-30,mvfr + LB,5501503,5501656,2.18411,PA4903,PA4903,PA4903,PA4903,0.8183520599250936,5501579.5
