,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,PhoB-LB-1,phob + LB,188756.0,188830.0,1.65891,PA0165,PA0165,PA0165,PA0165,-0.3906810035842294,188793.0
1,PhoB-LB-3,phob + LB,749808.0,749899.0,2.10955,PA0690,PA0690,PA0690,PA0690,-0.008251614446304711,749853.5
2,PhoB-LB-4,phob + LB,762580.0,762713.0,2.62789,PA0691,PA0691,PA0691,PA0691,-0.4054726368159204,762646.5
3,PhoB-LB-6,phob + LB,1045364.0,1045790.0,2.38566,PA0959,PA0959,PA0959,PA0959,-0.40476190476190477,1045577.0
4,PhoB-LB-7,phob + LB,2724198.0,2724368.0,3.52228,PA2428,PA2428,PA2428,PA2428,-0.06557377049180328,2724283.0
5,PhoB-LB-8,phob + LB,2760068.0,2760142.0,1.78052,PA2459,PA2459,PA2459,PA2459,-0.0297029702970297,2760105.0
6,PhoB-LB-9,phob + LB,3016035.0,3016109.0,1.89712,PA2667,PA2667,PA2667,PA2667,-0.4915254237288136,3016072.0
7,PhoB-LB-10,phob + LB,3050133.0,3050239.0,1.93082,PA2696,PA2696,PA2696,PA2696,-0.02796420581655481,3050186.0
8,PhoB-LB-11,phob + LB,3088497.0,3088574.0,1.69681,PA2720,PA2720,PA2720,PA2720,-20.84115805946792,3088535.5
9,PhoB-LB-12,phob + LB,3150910.0,3151110.0,1.66539,PA2793,PA2793,PA2793,PA2793,-0.5565217391304348,3151010.0
10,PhoB-LB-13,phob + LB,3408552.0,3408638.0,1.71334,PA3045,PA3045,PA3045,PA3045,0.9423076923076923,3408595.0
11,PhoB-LB-14,phob + LB,3409208.0,3409347.0,1.6908,PA3045,PA3045,PA3045,PA3045,-0.15144230769230768,3409277.5
12,PhoB-LB-22,phob + LB,3542132.0,3542313.0,1.56145,PA3157,PA3157,PA3157,PA3157,0.2373015873015873,3542222.5
13,PhoB-LB-24,phob + LB,3581656.0,3581755.0,1.88455,PA3190,PA3190,PA3190,PA3190,-0.047110055423594616,3581705.5
14,PhoB-LB-25,phob + LB,3636301.0,3636515.0,2.96759,PA3249,PA3249,PA3249,PA3249,-0.2105997210599721,3636408.0
15,PhoB-LB-27,phob + LB,3644979.0,3645188.0,3.63322,PA3256,PA3256,PA3256,PA3256,-2.3359293873312565,3645083.5
16,PhoB-LB-29,phob + LB,3683858.0,3684013.0,1.8133,PA3290,PA3290,PA3290,PA3290,0.08021895054737636,3683935.5
17,PhoB-LB-30,phob + LB,3730287.0,3730363.0,1.76735,PA3327,PA3327,PA3327,PA3327,-0.03286584502054115,3730325.0
18,PhoB-LB-34,phob + LB,3936763.0,3936855.0,2.02219,PA3519,PA3519,PA3519,PA3519,0.02697495183044316,3936809.0
