,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,MexT-LB-1,mext + LB,1445496,1445779,2.23587,PA1333,PA1333,PA1333,PA1333,-0.1280193236714976,1445637.5
1,MexT-LB-2,mext + LB,2126168,2126470,2.65657,PA1944,PA1944,PA1944,PA1944,-0.9173387096774194,2126319.0
2,MexT-LB-3,mext + LB,2151379,2151696,3.43926,PA1970,PA1970,PA1970,PA1970,-0.04791666666666667,2151537.5
3,MexT-LB-4,mext + LB,2803310,2803602,2.53733,PA2484,PA2484,PA2484,PA2484,-0.22764227642276422,2803456.0
4,MexT-LB-5,mext + LB,2807025,2808823,2.01717,PA2491,PA2491,PA2491,PA2491,-0.5441176470588235,2807924.0
5,MexT-LB-6,mext + LB,3116112,3116589,2.50283,PA2754a,PA2754a,PA2754a,PA2754a,-2.2954545454545454,3116350.5
6,MexT-LB-7,mext + LB,3119653,3119841,2.09525,PA2759,PA2759,PA2759,PA2759,-0.12380952380952381,3119747.0
7,MexT-LB-8,mext + LB,3167124,3167365,2.95367,PA2815,PA2815,PA2815,PA2815,-0.3519199346405229,3167244.5
8,MexT-LB-9,mext + LB,3616725,3617024,2.18269,PA3228,PA3228,PA3228,PA3228,1.0608292416803056,3616874.5
9,MexT-LB-10,mext + LB,4881839,4882120,3.12495,PA4353,PA4353,PA4353,PA4353,-0.1387434554973822,4881979.5
10,MexT-LB-11,mext + LB,5184187,5184520,3.27069,PA4623,PA4623,PA4623,PA4623,-0.03717948717948718,5184353.5
11,MexT-LB-12,mext + LB,5477645,5477832,2.55143,PA4881,PA4881,PA4881,PA4881,-0.04532163742690058,5477738.5
