,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,AlgR-LB-1,algr + LB,268,450,3.23221,dnaA,dnaA,dnaA,dnaA,-0.08025889967637541,359.0
1,AlgR-LB-2,algr + LB,298907,299059,2.96013,PA0263.1,PA0263.1,PA0263.1,PA0263.1,-1.1818181818181819,298983.0
2,AlgR-LB-3,algr + LB,302567,302727,2.80596,PA0267,PA0267,PA0267,PA0267,-0.1475,302647.0
3,AlgR-LB-4,algr + LB,312218,312403,2.88894,PA0279,PA0279,PA0279,PA0279,-1.3111587982832618,312310.5
4,AlgR-LB-5,algr + LB,351413,351567,2.3032,PA0309,PA0309,PA0309,PA0309,-0.8618857901726428,351490.0
5,AlgR-LB-6,algr + LB,514438,514658,2.56384,dbpA,dbpA,dbpA,dbpA,-0.0878721859114016,514548.0
6,AlgR-LB-7,algr + LB,559568,559763,2.77181,bioB,bioB,bioB,bioB,0.020302171860245515,559665.5
7,AlgR-LB-8,algr + LB,615432,615702,3.01119,PA0558,PA0558,PA0558,PA0558,-0.052083333333333336,615567.0
8,AlgR-LB-9,algr + LB,755060,755263,3.13476,PA0690,PA0690,PA0690,PA0690,0.414932631746791,755161.5
9,AlgR-LB-10,algr + LB,884259,884414,3.02834,ampDh3,ampDh3,ampDh3,ampDh3,-0.6022135416666666,884336.5
10,AlgR-LB-11,algr + LB,894227,894396,2.90796,PA0817,PA0817,PA0817,PA0817,-1.5035211267605635,894311.5
11,AlgR-LB-12,algr + LB,1135174,1135323,2.91508,PA1047,PA1047,PA1047,PA1047,1.0385920271416456,1135248.5
12,AlgR-LB-13,algr + LB,1224297,1224505,3.10266,PA1131,PA1131,PA1131,PA1131,-0.05752561071710008,1224401.0
13,AlgR-LB-14,algr + LB,1415038,1415210,3.09273,PA1305,PA1305,PA1305,PA1305,-3.8797468354430378,1415124.0
14,AlgR-LB-15,algr + LB,1463415,1463565,2.81314,PA1349,PA1349,PA1349,PA1349,-0.27350427350427353,1463490.0
15,AlgR-LB-16,algr + LB,1560029,1560219,2.73819,PA1433,PA1433,PA1433,PA1433,0.9185867895545314,1560124.0
16,AlgR-LB-17,algr + LB,1647941,1648104,3.01701,alc,alc,alc,alc,0.07657657657657657,1648022.5
17,AlgR-LB-18,algr + LB,1703193,1703435,3.41344,PA1563,PA1563,PA1563,PA1563,-0.061378659112370164,1703314.0
18,AlgR-LB-19,algr + LB,1711961,1712110,3.06679,PA1570,PA1570,PA1570,PA1570,0.5289115646258503,1712035.5
19,AlgR-LB-20,algr + LB,1870745,1870936,3.00569,mucR,mucR,mucR,mucR,-0.03765792031098154,1870840.5
20,AlgR-LB-21,algr + LB,1878714,1878921,3.33415,PA1736,PA1736,PA1736,PA1736,-0.134742951907131,1878817.5
21,AlgR-LB-22,algr + LB,1972481,1972660,3.15935,PA1813,PA1813,PA1813,PA1813,-0.6145431145431145,1972570.5
22,AlgR-LB-23,algr + LB,2057139,2057337,3.14041,PA1887,PA1887,PA1887,PA1887,1.0582959641255605,2057238.0
23,AlgR-LB-24,algr + LB,2200815,2200966,3.02863,liuD,liuD,liuD,liuD,0.8950711382113821,2200890.5
24,AlgR-LB-25,algr + LB,2493446,2493617,3.0963,PA2264,PA2264,PA2264,PA2264,0.4372384937238494,2493531.5
25,AlgR-LB-26,algr + LB,2737321,2737532,3.3568,PA2439,PA2439,PA2439,PA2439,-0.11619190404797601,2737426.5
26,AlgR-LB-27,algr + LB,3107823,3107982,3.02309,PA2745,PA2745,PA2745,PA2745,-0.043402777777777776,3107902.5
27,AlgR-LB-28,algr + LB,3219417,3219584,3.19696,mttC,mttC,mttC,mttC,1.0379353233830846,3219500.5
28,AlgR-LB-29,algr + LB,3256157,3256340,2.78789,PA2902,PA2902,PA2902,PA2902,0.42697290930506476,3256248.5
29,AlgR-LB-30,algr + LB,3342905,3343077,2.54279,PA2985,PA2985,PA2985,PA2985,-0.350187265917603,3342991.0
30,AlgR-LB-31,algr + LB,3373672,3373909,3.13217,foaB,foaB,foaB,foaB,0.5429421768707483,3373790.5
31,AlgR-LB-32,algr + LB,3432825,3433100,3.06232,pelA,pelA,pelA,pelA,0.3261327713382508,3432962.5
32,AlgR-LB-33,algr + LB,3477927,3478088,3.01019,xcpX,xcpX,xcpX,xcpX,0.6192614770459082,3478007.5
33,AlgR-LB-34,algr + LB,3498507,3498692,3.06679,PA3116,PA3116,PA3116,PA3116,0.7759643916913946,3498599.5
34,AlgR-LB-35,algr + LB,3509207,3509366,3.02923,ibpA,ibpA,ibpA,ibpA,-0.2677777777777778,3509286.5
35,AlgR-LB-36,algr + LB,3706861,3707062,2.49911,PA3307,PA3307,PA3307,PA3307,-0.3478964401294498,3706961.5
36,AlgR-LB-37,algr + LB,3853637,3853791,2.81561,PA3448,PA3448,PA3448,PA3448,0.6339393939393939,3853714.0
37,AlgR-LB-38,algr + LB,3856209,3856370,3.05099,PA3451,PA3451,PA3451,PA3451,-0.2261904761904762,3856289.5
38,AlgR-LB-39,algr + LB,3954667,3954846,2.84675,PA3534,PA3534,PA3534,PA3534,-0.07041251778093884,3954756.5
39,AlgR-LB-40,algr + LB,3955159,3955316,2.7166,PA3535,PA3535,PA3535,PA3535,0.1106091030789826,3955237.5
40,AlgR-LB-41,algr + LB,3961920,3962134,3.22089,PA3539,PA3539,PA3539,PA3539,1.132051282051282,3962027.0
41,AlgR-LB-42,algr + LB,4027850,4028018,2.99047,PA3594,PA3594,PA3594,PA3594,-0.8096846846846847,4027934.0
42,AlgR-LB-43,algr + LB,4059426,4059674,2.64966,PA3623,PA3623,PA3623,PA3623,0.40380313199105144,4059550.0
43,AlgR-LB-44,algr + LB,4072851,4073072,2.98894,PA3638,PA3638,PA3638,PA3638,0.7716328066215199,4072961.5
44,AlgR-LB-45,algr + LB,4078914,4079104,3.05834,PA3641,PA3641,PA3641,PA3641,0.8573446327683616,4079009.0
45,AlgR-LB-46,algr + LB,4094508,4094684,2.85082,rpsB,rpsB,rpsB,rpsB,0.41970310391363025,4094596.0
46,AlgR-LB-47,algr + LB,4119708,4119867,2.6192,PA3678,PA3678,PA3678,PA3678,-1.066510172143975,4119787.5
47,AlgR-LB-48,algr + LB,4219556,4219745,2.77588,PA3764,PA3764,PA3764,PA3764,-0.1401766004415011,4219650.5
48,AlgR-LB-49,algr + LB,4268566,4268749,3.02341,hscA,hscA,hscA,hscA,0.4938172043010753,4268657.5
49,AlgR-LB-50,algr + LB,4292006,4292214,3.06876,valS,valS,valS,valS,0.2642832106554504,4292110.0
50,AlgR-LB-51,algr + LB,4354326,4354484,2.97571,PA3888,PA3888,PA3888,PA3888,-0.19225449515905949,4354405.0
51,AlgR-LB-52,algr + LB,4466765,4466916,2.30854,leuS,leuS,leuS,leuS,-0.03222730739893211,4466840.5
52,AlgR-LB-53,algr + LB,4704369,4704523,2.43888,ppgL,ppgL,ppgL,ppgL,0.26306769494430166,4704446.0
53,AlgR-LB-54,algr + LB,4770092,4770250,2.60307,fusA1,fusA1,fusA1,fusA1,0.4639321074964639,4770171.0
54,AlgR-LB-55,algr + LB,4814380,4814578,2.85642,PA4290,PA4290,PA4290,PA4290,-0.16388373531230674,4814479.0
55,AlgR-LB-56,algr + LB,4858803,4858957,2.65366,PA4330,PA4330,PA4330,PA4330,0.49483204134366926,4858880.0
56,AlgR-LB-57,algr + LB,4909345,4909555,3.01267,inaA,inaA,inaA,inaA,0.9290780141843972,4909450.0
57,AlgR-LB-58,algr + LB,4910691,4910886,3.03331,PA4380,PA4380,PA4380,PA4380,1.0636221701795472,4910788.5
58,AlgR-LB-59,algr + LB,4921814,4921967,2.83938,PA4392,PA4392,PA4392,PA4392,-0.23567708333333334,4921890.5
59,AlgR-LB-60,algr + LB,5014058,5014248,2.95219,gatA,gatA,gatA,gatA,0.12302405498281786,5014153.0
60,AlgR-LB-61,algr + LB,5098051,5098242,2.96847,PA4548,PA4548,PA4548,PA4548,-0.6251141552511416,5098146.5
61,AlgR-LB-62,algr + LB,5192937,5193127,3.28885,PA4625,PA4625,PA4625,PA4625,-0.0242846094354215,5193032.0
62,AlgR-LB-63,algr + LB,5284063,5284219,3.0714,prrF1,prrF1,prrF1,prrF1,1.1986754966887416,5284141.0
63,AlgR-LB-64,algr + LB,5326549,5326699,2.79503,truB,truB,truB,truB,0.3366120218579235,5326624.0
64,AlgR-LB-65,algr + LB,5553529,5553688,2.46332,PA4950,PA4950,PA4950,PA4950,-1.4304788213627992,5553608.5
65,AlgR-LB-66,algr + LB,5672957,5673106,2.57241,PA5037,PA5037,PA5037,PA5037,0.597524154589372,5673031.5
66,AlgR-LB-67,algr + LB,5676242,5676402,2.7142,pilQ,pilQ,pilQ,pilQ,0.7160839160839161,5676322.0
67,AlgR-LB-68,algr + LB,5809808,5809981,2.90402,PA5160,PA5160,PA5160,PA5160,0.9977124183006536,5809894.5
68,AlgR-LB-69,algr + LB,5816096,5816261,2.5358,PA5166,PA5166,PA5166,PA5166,0.44384449244060475,5816178.5
69,AlgR-LB-70,algr + LB,5836372,5836571,2.94963,PA5183a,PA5183a,PA5183a,PA5183a,0.9884259259259259,5836471.5
70,AlgR-LB-71,algr + LB,5847223,5847381,2.44082,yrfI,yrfI,yrfI,yrfI,-0.31767337807606266,5847302.0
71,AlgR-LB-72,algr + LB,5922635,5923683,2.31496,argH,argH,argH,argH,-1.0301075268817204,5923159.0
