,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Vfr-1,vfr + LB,50474,50692,,PA0041,PA0041,PA0041,0.7229449472096531,50583.0
1,Vfr-2,vfr + LB,52288,52499,,PA0041,PA0041,PA0041,0.8936180241327301,52393.5
2,Vfr-3,vfr + LB,115152,115334,,PA0095,PA0095,PA0095,-0.025157232704402517,115243.0
3,Vfr-4,vfr + LB,221478,221691,,PA0192,PA0192,PA0192,1.0166455962916139,221584.5
4,Vfr-5,vfr + LB,274818,274987,,PA0242,PA0242,PA0242,0.5918635170603674,274902.5
5,Vfr-6,vfr + LB,325455,325739,,gpuR,gpuR,gpuR,1.0093457943925233,325597.0
6,Vfr-7,vfr + LB,332822,333014,,PA0295,PA0295,PA0295,-0.08945386064030132,332918.0
7,Vfr-8,vfr + LB,336376,336565,,spuB,spuB,spuB,0.6942604856512141,336470.5
8,Vfr-9,vfr + LB,368068,368240,,PA0327,PA0327,PA0327,0.7215320910973085,368154.0
9,Vfr-10,vfr + LB,389019,389257,,PA0346,PA0346,PA0346,-0.5399449035812672,389138.0
10,Vfr-11,vfr + LB,402484,402701,,PA0358,PA0358,PA0358,0.9887737478411054,402592.5
11,Vfr-12,vfr + LB,437574,437749,,pilT,pilT,pilT,1.0545893719806763,437661.5
12,Vfr-13,vfr + LB,439041,439424,,PA0398,PA0398,PA0398,-1.8728395061728396,439232.5
13,Vfr-14,vfr + LB,509704,509976,,PA0452,PA0452,PA0452,1.1081761006289308,509840.0
14,Vfr-15,vfr + LB,529933,530133,,fiuA,fiuA,fiuA,0.9979244499792445,530033.0
15,Vfr-16,vfr + LB,613315,613470,,fda,fda,fda,0.05117370892018779,613392.5
16,Vfr-17,vfr + LB,620543,620694,,PA0565,PA0565,PA0565,-3.1755162241887906,620618.5
17,Vfr-18,vfr + LB,628221,628497,,PA0573,PA0573,PA0573,0.9255952380952381,628359.0
18,Vfr-19,vfr + LB,663306,663507,,PA0601,PA0601,PA0601,1.0308056872037914,663406.5
19,Vfr-20,vfr + LB,683355,683515,,PA0624,PA0624,PA0624,1.0144927536231885,683435.0
20,Vfr-21,vfr + LB,701710,701879,,PA0646,PA0646,PA0646,0.30151946818613484,701794.5
21,Vfr-22,vfr + LB,706046,706975,,PA0653,PA0653,PA0653,-1.024822695035461,706510.5
22,Vfr-23,vfr + LB,713124,713364,,PA0660,PA0660,PA0660,1.0350877192982457,713244.0
23,Vfr-24,vfr + LB,716289,716507,,PA0663,PA0663,PA0663,0.5375,716398.0
24,Vfr-25,vfr + LB,732381,732639,,PA0671,PA0671,PA0671,0.25905797101449274,732510.0
25,Vfr-26,vfr + LB,734876,735080,,vreI,vreI,vreI,0.19413919413919414,734978.0
26,Vfr-27,vfr + LB,784011,784181,,PA0713,PA0713,PA0713,-0.2619047619047619,784096.0
27,Vfr-28,vfr + LB,792735,792907,,PA0725,PA0725,PA0725,0.5154061624649859,792821.0
28,Vfr-29,vfr + LB,795485,795709,,PA0727,PA0727,PA0727,0.8476411446249034,795597.0
29,Vfr-30,vfr + LB,798413,798563,,PA0730,PA0730,PA0730,0.3754152823920266,798488.0
30,Vfr-31,vfr + LB,811685,811847,,PA0744,PA0744,PA0744,0.5615942028985508,811766.0
31,Vfr-32,vfr + LB,894578,894739,,PA0817,PA0817,PA0817,-0.6889671361502347,894658.5
32,Vfr-33,vfr + LB,895672,895997,,PA0818,PA0818,PA0818,-0.6098901098901099,895834.5
