,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,GacA-LB-1,gaca + LB,49670,49832,2.73814,PA0041,PA0041,PA0041,PA0041,0.6445135746606335,49751.0
1,GacA-LB-2,gaca + LB,86128,86297,2.37992,PA0073,PA0073,PA0073,PA0073,1.0979166666666667,86212.5
2,GacA-LB-3,gaca + LB,100551,100700,2.70369,PA0082,PA0082,PA0082,PA0082,0.4845410628019324,100625.5
3,GacA-LB-4,gaca + LB,157536,157706,2.60199,PA0138,PA0138,PA0138,PA0138,0.5533980582524272,157621.0
4,GacA-LB-5,gaca + LB,242079,242257,2.83984,PA0213,PA0213,PA0213,PA0213,0.5988455988455988,242168.0
5,GacA-LB-6,gaca + LB,386994,387152,2.41676,PA0344,PA0344,PA0344,PA0344,0.5014492753623189,387073.0
6,GacA-LB-9,gaca + LB,659597,659753,2.87976,PA0600,PA0600,PA0600,PA0600,-0.2673350041771094,659675.0
7,GacA-LB-11,gaca + LB,880718,880977,2.47353,PA0801,PA0801,PA0801,PA0801,0.8484549638395792,880847.5
8,GacA-LB-12,gaca + LB,1140508,1140804,3.17711,PA1052,PA1052,PA1052,PA1052,0.8219895287958116,1140656.0
9,GacA-LB-13,gaca + LB,1380141,1380290,2.59908,PA1270,PA1270,PA1270,PA1270,0.39338235294117646,1380215.5
10,GacA-LB-15,gaca + LB,2768507,2768720,2.72903,PA2462,PA2462,PA2462,PA2462,0.6035595830371949,2768613.5
11,GacA-LB-16,gaca + LB,2770620,2770769,2.50114,PA2462,PA2462,PA2462,PA2462,0.4803067993366501,2770694.5
12,GacA-LB-18,gaca + LB,3219745,3219950,3.14802,PA2867,PA2867,PA2867,PA2867,0.16259334691106586,3219847.5
13,GacA-LB-19,gaca + LB,3259995,3260207,2.5341,PA2906,PA2906,PA2906,PA2906,0.7419575633127995,3260101.0
14,GacA-LB-20,gaca + LB,3306649,3306856,2.85898,PA2946,PA2946,PA2946,PA2946,0.6274928774928775,3306752.5
15,GacA-LB-22,gaca + LB,3718694,3718861,2.79401,PA3316,PA3316,PA3316,PA3316,0.44422827496757455,3718777.5
16,GacA-LB-24,gaca + LB,3828699,3828933,2.52641,PA3420,PA3420,PA3420,PA3420,0.20330112721417068,3828816.0
17,GacA-LB-25,gaca + LB,3925944,3926094,2.92396,PA3509,PA3509,PA3509,PA3509,0.2517241379310345,3926019.0
18,GacA-LB-27,gaca + LB,4066655,4066822,2.55669,PA3631,PA3631,PA3631,PA3631,0.5179299103504482,4066738.5
19,GacA-LB-28,gaca + LB,4122746,4122897,2.72903,PA3680,PA3680,PA3680,PA3680,0.48791348600508905,4122821.5
20,GacA-LB-30,gaca + LB,4367804,4367976,3.0861,PA3900,PA3900,PA3900,PA3900,0.10587002096436059,4367890.0
21,GacA-LB-31,gaca + LB,4506977,4507142,2.66311,PA4025,PA4025,PA4025,PA4025,0.17822384428223845,4507059.5
22,GacA-LB-33,gaca + LB,4642690,4642886,2.75443,PA4149,PA4149,PA4149,PA4149,0.2689721421709894,4642788.0
23,GacA-LB-34,gaca + LB,4727048,4727266,3.0864,PA4222,PA4222,PA4222,PA4222,0.8463768115942029,4727157.0
24,GacA-LB-35,gaca + LB,4727710,4728054,2.89147,PA4222,PA4222,PA4222,PA4222,0.4260869565217391,4727882.0
25,GacA-LB-36,gaca + LB,4728370,4728549,3.13675,PA4222,PA4222,PA4222,PA4222,0.09130434782608696,4728459.5
26,GacA-LB-40,gaca + LB,4880141,4880351,2.78903,PA4351,PA4351,PA4351,PA4351,0.9021879021879022,4880246.0
27,GacA-LB-41,gaca + LB,5407907,5408196,2.58962,PA4818,PA4818,PA4818,PA4818,0.8750869867780098,5408051.5
28,GacA-LB-42,gaca + LB,5458148,5458327,2.90452,PA4859,PA4859,PA4859,PA4859,0.2349056603773585,5458237.5
29,GacA-LB-43,gaca + LB,5507430,5507640,2.65756,PA4908,PA4908,PA4908,PA4908,0.3890675241157556,5507535.0
30,GacA-LB-44,gaca + LB,5781768,5781942,2.84682,PA5133,PA5133,PA5133,PA5133,0.6930846930846931,5781855.0
31,GacA-LB-45,gaca + LB,5915320,5915524,2.39187,PA5254,PA5254,PA5254,PA5254,-1.2777777777777777,5915422.0
