,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,GbdR-LB-1,gbdr + LB,793656.0,793786.0,1.8307,PA0726,PA0726,PA0726,PA0726,0.567843137254902,793721.0
1,GbdR-LB-4,gbdr + LB,2759977.0,2760145.0,1.64684,PA2459,PA2459,PA2459,PA2459,0.0429042904290429,2760061.0
2,GbdR-LB-5,gbdr + LB,3051263.0,3051602.0,1.63525,PA2698,PA2698,PA2698,PA2698,-0.12261380323054331,3051432.5
3,GbdR-LB-6,gbdr + LB,3088228.0,3088582.0,1.62883,PA2720,PA2720,PA2720,PA2720,-20.636932707355243,3088405.0
4,GbdR-LB-8,gbdr + LB,3151772.0,3152103.0,1.65743,PA2795,PA2795,PA2795,PA2795,-0.5670670670670671,3151937.5
5,GbdR-LB-9,gbdr + LB,3152243.0,3152357.0,1.88615,PA2795,PA2795,PA2795,PA2795,-0.2042042042042042,3152300.0
6,GbdR-LB-11,gbdr + LB,3408501.0,3408641.0,1.81489,PA3045,PA3045,PA3045,PA3045,0.9807692307692307,3408571.0
7,GbdR-LB-12,gbdr + LB,3409185.0,3409377.0,1.71468,PA3045,PA3045,PA3045,PA3045,-0.15705128205128205,3409281.0
8,GbdR-LB-13,gbdr + LB,3490579.0,3490670.0,1.93064,PA3109,PA3109,PA3109,PA3109,0.09852670349907919,3490624.5
9,GbdR-LB-14,gbdr + LB,3498244.0,3498386.0,1.58547,PA3116,PA3116,PA3116,PA3116,1.0573689416419387,3498315.0
10,GbdR-LB-22,gbdr + LB,3542138.0,3542444.0,1.60686,PA3157,PA3157,PA3157,PA3157,0.20105820105820105,3542291.0
11,GbdR-LB-26,gbdr + LB,3683860.0,3684016.0,1.68386,PA3290,PA3290,PA3290,PA3290,0.07927519818799547,3683938.0
12,GbdR-LB-27,gbdr + LB,3684126.0,3684414.0,1.72307,PA3291,PA3291,PA3291,PA3291,0.8054054054054054,3684270.0
13,GbdR-LB-28,gbdr + LB,3684754.0,3684839.0,1.74238,PA3291,PA3291,PA3291,PA3291,-0.14324324324324325,3684796.5
14,GbdR-LB-29,gbdr + LB,3685137.0,3685480.0,1.62396,PA3292,PA3292,PA3292,PA3292,0.5285547785547785,3685308.5
15,GbdR-LB-30,gbdr + LB,3729285.0,3729472.0,1.73569,PA3326,PA3326,PA3326,PA3326,1.150990099009901,3729378.5
16,GbdR-LB-31,gbdr + LB,3906285.0,3906429.0,1.65868,PA3488,PA3488,PA3488,PA3488,0.29178743961352654,3906357.0
17,GbdR-LB-35,gbdr + LB,4294540.0,4295294.0,1.6698,PA3835,PA3835,PA3835,PA3835,-0.8888888888888888,4294917.0
18,GbdR-LB-36,gbdr + LB,4295924.0,4296195.0,1.72137,PA3836,PA3836,PA3836,PA3836,-1.217280163599182,4296059.5
19,GbdR-LB-37,gbdr + LB,4296340.0,4296674.0,1.51918,PA3836,PA3836,PA3836,PA3836,-0.7597137014314929,4296507.0
20,GbdR-LB-38,gbdr + LB,4327850.0,4327951.0,1.52644,PA3866,PA3866,PA3866,PA3866,0.9108932461873638,4327900.5
21,GbdR-LB-40,gbdr + LB,4569798.0,4570013.0,1.83287,PA4087,PA4087,PA4087,PA4087,-0.2309090909090909,4569905.5
22,GbdR-LB-41,gbdr + LB,4629518.0,4629795.0,1.5642,PA4139,PA4139,PA4139,PA4139,-0.9583333333333334,4629656.5
23,GbdR-LB-42,gbdr + LB,4632567.0,4632723.0,1.78794,PA4141,PA4141,PA4141,PA4141,0.56,4632645.0
24,GbdR-LB-47,gbdr + LB,5242181.0,5242589.0,1.74977,PA4674,PA4674,PA4674,PA4674,0.5686274509803921,5242385.0
25,GbdR-LB-48,gbdr + LB,5513408.0,5513628.0,2.14432,PA4914,PA4914,PA4914,PA4914,-0.22790202342917998,5513518.0
26,GbdR-LB-49,gbdr + LB,5520580.0,5520670.0,2.26255,PA4921,PA4921,PA4921,PA4921,-0.050865800865800864,5520625.0
27,GbdR-LB-50,gbdr + LB,6056388.0,6056729.0,3.07913,PA5378,PA5378,PA5378,PA5378,-0.15495207667731628,6056558.5
28,GbdR-LB-52,gbdr + LB,6060020.0,6060238.0,2.78341,PA5381,PA5381,PA5381,PA5381,0.18783068783068782,6060129.0
29,GbdR-LB-53,gbdr + LB,6074123.0,6074321.0,1.84934,PA5396,PA5396,PA5396,PA5396,-0.0081799591002045,6074222.0
30,GbdR-LB-54,gbdr + LB,6075109.0,6075319.0,1.98095,PA5396,PA5396,PA5396,PA5396,1.0061349693251533,6075214.0
31,GbdR-LB-56,gbdr + LB,6080059.0,6080133.0,1.83391,PA5400,PA5400,PA5400,PA5400,-0.0227088402270884,6080096.0
32,GbdR-LB-57,gbdr + LB,6085002.0,6085359.0,2.09938,PA5409,PA5409,PA5409,PA5409,-0.12566844919786097,6085180.5
33,GbdR-LB-59,gbdr + LB,6088250.0,6088472.0,1.85359,PA5412,PA5412,PA5412,PA5412,0.9327764518695306,6088361.0
