,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,SphR-LB-2,sphr + LB,53024.0,54073.0,2.14666,PA0041,PA0041,PA0041,PA0041,1.0024981146304677,53548.5
1,SphR-LB-3,sphr + LB,55021.0,56106.0,1.99547,PA0042,PA0042,PA0042,PA0042,-2.481060606060606,55563.5
2,SphR-LB-5,sphr + LB,127080.0,127184.0,1.89347,PA0103a,PA0103a,PA0103a,PA0103a,-0.19718309859154928,127132.0
3,SphR-LB-7,sphr + LB,212118.0,212246.0,2.00274,PA0185,PA0185,PA0185,PA0185,-0.06740878169449598,212182.0
4,SphR-LB-9,sphr + LB,557548.0,557728.0,2.11746,PA0498,PA0498,PA0498,PA0498,0.7172619047619048,557638.0
5,SphR-LB-10,sphr + LB,559078.0,559516.0,2.20349,PA0499,PA0499,PA0499,PA0499,-0.31196581196581197,559297.0
6,SphR-LB-12,sphr + LB,698551.0,699078.0,2.52035,PA0641,PA0641,PA0641,PA0641,1.0325034578146612,698814.5
7,SphR-LB-13,sphr + LB,699485.0,699960.0,2.07309,PA0643,PA0643,PA0643,PA0643,-0.019688644688644688,699722.5
8,SphR-LB-15,sphr + LB,762867.0,762969.0,1.94763,PA0691,PA0691,PA0691,PA0691,0.04477611940298507,762918.0
9,SphR-LB-16,sphr + LB,763400.0,763585.0,2.02476,PA0691,PA0691,PA0691,PA0691,0.9975124378109452,763492.5
10,SphR-LB-18,sphr + LB,785807.0,787601.0,1.99547,PA0715,PA0715,PA0715,PA0715,0.768025078369906,786704.0
11,SphR-LB-19,sphr + LB,787714.0,787858.0,2.30649,PA0716,PA0716,PA0716,PA0716,0.6470588235294118,787786.0
12,SphR-LB-20,sphr + LB,788140.0,788487.0,1.93177,PA0716,PA0716,PA0716,PA0716,1.044871794871795,788313.5
13,SphR-LB-21,sphr + LB,793573.0,793661.0,2.07697,PA0726,PA0726,PA0726,PA0726,0.48627450980392156,793617.0
14,SphR-LB-22,sphr + LB,882838.0,882921.0,2.20227,PA0806,PA0806,PA0806,PA0806,-2.2664141414141414,882879.5
15,SphR-LB-23,sphr + LB,923809.0,924013.0,3.79843,PA0845,PA0845,PA0845,PA0845,-0.053154495777446596,923911.0
16,SphR-LB-24,sphr + LB,955832.0,955910.0,2.16888,PA0874,PA0874,PA0874,PA0874,-0.5580524344569289,955871.0
17,SphR-LB-25,sphr + LB,1045638.0,1045737.0,2.23773,PA0959,PA0959,PA0959,PA0959,-0.22936507936507936,1045687.5
18,SphR-LB-26,sphr + LB,1062528.0,1063243.0,2.52716,PA0979,PA0979,PA0979,PA0979,-1.6715210355987056,1062885.5
19,SphR-LB-27,sphr + LB,1063358.0,1063619.0,1.90724,PA0981,PA0981,PA0981,PA0981,0.9094551282051282,1063488.5
20,SphR-LB-28,sphr + LB,1063875.0,1063977.0,1.72798,PA0983,PA0983,PA0983,PA0983,-4.208333333333333,1063926.0
21,SphR-LB-29,sphr + LB,1065830.0,1066014.0,2.59256,PA0984,PA0984,PA0984,PA0984,-0.14678899082568808,1065922.0
22,SphR-LB-30,sphr + LB,1066157.0,1066352.0,1.93607,PA0984,PA0984,PA0984,PA0984,0.8700305810397554,1066254.5
23,SphR-LB-36,sphr + LB,1246586.0,1246735.0,1.94117,PA1149,PA1149,PA1149,PA1149,-9.600271002710027,1246660.5
24,SphR-LB-37,sphr + LB,1246905.0,1247238.0,2.22507,PA1149,PA1149,PA1149,PA1149,-10.714092140921409,1247071.5
25,SphR-LB-38,sphr + LB,1247415.0,1247762.0,2.20107,PA1149,PA1149,PA1149,PA1149,-12.115176151761517,1247588.5
26,SphR-LB-39,sphr + LB,1324306.0,1324394.0,2.03542,PA1221,PA1221,PA1221,PA1221,-0.12977921378567583,1324350.0
27,SphR-LB-41,sphr + LB,1483567.0,1483778.0,1.97229,PA1369,PA1369,PA1369,PA1369,0.7297476759628154,1483672.5
28,SphR-LB-42,sphr + LB,1485556.0,1485666.0,1.72798,PA1370,PA1370,PA1370,PA1370,0.9180064308681672,1485611.0
29,SphR-LB-43,sphr + LB,1486311.0,1486671.0,2.01544,PA1371,PA1371,PA1371,PA1371,0.6780626780626781,1486491.0
30,SphR-LB-44,sphr + LB,1486872.0,1487053.0,2.13798,PA1372,PA1372,PA1372,PA1372,0.9983614232209738,1486962.5
31,SphR-LB-45,sphr + LB,1487332.0,1487890.0,1.93607,PA1372,PA1372,PA1372,PA1372,0.6947565543071161,1487611.0
32,SphR-LB-46,sphr + LB,1488020.0,1488116.0,1.95636,PA1372,PA1372,PA1372,PA1372,0.48080524344569286,1488068.0
33,SphR-LB-47,sphr + LB,1488651.0,1489181.0,1.71627,PA1372,PA1372,PA1372,PA1372,0.08380149812734082,1488916.0
34,SphR-LB-48,sphr + LB,1501144.0,1501278.0,2.17965,PA1383,PA1383,PA1383,PA1383,-0.22148394241417496,1501211.0
35,SphR-LB-49,sphr + LB,1504966.0,1505051.0,1.85489,PA1385,PA1385,PA1385,PA1385,0.3586666666666667,1505008.5
36,SphR-LB-51,sphr + LB,1639445.0,1639570.0,2.17965,PA1509,PA1509,PA1509,PA1509,0.25065616797900264,1639507.5
37,SphR-LB-52,sphr + LB,1803430.0,1803533.0,1.76961,PA1656,PA1656,PA1656,PA1656,-0.09280667951188182,1803481.5
38,SphR-LB-54,sphr + LB,2228793.0,2228883.0,2.08843,PA2037,PA2037,PA2037,PA2037,0.8877481177275839,2228838.0
39,SphR-LB-55,sphr + LB,2446536.0,2446715.0,1.95364,PA2224,PA2224,PA2224,PA2224,0.9595336076817559,2446625.5
40,SphR-LB-56,sphr + LB,2448158.0,2448287.0,1.8237,PA2226,PA2226,PA2226,PA2226,0.6197604790419161,2448222.5
41,SphR-LB-58,sphr + LB,2451236.0,2451452.0,1.85004,PA2229,PA2229,PA2229,PA2229,-0.5041666666666667,2451344.0
42,SphR-LB-59,sphr + LB,2623331.0,2623454.0,1.9652,PA2373,PA2373,PA2373,PA2373,-0.40433482810164423,2623392.5
43,SphR-LB-60,sphr + LB,2759389.0,2759556.0,2.24289,PA2459,PA2459,PA2459,PA2459,1.0140264026402641,2759472.5
