,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,RpoN-LB-1,rpon + LB,24256,24436,4.33728,PA0022,PA0022,PA0022,PA0022,0.6182795698924731,24346.0
1,RpoN-LB-2,rpon + LB,95899,96082,4.27433,PA0078,PA0078,PA0078,PA0078,0.3011111111111111,95990.5
2,RpoN-LB-4,rpon + LB,152716,152960,4.04519,PA0134,PA0134,PA0134,PA0134,0.3413566739606127,152838.0
3,RpoN-LB-5,rpon + LB,154243,154518,4.53306,PA0136,PA0136,PA0136,PA0136,-0.02321882951653944,154380.5
4,RpoN-LB-7,rpon + LB,165043,165213,5.28553,PA0144,PA0144,PA0144,PA0144,-0.09409888357256778,165128.0
5,RpoN-LB-8,rpon + LB,165820,165978,4.71915,PA0146,PA0146,PA0146,PA0146,-0.07012750455373407,165899.0
6,RpoN-LB-9,rpon + LB,188932,189167,6.12795,PA0165,PA0165,PA0165,PA0165,-0.08422939068100359,189049.5
7,RpoN-LB-10,rpon + LB,190057,190271,5.59023,PA0166,PA0166,PA0166,PA0166,-0.024164889836531627,190164.0
8,RpoN-LB-11,rpon + LB,202597,202764,3.75581,PA0178,PA0178,PA0178,PA0178,0.7216145833333333,202680.5
9,RpoN-LB-12,rpon + LB,236784,236949,4.87647,PA0207,PA0207,PA0207,PA0207,0.7253914988814317,236866.5
10,RpoN-LB-13,rpon + LB,246838,247012,5.11369,PA0218,PA0218,PA0218,PA0218,-0.06188925081433225,246925.0
11,RpoN-LB-14,rpon + LB,253184,253342,4.27376,PA0223,PA0223,PA0223,PA0223,0.6020408163265306,253263.0
12,RpoN-LB-15,rpon + LB,270081,270314,4.7355,PA0239,PA0239,PA0239,PA0239,0.6012514220705347,270197.5
13,RpoN-LB-16,rpon + LB,282886,283060,5.2794,PA0251,PA0251,PA0251,PA0251,0.9034267912772586,282973.0
14,RpoN-LB-17,rpon + LB,294213,294410,5.8419,PA0262,PA0262,PA0262,PA0262,0.8331699346405229,294311.5
15,RpoN-LB-22,rpon + LB,363207,363396,5.95104,PA0323,PA0323,PA0323,PA0323,0.9765325670498084,363301.5
16,RpoN-LB-23,rpon + LB,370348,370565,5.38838,PA0328,PA0328,PA0328,PA0328,-0.026491769547325104,370456.5
17,RpoN-LB-25,rpon + LB,387332,387517,5.53129,PA0344,PA0344,PA0344,PA0344,0.2467391304347826,387424.5
18,RpoN-LB-28,rpon + LB,428459,428736,5.40169,PA0386,PA0386,PA0386,PA0386,0.12337662337662338,428597.5
19,RpoN-LB-29,rpon + LB,433725,434013,4.74155,PA0391,PA0391,PA0391,PA0391,-0.022357723577235773,433869.0
20,RpoN-LB-36,rpon + LB,496652,496877,6.13015,PA0443,PA0443,PA0443,PA0443,-0.07142857142857142,496764.5
21,RpoN-LB-37,rpon + LB,497886,498065,4.97454,PA0443,PA0443,PA0443,PA0443,0.7407780013413816,497975.5
22,RpoN-LB-38,rpon + LB,512837,513005,4.57429,PA0454,PA0454,PA0454,PA0454,-0.059491371480472295,512921.0
23,RpoN-LB-39,rpon + LB,540170,540366,5.01308,PA0480,PA0480,PA0480,PA0480,-0.7155388471177945,540268.0
24,RpoN-LB-41,rpon + LB,587039,587254,4.93717,PA0529,PA0529,PA0529,PA0529,-1.2115384615384615,587146.5
25,RpoN-LB-44,rpon + LB,663199,663448,4.92236,PA0601,PA0601,PA0601,PA0601,0.8996840442338072,663323.5
26,RpoN-LB-45,rpon + LB,684137,684372,5.39135,PA0625,PA0625,PA0625,PA0625,0.2928954423592493,684254.5
27,RpoN-LB-46,rpon + LB,692559,692732,4.75421,PA0637,PA0637,PA0637,PA0637,0.2821637426900585,692645.5
28,RpoN-LB-47,rpon + LB,696787,696956,4.32893,PA0641,PA0641,PA0641,PA0641,0.4950207468879668,696871.5
29,RpoN-LB-48,rpon + LB,711467,711655,4.70641,PA0658,PA0658,PA0658,PA0658,0.5730337078651685,711561.0
30,RpoN-LB-49,rpon + LB,719692,719961,4.05211,PA0667,PA0667,PA0667,PA0667,0.18266369047619047,719826.5
31,RpoN-LB-51,rpon + LB,736421,736640,5.15265,PA0677,PA0677,PA0677,PA0677,0.882398753894081,736530.5
32,RpoN-LB-52,rpon + LB,740095,740356,5.39022,PA0682,PA0682,PA0682,PA0682,1.0864389233954452,740225.5
33,RpoN-LB-53,rpon + LB,772654,772811,4.13115,PA0700,PA0700,PA0700,PA0700,1.073943661971831,772732.5
34,RpoN-LB-54,rpon + LB,802143,802325,4.24129,PA0735,PA0735,PA0735,PA0735,1.0306372549019607,802234.0
35,RpoN-LB-57,rpon + LB,906936,907116,4.95112,PA0832,PA0832,PA0832,PA0832,0.278816199376947,907026.0
36,RpoN-LB-59,rpon + LB,971779,972008,5.38828,PA0887.1,PA0887.1,PA0887.1,PA0887.1,0.30869565217391304,971893.5
37,RpoN-LB-60,rpon + LB,993944,994098,4.21864,PA0909,PA0909,PA0909,PA0909,0.8876811594202898,994021.0
38,RpoN-LB-61,rpon + LB,1006851,1007347,5.62654,PA0921,PA0921,PA0921,PA0921,0.6638888888888889,1007099.0
39,RpoN-LB-64,rpon + LB,1029774,1030009,5.65437,PA0939,PA0939,PA0939,PA0939,0.7935779816513762,1029891.5
