,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,FleQ-LB-1,fleq + LB,53183.0,53317.0,3.46706,PA0041,PA0041,PA0041,PA0041,0.9743589743589743,53250.0
1,FleQ-LB-2,fleq + LB,53488.0,53755.0,3.83873,PA0041,PA0041,PA0041,PA0041,1.0093797134238311,53621.5
2,FleQ-LB-3,fleq + LB,53888.0,54004.0,3.55432,PA0041a,PA0041a,PA0041a,PA0041a,-0.2492877492877493,53946.0
3,FleQ-LB-4,fleq + LB,55034.0,55379.0,3.1491,PA0042,PA0042,PA0042,PA0042,-3.382575757575758,55206.5
4,FleQ-LB-5,fleq + LB,55485.0,56108.0,3.78559,PA0042,PA0042,PA0042,PA0042,-1.8926767676767677,55796.5
5,FleQ-LB-6,fleq + LB,196793.0,196919.0,5.13218,PA0172,PA0172,PA0172,PA0172,-0.05421686746987952,196856.0
6,FleQ-LB-8,fleq + LB,559198.0,559355.0,3.14644,PA0499,PA0499,PA0499,PA0499,-0.2827635327635328,559276.5
7,FleQ-LB-14,fleq + LB,698510.0,698980.0,3.14644,PA0641,PA0641,PA0641,PA0641,1.0132780082987551,698745.0
8,FleQ-LB-15,fleq + LB,699513.0,699727.0,4.0344,PA0643,PA0643,PA0643,PA0643,-0.11355311355311355,699620.0
9,FleQ-LB-17,fleq + LB,784166.0,784708.0,5.89281,PA0712,PA0712,PA0712,PA0712,-2.3410852713178296,784437.0
10,FleQ-LB-19,fleq + LB,785936.0,787936.0,4.51523,PA0715,PA0715,PA0715,PA0715,1.0104493207941483,786936.0
11,FleQ-LB-20,fleq + LB,788070.0,788263.0,3.96708,PA0716,PA0716,PA0716,PA0716,0.9340120663650076,788166.5
12,FleQ-LB-21,fleq + LB,788419.0,788578.0,3.8638,PA0718,PA0718,PA0718,PA0718,-2.9604810996563575,788498.5
13,FleQ-LB-24,fleq + LB,958266.0,958380.0,3.92049,PA0876,PA0876,PA0876,PA0876,-0.08783068783068783,958323.0
14,FleQ-LB-25,fleq + LB,971861.0,971965.0,4.69706,PA0887.1,PA0887.1,PA0887.1,PA0887.1,0.4782608695652174,971913.0
15,FleQ-LB-26,fleq + LB,1002338.0,1002565.0,5.13218,PA0918,PA0918,PA0918,PA0918,0.12477231329690346,1002451.5
16,FleQ-LB-27,fleq + LB,1045554.0,1045716.0,5.1095,PA0959,PA0959,PA0959,PA0959,-0.3126984126984127,1045635.0
17,FleQ-LB-28,fleq + LB,1062445.0,1062664.0,4.66819,PA0979,PA0979,PA0979,PA0979,-0.6003236245954693,1062554.5
18,FleQ-LB-29,fleq + LB,1062793.0,1062958.0,4.35591,PA0981,PA0981,PA0981,PA0981,-0.07291666666666667,1062875.5
19,FleQ-LB-30,fleq + LB,1063054.0,1063227.0,3.5598,PA0981,PA0981,PA0981,PA0981,0.35176282051282054,1063140.5
20,FleQ-LB-31,fleq + LB,1063335.0,1063584.0,4.70238,PA0981,PA0981,PA0981,PA0981,0.8629807692307693,1063459.5
21,FleQ-LB-32,fleq + LB,1063859.0,1063955.0,4.25083,PA0983,PA0983,PA0983,PA0983,-4.274305555555555,1063907.0
22,FleQ-LB-33,fleq + LB,1065905.0,1066347.0,5.39659,PA0984,PA0984,PA0984,PA0984,0.47706422018348627,1066126.0
23,FleQ-LB-35,fleq + LB,1067946.0,1068151.0,3.79767,PA0986,PA0986,PA0986,PA0986,-0.5473484848484849,1068048.5
24,FleQ-LB-38,fleq + LB,1175636.0,1175717.0,5.37243,PA1088,PA1088,PA1088,PA1088,0.08202099737532809,1175676.5
25,FleQ-LB-40,fleq + LB,1195588.0,1195769.0,3.85457,PA1103,PA1103,PA1103,PA1103,0.5619578686493185,1195678.5
26,FleQ-LB-43,fleq + LB,1246663.0,1246772.0,3.4437,PA1149,PA1149,PA1149,PA1149,-9.754742547425474,1246717.5
