,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,ExsA-LB-1,exsa + LB,55806,56026,2.67617,PA0042,PA0042,PA0042,PA0042,-1.5909090909090908,55916.0
1,ExsA-LB-2,exsa + LB,58549,58907,7.0994,PA0043,PA0043,PA0043,PA0043,-0.09689081706435286,58728.0
2,ExsA-LB-3,exsa + LB,722186,722394,2.2403,PA0668.1,PA0668.1,PA0668.1,PA0668.1,0.12630208333333334,722290.0
3,ExsA-LB-5,exsa + LB,1323775,1323924,2.82227,PA1221,PA1221,PA1221,PA1221,0.13974151857835218,1323849.5
4,ExsA-LB-6,exsa + LB,1507350,1507539,2.48742,PA1387,PA1387,PA1387,PA1387,0.18015414258188825,1507444.5
5,ExsA-LB-7,exsa + LB,1846940,1847333,6.88825,PA1697,PA1697,PA1697,PA1697,-0.07596371882086168,1847136.5
6,ExsA-LB-11,exsa + LB,1856332,1856987,3.45427,PA1711,PA1711,PA1711,PA1711,1.4288617886178863,1856659.5
7,ExsA-LB-13,exsa + LB,2192461,2192636,2.38352,PA2005,PA2005,PA2005,PA2005,0.9961964038727524,2192548.5
8,ExsA-LB-14,exsa + LB,2411334,2411645,5.74021,PA2192,PA2192,PA2192,PA2192,-0.5301932367149759,2411489.5
9,ExsA-LB-15,exsa + LB,2449493,2449689,2.67876,PA2228,PA2228,PA2228,PA2228,0.9686468646864687,2449591.0
10,ExsA-LB-22,exsa + LB,4304235,4304886,9.91874,PA3842,PA3842,PA3842,PA3842,-0.36894586894586895,4304560.5
11,ExsA-LB-23,exsa + LB,4329799,4330139,3.34845,PA3867,PA3867,PA3867,PA3867,-0.6111111111111112,4329969.0
12,ExsA-LB-24,exsa + LB,4785516,4785688,2.52243,PA4277.2,PA4277.2,PA4277.2,PA4277.2,2.1486486486486487,4785602.0
13,ExsA-LB-25,exsa + LB,4793449,4793613,1.97196,PA4280.5,PA4280.5,PA4280.5,PA4280.5,0.13020833333333334,4793531.0
14,ExsA-LB-26,exsa + LB,5242383,5242618,2.33166,PA4674,PA4674,PA4674,PA4674,0.19117647058823528,5242500.5
15,ExsA-LB-27,exsa + LB,5266532,5266714,2.2066,PA4690.2,PA4690.2,PA4690.2,PA4690.2,0.21757177447250087,5266623.0
16,ExsA-LB-28,exsa + LB,5268838,5269160,2.44874,PA4690.5,PA4690.5,PA4690.5,PA4690.5,0.16927083333333334,5268999.0
17,ExsA-LB-29,exsa + LB,5726613,5726844,2.32962,PA5088,PA5088,PA5088,PA5088,0.5776643990929705,5726728.5
18,ExsA-LB-31,exsa + LB,6040509,6040699,2.82032,PA5369.2,PA5369.2,PA5369.2,PA5369.2,0.737461086129367,6040604.0
19,ExsA-LB-32,exsa + LB,6044171,6044633,2.19787,PA5369.5,PA5369.5,PA5369.5,PA5369.5,0.22200520833333334,6044402.0
