,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Lsr2-1,lsr2 + MS,3811,4024,,SVEN_RS00030,SVEN_RS00030,SVEN_RS00030,0.5102249488752556,3917.5
1,Lsr2-2,lsr2 + MS,228117,228485,,SVEN_RS01020,SVEN_RS01020,SVEN_RS01020,-0.03333333333333333,228301.0
2,Lsr2-3,lsr2 + MS,268339,269459,,SVEN_RS01220,SVEN_RS01220,SVEN_RS01220,-0.056910569105691054,268899.0
3,Lsr2-4,lsr2 + MS,269662,269930,,SVEN_RS01230,SVEN_RS01230,SVEN_RS01230,-0.01694915254237288,269796.0
4,Lsr2-5,lsr2 + MS,501613,502566,,SVEN_RS02195,SVEN_RS02195,SVEN_RS02195,1.4182879377431907,502089.5
5,Lsr2-6,lsr2 + MS,553907,555205,,SVEN_RS02400,SVEN_RS02400,SVEN_RS02400,0.45822994210090984,554556.0
6,Lsr2-7,lsr2 + MS,561309,561861,,SVEN_RS02420,SVEN_RS02420,SVEN_RS02420,-0.1663003663003663,561585.0
7,Lsr2-8,lsr2 + MS,639557,639945,,SVEN_RS02670,SVEN_RS02670,SVEN_RS02670,-0.19270833333333334,639751.0
8,Lsr2-9,lsr2 + MS,668467,668683,,SVEN_RS36985,SVEN_RS36985,SVEN_RS36985,-0.10619918699186992,668575.0
9,Lsr2-10,lsr2 + MS,745665,745862,,SVEN_RS03085,SVEN_RS03085,SVEN_RS03085,-0.019963828603227603,745763.5
10,Lsr2-11,lsr2 + MS,795707,795990,,SVEN_RS03280,SVEN_RS03280,SVEN_RS03280,-0.5513565891472868,795848.5
11,Lsr2-12,lsr2 + MS,834220,834406,,SVEN_RS03475,SVEN_RS03475,SVEN_RS03475,-0.018604651162790697,834313.0
12,Lsr2-13,lsr2 + MS,937672,938524,,SVEN_RS03925,SVEN_RS03925,SVEN_RS03925,-0.6069182389937107,938098.0
