,binding_width
1,41
2,51
3,50
4,46
5,49
6,30
7,49
8,46
9,38
10,37
11,43
12,48
13,49
14,32
15,31
16,31
17,31
18,31
19,46
20,31
21,31
22,52
23,45
24,47
25,44
26,47
27,46
28,49
29,44
30,31
31,51
32,31
33,42
34,44
35,45
36,45
37,42
38,48
39,31
40,45
41,49
42,31
43,31
44,46
45,31
46,47
47,45
48,31
49,31
50,31
51,31
52,42
53,49
54,31
55,32
56,33
57,50
58,49
59,49
60,31
61,36
62,47
63,48
64,40
65,43
66,49
67,31
68,31
69,50
70,47
71,31
72,47
73,40
74,47
75,41
76,47
77,48
78,41
79,41
80,48
81,36
82,46
83,47
84,41
85,41
86,46
87,38
88,51
89,41
90,49
91,43
92,50
93,45
94,47
95,45
96,41
97,48
98,45
99,47
100,41
101,47
102,45
103,51
104,43
105,42
106,46
107,51
108,39
109,46
110,41
111,42
112,41
113,32
114,47
115,41
116,47
117,47
118,43
119,46
