prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	10	0	9	24	4.75e-20	4.28e-19
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	10	4	9	24	2.37e-17	2.13e-16
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	10	5	9	24	2.37e-17	2.13e-16
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	10	8	9	24	1.15e-14	1.04e-13
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	9	0	4	24	1.52e-08	1.37e-07
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	9	4	4	24	2.36e-07	2.12e-06
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	9	5	4	24	2.36e-07	2.12e-06
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	1.51e-15	9	8	4	24	3.55e-06	3.19e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	39	1	5	17	1.64e-11	1.48e-10
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	39	4	5	17	5.16e-10	4.65e-09
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	39	6	5	17	5.16e-10	4.65e-09
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	39	8	5	17	1.59e-08	1.43e-07
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	40	1	3	17	5.03e-07	4.53e-06
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	40	4	3	17	3.95e-06	3.55e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	5.27e-07	40	6	3	17	3.95e-06	3.55e-05
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	3.00e+00	0	0	0	0	1.00e+00	1.00e+00
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
