prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	9	2	18	78	1.80e-32	1.62e-31
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	9	6	18	78	4.18e-27	3.77e-26
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	9	7	18	78	4.18e-27	3.77e-26
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	17	3	13	78	4.17e-22	3.75e-21
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	9	8	18	78	8.59e-22	7.73e-21
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	17	5	13	78	3.00e-18	2.70e-17
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	17	7	13	78	3.00e-18	2.70e-17
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	17	8	13	78	1.90e-14	1.71e-13
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	8	2	8	78	9.91e-13	8.92e-12
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	16	3	7	78	5.23e-11	4.70e-10
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	8	6	8	78	2.22e-10	2.00e-09
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	8	7	8	78	2.22e-10	2.00e-09
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	16	5	7	78	5.86e-09	5.27e-08
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	16	7	7	78	5.86e-09	5.27e-08
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	8	8	8	78	4.36e-08	3.92e-07
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	16	8	7	78	5.75e-07	5.18e-06
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	5.13e-28	60	5	5	78	2.58e-06	2.32e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	10	0	9	51	1.06e-16	9.50e-16
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	11	0	9	51	1.06e-16	9.50e-16
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	10	4	9	51	5.03e-14	4.53e-13
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	11	4	9	51	5.03e-14	4.53e-13
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	10	5	9	51	5.03e-14	4.53e-13
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	11	5	9	51	5.03e-14	4.53e-13
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	10	8	9	51	2.23e-11	2.01e-10
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	3.36e-12	11	8	9	51	2.23e-11	2.01e-10
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	3.00e+00	7	1	1	4	6.31e-01	1.00e+00
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
