prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	125	0	20	1728	5.55e-11	5.00e-10
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	86	0	17	1728	1.07e-08	9.64e-08
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	125	4	24	1728	1.83e-08	1.65e-07
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	125	5	24	1728	1.83e-08	1.65e-07
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	41	0	16	1728	5.55e-08	4.99e-07
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	37	2	15	1728	2.71e-07	2.44e-06
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	2	4	21	1728	7.99e-07	7.19e-06
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	26	0	14	1728	1.24e-06	1.12e-05
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	83	0	14	1728	1.24e-06	1.12e-05
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	13	2	14	1728	1.24e-06	1.12e-05
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	41	4	20	1728	2.58e-06	2.32e-05
meme.xml	2	MEME	meme.xml	4	MEME	0	0	.	.	.	1.74e-06	47	4	20	1728	2.58e-06	2.32e-05
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	60	3	14	1558	1.68e-07	1.51e-06
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	138	3	14	1558	1.68e-07	1.51e-06
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	43	1	13	1558	8.59e-07	7.73e-06
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	124	1	13	1558	8.59e-07	7.73e-06
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	129	3	13	1558	8.59e-07	7.73e-06
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	25	4	18	1558	2.55e-06	2.30e-05
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	124	6	18	1558	2.55e-06	2.30e-05
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	103	1	12	1558	4.08e-06	3.67e-05
meme.xml	2	MEME	meme.xml	1	MEME	0	0	.	.	.	5.67e-03	111	3	12	1558	4.08e-06	3.67e-05
meme.xml	2	MEME	meme.xml	3	MEME	0	0	.	.	.	2.39e+00	57	6	4	126	1.63e-01	7.98e-01
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
