,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,PhoB-1,phob + M9P,417086,417115,1.92,"b0399,b0400,b0397,b0398","phoB,phoR,sbcC,sbcD",phoB,-0.058695652173913045,417100.5
1,PhoB-1,phob + M9P,417086,417115,1.92,"b0399,b0400,b0397,b0398","phoB,phoR,sbcC,sbcD",phoR,-0.6076388888888888,417100.5
2,PhoB-1,phob + M9P,417086,417115,1.92,"b0399,b0400,b0397,b0398","phoB,phoR,sbcC,sbcD",sbcC,-0.42818557356212267,417100.5
3,PhoB-1,phob + M9P,417086,417115,1.92,"b0399,b0400,b0397,b0398","phoB,phoR,sbcC,sbcD",sbcD,-0.12344139650872818,417100.5
4,PhoB-2,phob + M9P,1198372,1198398,1.88,"b1139,b1137,b1138","lit,ymfD,ymfE",lit,-0.34563758389261745,1198385.0
5,PhoB-2,phob + M9P,1198372,1198398,1.88,"b1139,b1137,b1138","lit,ymfD,ymfE",ymfD,-1.2807807807807807,1198385.0
6,PhoB-2,phob + M9P,1198372,1198398,1.88,"b1139,b1137,b1138","lit,ymfD,ymfE",ymfE,-0.2099290780141844,1198385.0
7,PhoB-5,phob + M9P,3284518,3284522,1.23,"b3138,b3139,b3140,b3141","agaB,agaC,agaD,agaI",agaB,0.7358490566037735,3284520.0
8,PhoB-5,phob + M9P,3284518,3284522,1.23,"b3138,b3139,b3140,b3141","agaB,agaC,agaD,agaI",agaC,-0.20398009950248755,3284520.0
9,PhoB-5,phob + M9P,3284518,3284522,1.23,"b3138,b3139,b3140,b3141","agaB,agaC,agaD,agaI",agaD,-1.2083333333333333,3284520.0
10,PhoB-5,phob + M9P,3284518,3284522,1.23,"b3138,b3139,b3140,b3141","agaB,agaC,agaD,agaI",agaI,-2.3134920634920637,3284520.0
11,PhoB-6,phob + M9P,3321253,3321291,1.69,b3173,yhbX,yhbX,0.2097170971709717,3321272.0
12,PhoB-7,phob + M9P,3321485,3321524,2.08,b3173,yhbX,yhbX,0.06672816728167281,3321504.5
13,PhoB-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",phoU,-5.493801652892562,3911566.5
14,PhoB-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstB,-4.135012919896641,3911566.5
15,PhoB-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstA,-2.387766554433221,3911566.5
16,PhoB-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstC,-1.2171875,3911566.5
17,PhoB-8,phob + M9P,3911549,3911584,8.13,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstS,-0.039865513928914506,3911566.5
18,PhoB-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",phoU,-5.608126721763085,3911649.5
19,PhoB-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstB,-4.242248062015504,3911649.5
20,PhoB-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstA,-2.480920314253648,3911649.5
21,PhoB-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstC,-1.3036458333333334,3911649.5
22,PhoB-9,phob + M9P,3911629,3911670,6.93,"b3724,b3725,b3726,b3727,b3728","phoU,pstB,pstA,pstC,pstS",pstS,-0.11959654178674352,3911649.5
23,PhoB-10,phob + M9P,4003031,4003074,2.05,"b3817,b3818","yigF,yigG",yigF,-0.6653543307086615,4003052.5
24,PhoB-10,phob + M9P,4003031,4003074,2.05,"b3817,b3818","yigF,yigG",yigG,0.36876640419947504,4003052.5
25,PhoB-11,phob + M9P,4058198,4058242,1.65,"b3871,b3868,b3869,b3870","typA,glnG,glnL,glnA",typA,-0.10197368421052631,4058220.0
26,PhoB-11,phob + M9P,4058198,4058242,1.65,"b3871,b3868,b3869,b3870","typA,glnG,glnL,glnA",glnG,-2.0865248226950355,4058220.0
27,PhoB-11,phob + M9P,4058198,4058242,1.65,"b3871,b3868,b3869,b3870","typA,glnG,glnL,glnA",glnL,-1.7914285714285714,4058220.0
28,PhoB-11,phob + M9P,4058198,4058242,1.65,"b3871,b3868,b3869,b3870","typA,glnG,glnL,glnA",glnA,-0.13191489361702127,4058220.0
