,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YheO-1,yheo + M9,169871,169917,3.3,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,0.14661654135338345,169894.0
1,YheO-1,yheo + M9,169871,169917,3.3,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuD,-0.7631874298540965,169894.0
2,YheO-1,yheo + M9,169871,169917,3.3,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuB,-0.7902168431669188,169894.0
3,YheO-2,yheo + M9,660252,660295,19.75,b0628,lipA,lipA,-0.05952380952380952,660273.5
4,YheO-3,yheo + M9,660263,660304,19.35,b0628,lipA,lipA,-0.06987577639751552,660283.5
5,YheO-4,yheo + M9,1443033,1443078,27.17,"b1381,b1382,b1383,b1380","ydbH,ynbE,ydbL,ldhA",ydbH,0.0020833333333333333,1443055.5
6,YheO-4,yheo + M9,1443033,1443078,27.17,"b1381,b1382,b1383,b1380","ydbH,ynbE,ydbL,ldhA",ynbE,-14.14247311827957,1443055.5
7,YheO-4,yheo + M9,1443033,1443078,27.17,"b1381,b1382,b1383,b1380","ydbH,ynbE,ydbL,ldhA",ydbL,-8.634556574923547,1443055.5
8,YheO-4,yheo + M9,1443033,1443078,27.17,"b1381,b1382,b1383,b1380","ydbH,ynbE,ydbL,ldhA",ldhA,-0.21464646464646464,1443055.5
9,YheO-5,yheo + M9,1500527,1500575,5.28,"b1429,b1430,b1428","tehA,tehB,ydcK",tehA,-0.021148036253776436,1500551.0
10,YheO-5,yheo + M9,1500527,1500575,5.28,"b1429,b1430,b1428","tehA,tehB,ydcK",tehB,-1.7003367003367003,1500551.0
11,YheO-5,yheo + M9,1500527,1500575,5.28,"b1429,b1430,b1428","tehA,tehB,ydcK",ydcK,-0.10397553516819572,1500551.0
12,YheO-6,yheo + M9,2413131,2413173,101.47,"b2296,b2297,b2295","ackA,pta,yfbV",ackA,-0.2635078969243558,2413152.0
13,YheO-6,yheo + M9,2413131,2413173,101.47,"b2296,b2297,b2295","ackA,pta,yfbV",pta,-0.7431235431235431,2413152.0
14,YheO-6,yheo + M9,2413131,2413173,101.47,"b2296,b2297,b2295","ackA,pta,yfbV",yfbV,-0.043859649122807015,2413152.0
15,YheO-7,yheo + M9,2413141,2413183,102.83,"b2296,b2297,b2295","ackA,pta,yfbV",ackA,-0.25519534497090607,2413162.0
16,YheO-7,yheo + M9,2413141,2413183,102.83,"b2296,b2297,b2295","ackA,pta,yfbV",pta,-0.7384615384615385,2413162.0
17,YheO-7,yheo + M9,2413141,2413183,102.83,"b2296,b2297,b2295","ackA,pta,yfbV",yfbV,-0.06578947368421052,2413162.0
18,YheO-8,yheo + M9,3891510,3891557,13.1,b3710,mdtL,mdtL,-0.06845238095238096,3891533.5
