,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Tus-1,tus + expo,232,249,5.62,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,0.7803030303030303,240.5
1,Tus-1,tus + expo,232,249,5.62,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.03877385302476655,240.5
2,Tus-1,tus + expo,232,249,5.62,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.7433011789924975,240.5
3,Tus-1,tus + expo,232,249,5.62,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.713675213675214,240.5
4,Tus-2,tus + expo,662,699,1.15,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,0.1398700771416971,680.5
5,Tus-2,tus + expo,662,699,1.15,"b0002,b0003,b0004","thrA,thrB,thrC",thrB,-2.2717041800643085,680.5
6,Tus-2,tus + expo,662,699,1.15,"b0002,b0003,b0004","thrA,thrB,thrC",thrC,-2.371794871794872,680.5
7,Tus-4,tus + expo,18242,18263,1.38,"b0019,b0020","nhaA,nhaR",nhaA,0.6550985432733505,18252.5
8,Tus-4,tus + expo,18242,18263,1.38,"b0019,b0020","nhaA,nhaR",nhaR,-0.5093818984547461,18252.5
9,Tus-5,tus + expo,18271,18304,1.17,"b0019,b0020","nhaA,nhaR",nhaA,0.6850899742930592,18287.5
10,Tus-5,tus + expo,18271,18304,1.17,"b0019,b0020","nhaA,nhaR",nhaR,-0.4707505518763797,18287.5
11,Tus-6,tus + expo,20889,20931,1.12,"b0024,b0021,b0022,b0023","yaaY,insB1,insA,rpsT",yaaY,-1.2328767123287672,20910.0
12,Tus-6,tus + expo,20889,20931,1.12,"b0024,b0021,b0022,b0023","yaaY,insB1,insA,rpsT",rpsT,0.6363636363636364,20910.0
13,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,-0.14840182648401826,21147.5
14,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,-0.27441613588110403,21147.5
15,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.4410720624778133,21147.5
16,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-8.198989898989899,21147.5
17,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-10.394444444444444,21147.5
18,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.392744479495268,21147.5
19,Tus-7,tus + expo,21129,21166,1.96,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-0.26325757575757575,21147.5
20,Tus-8,tus + expo,21206,21236,1.95,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,0.1872146118721461,21221.0
