,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YdcR-1,ydcr + M9,208,240,1.55,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,0.5303030303030303,224.0
1,YdcR-1,ydcr + M9,208,240,1.55,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.045473000406008934,224.0
2,YdcR-1,ydcr + M9,208,240,1.55,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.7609860664523045,224.0
3,YdcR-1,ydcr + M9,208,240,1.55,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.7264957264957266,224.0
4,YdcR-2,ydcr + M9,479548,479571,8.26,"b0458,b0459","ylaC,maa",ylaC,-0.6549893842887473,479559.5
5,YdcR-2,ydcr + M9,479548,479571,8.26,"b0458,b0459","ylaC,maa",maa,0.6494565217391305,479559.5
6,YdcR-3,ydcr + M9,1434618,1434657,12.42,b1375,ynaE,ynaE,-1.767094017094017,1434637.5
7,YdcR-4,ydcr + M9,1509886,1509928,15.42,"b1438,b1439","hicB,ydcR",hicB,0.9592326139088729,1509907.0
8,YdcR-4,ydcr + M9,1509886,1509928,15.42,"b1438,b1439","hicB,ydcR",ydcR,-0.06751954513148543,1509907.0
9,YdcR-5,ydcr + M9,1532851,1532893,5.31,b1461,pptA,pptA,-0.7649572649572649,1532872.0
10,YdcR-6,ydcr + M9,1632669,1632703,13.21,"b1544,b4600_2","ydfK,ydfJ_2",ydfK,-1.6452991452991452,1632686.0
11,YdcR-6,ydcr + M9,1632669,1632703,13.21,"b1544,b4600_2","ydfK,ydfJ_2",ydfJ_2,-0.31230529595015577,1632686.0
12,YdcR-7,ydcr + M9,1758609,1758659,3.25,b1678,ldtE,ldtE,0.09054726368159204,1758634.0
13,YdcR-8,ydcr + M9,1854949,1854989,3.36,b1770,ydjF,ydjF,-0.15151515151515152,1854969.0
14,YdcR-9,ydcr + M9,1907904,1907948,2.52,"b1823,b1824","cspC,yobF",cspC,-2.3380952380952382,1907926.0
15,YdcR-9,ydcr + M9,1907904,1907948,2.52,"b1823,b1824","cspC,yobF",yobF,-2.326388888888889,1907926.0
16,YdcR-10,ydcr + M9,2060990,2061027,2.422141,b1987,cbl,cbl,-0.09936908517350158,2061008.5
17,YdcR-11,ydcr + M9,2491988,2492023,4.211071,"b2371,b2372,b2373","yfdE,yfdV,oxc",yfdE,-2.4760034904013963,2492005.5
18,YdcR-11,ydcr + M9,2491988,2492023,4.211071,"b2371,b2372,b2373","yfdE,yfdV,oxc",yfdV,-1.9253968253968254,2492005.5
19,YdcR-11,ydcr + M9,2491988,2492023,4.211071,"b2371,b2372,b2373","yfdE,yfdV,oxc",oxc,-0.03274336283185841,2492005.5
20,YdcR-13,ydcr + M9,3121323,3121361,2.35,b2975,glcA,glcA,-0.0374331550802139,3121342.0
21,YdcR-14,ydcr + M9,3389459,3389489,4.316606,"b3243,b3240,b3241,b3242","aaeR,aaeB,aaeA,aaeX",aaeR,-0.04838709677419355,3389474.0
22,YdcR-14,ydcr + M9,3389459,3389489,4.316606,"b3243,b3240,b3241,b3242","aaeR,aaeB,aaeA,aaeX",aaeB,-0.6534552845528455,3389474.0
23,YdcR-14,ydcr + M9,3389459,3389489,4.316606,"b3243,b3240,b3241,b3242","aaeR,aaeB,aaeA,aaeX",aaeA,-0.3729903536977492,3389474.0
24,YdcR-14,ydcr + M9,3389459,3389489,4.316606,"b3243,b3240,b3241,b3242","aaeR,aaeB,aaeA,aaeX",aaeX,-0.6715686274509803,3389474.0
25,YdcR-15,ydcr + M9,3613133,3613163,2.15,b3475,acpT,acpT,0.30612244897959184,3613148.0
26,YdcR-17,ydcr + M9,3817689,3817725,12.422139999999999,b3645,dinD,dinD,-0.06303030303030303,3817707.0
27,YdcR-18,ydcr + M9,3834540,3834575,1.4221409999999999,b3656,yicI,yicI,-0.008840017248814143,3834557.5
28,YdcR-20,ydcr + M9,4521692,4521728,2.211071,b4296,yjhF,yjhF,0.22962962962962963,4521710.0
