,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Cra-1,cra + galactose,169871,169896,14.79,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuC,0.13345864661654136,169883.5
1,Cra-1,cra + galactose,169871,169896,14.79,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuD,-0.7749719416386083,169883.5
2,Cra-1,cra + galactose,169871,169896,14.79,"b0151,b0152,b0153","fhuC,fhuD,fhuB",fhuB,-0.7955118507312153,169883.5
3,Cra-3,cra + galactose,1298363,1298391,10.97,"b1242,b1241","ychE,adhE",ychE,-0.3395061728395062,1298377.0
4,Cra-3,cra + galactose,1298363,1298391,10.97,"b1242,b1241","ychE,adhE",adhE,-0.09566517189835576,1298377.0
5,Cra-4,cra + galactose,1755477,1755499,16.49,"b1676,b1675","pykF,ydhZ",pykF,-0.14791224345364473,1755488.0
6,Cra-4,cra + galactose,1755477,1755499,16.49,"b1676,b1675","pykF,ydhZ",ydhZ,-1.6523809523809523,1755488.0
7,Cra-5,cra + galactose,1861994,1862043,16.54,b1777,yeaC,yeaC,-0.163003663003663,1862018.5
8,Cra-6,cra + galactose,1862652,1862692,24.56,"b1779,b1780,b1778","gapA,yeaD,msrB",gapA,-0.09839357429718876,1862672.0
9,Cra-6,cra + galactose,1862652,1862692,24.56,"b1779,b1780,b1778","gapA,yeaD,msrB",yeaD,-1.3299435028248587,1862672.0
10,Cra-6,cra + galactose,1862652,1862692,24.56,"b1779,b1780,b1778","gapA,yeaD,msrB",msrB,-0.5869565217391305,1862672.0
11,Cra-7,cra + galactose,1901941,1901979,25.99,"b1817,b1818,b1819,b1816","manX,manY,manZ,yoaE",manX,-0.08950617283950617,1901960.0
12,Cra-7,cra + galactose,1901941,1901979,25.99,"b1817,b1818,b1819,b1816","manX,manY,manZ,yoaE",manY,-1.3995006242197254,1901960.0
13,Cra-7,cra + galactose,1901941,1901979,25.99,"b1817,b1818,b1819,b1816","manX,manY,manZ,yoaE",manZ,-2.2699530516431925,1901960.0
14,Cra-7,cra + galactose,1901941,1901979,25.99,"b1817,b1818,b1819,b1816","manX,manY,manZ,yoaE",yoaE,-0.24084778420038536,1901960.0
15,Cra-8,cra + galactose,1992060,1992095,7.53,b1908,yecA,yecA,-0.6884384384384384,1992077.5
16,Cra-9,cra + galactose,2263553,2263590,234.9,"b2170,b2167,b2168,b2169","setB,fruA,fruK,fruB",setB,-0.24576988155668358,2263571.5
17,Cra-9,cra + galactose,2263553,2263590,234.9,"b2170,b2167,b2168,b2169","setB,fruA,fruK,fruB",fruA,-1.2774822695035462,2263571.5
18,Cra-9,cra + galactose,2263553,2263590,234.9,"b2170,b2167,b2168,b2169","setB,fruA,fruK,fruB",fruK,-1.284877529286475,2263571.5
19,Cra-9,cra + galactose,2263553,2263590,234.9,"b2170,b2167,b2168,b2169","setB,fruA,fruK,fruB",fruB,-0.06763925729442971,2263571.5
20,Cra-10,cra + galactose,2278144,2278161,31.31,b2181,yejG,yejG,0.24492753623188407,2278152.5
21,Cra-11,cra + galactose,2278150,2278185,34.23,b2181,yejG,yejG,0.20144927536231885,2278167.5
22,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoN,-9.50514403292181,2405363.5
23,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoM,-8.053921568627452,2405363.5
24,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoL,-5.601248642779588,2405363.5
25,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoK,-33.06435643564357,2405363.5
26,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoJ,-17.05855855855856,2405363.5
27,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoI,-16.415285451197054,2405363.5
28,Cra-12,cra + galactose,2405346,2405381,6.16,"b2276,b2277,b2278,b2279,b2280,b2281,b2282,b2283,b2284,b2285,b2286,b2287,b2288","nuoN,nuoM,nuoL,nuoK,nuoJ,nuoI,nuoH,nuoG,nuoF,nuoE,nuoC,nuoB,nuoA",nuoH,-8.099693251533742,2405363.5
