,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YdcN-1,ydcn + M9,34558,34590,20.16,b0034,caiF,caiF,0.6944444444444444,34574.0
1,YdcN-3,ydcn + M9,236968,237004,11.03,b0217,yafT,yafT,-0.44274809160305345,236986.0
2,YdcN-4,ydcn + M9,297191,297235,25.26,b0281,intF,intF,-0.0835117773019272,297213.0
3,YdcN-5,ydcn + M9,478939,478967,5.28,"b0457,b0458","ylaB,ylaC",ylaB,-0.21663442940038685,478953.0
4,YdcN-5,ydcn + M9,478939,478967,5.28,"b0457,b0458","ylaB,ylaC",ylaC,0.6326963906581741,478953.0
5,YdcN-6,ydcn + M9,556525,556556,8.18,b0527,ybcI,ybcI,0.023946360153256706,556540.5
6,YdcN-7,ydcn + M9,635396,635422,10.72,b0601,ybdM,ybdM,-0.05238095238095238,635409.0
7,YdcN-9,ydcn + M9,803712,803744,5.03,b0771,ybhJ,ybhJ,0.09991158267020336,803728.0
8,YdcN-10,ydcn + M9,829864,829896,3.71,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhR,-3.4074074074074074,829880.0
9,YdcN-10,ydcn + M9,829864,829896,3.71,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhS,-2.3174603174603177,829880.0
10,YdcN-10,ydcn + M9,829864,829896,3.71,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhF,-0.5175590097869891,829880.0
11,YdcN-10,ydcn + M9,829864,829896,3.71,"b0792,b0793,b0794,b0795","ybhR,ybhS,ybhF,ybhG",ybhG,0.0920920920920921,829880.0
12,YdcN-11,ydcn + M9,864662,864706,2.97,b0826,moeB,moeB,0.5933333333333334,864684.0
13,YdcN-13,ydcn + M9,975787,975819,2.79,"b0923,b0924","mukE,mukB",mukE,0.2581560283687943,975803.0
14,YdcN-13,ydcn + M9,975787,975819,2.79,"b0923,b0924","mukE,mukB",mukB,-0.11701412239408204,975803.0
15,YdcN-15,ydcn + M9,1247708,1247740,7.48,b1197,treA,treA,-0.2049469964664311,1247724.0
16,YdcN-16,ydcn + M9,1250946,1250975,8.01,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaR,-0.054427083333333334,1250960.5
17,YdcN-16,ydcn + M9,1250946,1250975,8.01,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaM,-1.3012684989429175,1250960.5
18,YdcN-16,ydcn + M9,1250946,1250975,8.01,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaL,-1.901263823064771,1250960.5
19,YdcN-16,ydcn + M9,1250946,1250975,8.01,"b1201,b1198,b1199,b1200","dhaR,dhaM,dhaL,dhaK",dhaK,-0.11437908496732026,1250960.5
20,YdcN-17,ydcn + M9,1275995,1276013,3.3,"b1221,b1222","narL,narX",narL,-0.26881720430107525,1276004.0
21,YdcN-17,ydcn + M9,1275995,1276013,3.3,"b1221,b1222","narL,narX",narX,0.8981636060100167,1276004.0
22,YdcN-18,ydcn + M9,1490732,1490763,4.49,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",cybB,-0.2890772128060264,1490747.5
23,YdcN-18,ydcn + M9,1490732,1490763,4.49,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_2,-3.109126984126984,1490747.5
24,YdcN-18,ydcn + M9,1490732,1490763,4.49,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_1,-0.046,1490747.5
25,YdcN-19,ydcn + M9,1506081,1506113,1344.75,"b1434,b1433","ydcN,ydcO",ydcN,-0.1378026070763501,1506097.0
26,YdcN-19,ydcn + M9,1506081,1506113,1344.75,"b1434,b1433","ydcN,ydcO",ydcO,-0.01445578231292517,1506097.0
27,YdcN-20,ydcn + M9,1610715,1610737,4.79,b1521,uxaB,uxaB,-0.03168044077134986,1610726.0
28,YdcN-23,ydcn + M9,1741339,1741368,2.91,b1661,cfa,cfa,-0.050913838120104436,1741353.5
29,YdcN-24,ydcn + M9,1746881,1746926,4.03,"b1667,b1668","ydhR,ydhS",ydhR,0.6683006535947712,1746903.5
30,YdcN-24,ydcn + M9,1746881,1746926,4.03,"b1667,b1668","ydhR,ydhS",ydhS,-0.1411214953271028,1746903.5
31,YdcN-25,ydcn + M9,1805693,1805723,13.97,b1722,ydiY,ydiY,0.49407114624505927,1805708.0
32,YdcN-26,ydcn + M9,2180849,2180879,5.57,"b2099,b2100","yegU,yegV",yegU,0.7661691542288557,2180864.0
33,YdcN-26,ydcn + M9,2180849,2180879,5.57,"b2099,b2100","yegU,yegV",yegV,-0.2391304347826087,2180864.0
34,YdcN-29,ydcn + M9,2563379,2563424,16.86,"b2448,b2449","yffQ,yffR",yffQ,-0.5013227513227513,2563401.5
35,YdcN-29,ydcn + M9,2563379,2563424,16.86,"b2448,b2449","yffQ,yffR",yffR,-1.4694656488549618,2563401.5
36,YdcN-32,ydcn + M9,2639699,2639728,5.8,b2513,yfgM,yfgM,-0.6932367149758454,2639713.5
37,YdcN-33,ydcn + M9,2707869,2707900,3.82,"b2570,b2571","rseC,rseB",rseC,-0.17395833333333333,2707884.5
38,YdcN-33,ydcn + M9,2707869,2707900,3.82,"b2570,b2571","rseC,rseB",rseB,0.9085684430512017,2707884.5
39,YdcN-35,ydcn + M9,3038388,3038407,8.86,"b2890,b2891_2,b2891_1,b2892,b2893","lysS,prfB_2,prfB_1,recJ,dsbC",lysS,-2.1235177865612647,3038397.5
40,YdcN-35,ydcn + M9,3038388,3038407,8.86,"b2890,b2891_2,b2891_1,b2892,b2893","lysS,prfB_2,prfB_1,recJ,dsbC",prfB_2,-2.1422287390029324,3038397.5
41,YdcN-35,ydcn + M9,3038388,3038407,8.86,"b2890,b2891_2,b2891_1,b2892,b2893","lysS,prfB_2,prfB_1,recJ,dsbC",prfB_1,-28.206666666666667,3038397.5
42,YdcN-35,ydcn + M9,3038388,3038407,8.86,"b2890,b2891_2,b2891_1,b2892,b2893","lysS,prfB_2,prfB_1,recJ,dsbC",recJ,-0.16810841983852365,3038397.5
43,YdcN-35,ydcn + M9,3038388,3038407,8.86,"b2890,b2891_2,b2891_1,b2892,b2893","lysS,prfB_2,prfB_1,recJ,dsbC",dsbC,0.5970464135021097,3038397.5
44,YdcN-36,ydcn + M9,3112777,3112809,3.98,b2970,yghF,yghF,0.17432273262661954,3112793.0
45,YdcN-37,ydcn + M9,3138040,3138076,2.78,b2988,gss,gss,0.24946236559139784,3138058.0
46,YdcN-39,ydcn + M9,3207549,3207580,20.88,"b3062,b3063","ttdB,ttdT",ttdB,0.320957095709571,3207564.5
47,YdcN-39,ydcn + M9,3207549,3207580,20.88,"b3062,b3063","ttdB,ttdT",ttdT,-0.3131830601092896,3207564.5
48,YdcN-42,ydcn + M9,3376545,3376574,10.25,b3228,sspB,sspB,0.4347389558232932,3376559.5
49,YdcN-43,ydcn + M9,3377548,3377569,3.35,"b3228,b3229","sspB,sspA",sspB,-1.571285140562249,3377558.5
50,YdcN-43,ydcn + M9,3377548,3377569,3.35,"b3228,b3229","sspB,sspA",sspA,-0.2167449139280125,3377558.5
51,YdcN-44,ydcn + M9,3377557,3377575,3.54,"b3228,b3229","sspB,sspA",sspB,-1.5863453815261044,3377566.0
52,YdcN-44,ydcn + M9,3377557,3377575,3.54,"b3228,b3229","sspB,sspA",sspA,-0.22848200312989045,3377566.0
53,YdcN-45,ydcn + M9,3405717,3405748,7.44,"b3255,b3256","accB,accC",accB,0.6316348195329087,3405732.5
54,YdcN-45,ydcn + M9,3405717,3405748,7.44,"b3255,b3256","accB,accC",accC,-0.13592592592592592,3405732.5
55,YdcN-47,ydcn + M9,3708107,3708139,140.56,"b3540,b3541,b3542,b3543,b3544","dppF,dppD,dppC,dppB,dppA",dppF,-5.2288557213930345,3708123.0
56,YdcN-47,ydcn + M9,3708107,3708139,140.56,"b3540,b3541,b3542,b3543,b3544","dppF,dppD,dppC,dppB,dppA",dppD,-4.344512195121951,3708123.0
57,YdcN-47,ydcn + M9,3708107,3708139,140.56,"b3540,b3541,b3542,b3543,b3544","dppF,dppD,dppC,dppB,dppA",dppC,-3.723145071982281,3708123.0
58,YdcN-47,ydcn + M9,3708107,3708139,140.56,"b3540,b3541,b3542,b3543,b3544","dppF,dppD,dppC,dppB,dppA",dppB,-2.287254901960784,3708123.0
59,YdcN-47,ydcn + M9,3708107,3708139,140.56,"b3540,b3541,b3542,b3543,b3544","dppF,dppD,dppC,dppB,dppA",dppA,-0.2599502487562189,3708123.0
60,YdcN-48,ydcn + M9,3720000,3720024,7.2,b3556,cspA,cspA,-0.16901408450704225,3720012.0
61,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaU,-6.050279329608938,3805810.0
62,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaZ,-6.589201877934272,3805810.0
63,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaY,-6.931330472103005,3805810.0
64,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaR,-3.7472959685349068,3805810.0
65,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaO,-2.6980392156862747,3805810.0
66,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaB,-1.549074074074074,3805810.0
67,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaS,-0.7414529914529915,3805810.0
68,YdcN-49,ydcn + M9,3805789,3805831,5.02,"b3623,b3624,b3625,b3626,b3627,b3628,b3629,b3630","waaU,waaZ,waaY,waaR,waaO,waaB,waaS,waaP",waaP,0.17543859649122806,3805810.0
69,YdcN-52,ydcn + M9,4194003,4194022,10.25,"b3990,b3991,b4407,b3992,b3993","thiH,thiG,thiS,thiF,thiE",thiH,-1.8910934744268078,4194012.5
70,YdcN-52,ydcn + M9,4194003,4194022,10.25,"b3990,b3991,b4407,b3992,b3993","thiH,thiG,thiS,thiF,thiE",thiG,-1.7866407263294424,4194012.5
71,YdcN-52,ydcn + M9,4194003,4194022,10.25,"b3990,b3991,b4407,b3992,b3993","thiH,thiG,thiS,thiF,thiE",thiS,-5.848258706467662,4194012.5
72,YdcN-52,ydcn + M9,4194003,4194022,10.25,"b3990,b3991,b4407,b3992,b3993","thiH,thiG,thiS,thiF,thiE",thiF,-0.5773809523809523,4194012.5
73,YdcN-52,ydcn + M9,4194003,4194022,10.25,"b3990,b3991,b4407,b3992,b3993","thiH,thiG,thiS,thiF,thiE",thiE,0.3011006289308176,4194012.5
74,YdcN-53,ydcn + M9,4307604,4307636,11.52,b4084,alsK,alsK,0.1924731182795699,4307620.0
75,YdcN-54,ydcn + M9,4363141,4363159,4.33,b4135,yjdC,yjdC,0.2743055555555556,4363150.0
76,YdcN-55,ydcn + M9,4551493,4551504,3.12,"b4322,b4323,b4321","uxuA,uxuB,gntP",uxuA,-0.11518987341772152,4551498.5
77,YdcN-55,ydcn + M9,4551493,4551504,3.12,"b4322,b4323,b4321","uxuA,uxuB,gntP",uxuB,-0.95927446954141,4551498.5
78,YdcN-55,ydcn + M9,4551493,4551504,3.12,"b4322,b4323,b4321","uxuA,uxuB,gntP",gntP,-0.15066964285714285,4551498.5
