,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,GyrA-1,gyra + sta,10198,10227,1.49,b0010,satP,satP,0.4964726631393298,10212.5
1,GyrA-2,gyra + sta,13994,14025,0.94,"b0014,b0015","dnaK,dnaJ",dnaK,0.9637454355764214,14009.5
2,GyrA-2,gyra + sta,13994,14025,0.94,"b0014,b0015","dnaK,dnaJ",dnaJ,-0.13925729442970822,14009.5
3,GyrA-4,gyra + sta,21981,22014,0.96,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ribF,0.6279193205944799,21997.5
4,GyrA-4,gyra + sta,21981,22014,0.96,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ileS,-0.13933262335818247,21997.5
5,GyrA-4,gyra + sta,21981,22014,0.96,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",lspA,-6.4818181818181815,21997.5
6,GyrA-4,gyra + sta,21981,22014,0.96,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",fkpB,-8.505555555555556,21997.5
7,GyrA-4,gyra + sta,21981,22014,0.96,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ispH,-4.498948475289169,21997.5
8,GyrA-6,gyra + sta,26138,26166,1.08,"b0028,b0029","fkpB,ispH",fkpB,0.7266666666666667,26152.0
9,GyrA-6,gyra + sta,26138,26166,1.08,"b0028,b0029","fkpB,ispH",ispH,-0.13038906414300735,26152.0
10,GyrA-10,gyra + sta,39201,39233,1.11,"b0035,b0036,b0037,b0038","caiE,caiD,caiC,caiB",caiE,-6.50761421319797,39217.0
11,GyrA-10,gyra + sta,39201,39233,1.11,"b0035,b0036,b0037,b0038","caiE,caiD,caiC,caiB",caiD,-3.88676844783715,39217.0
12,GyrA-10,gyra + sta,39201,39233,1.11,"b0035,b0036,b0037,b0038","caiE,caiD,caiC,caiB",caiC,-0.8963963963963963,39217.0
13,GyrA-10,gyra + sta,39201,39233,1.11,"b0035,b0036,b0037,b0038","caiE,caiD,caiC,caiB",caiB,-0.08374384236453201,39217.0
14,GyrA-11,gyra + sta,66632,66659,1.11,b0061,araD,araD,-0.1372126436781609,66645.5
15,GyrA-13,gyra + sta,104363,104396,1.43,"b0094,b0095,b0096","ftsA,ftsZ,lpxC",ftsA,0.3155186064924782,104379.5
16,GyrA-13,gyra + sta,104363,104396,1.43,"b0094,b0095,b0096","ftsA,ftsZ,lpxC",ftsZ,-0.8025173611111112,104379.5
17,GyrA-13,gyra + sta,104363,104396,1.43,"b0094,b0095,b0096","ftsA,ftsZ,lpxC",lpxC,-2.3709150326797386,104379.5
18,GyrA-14,gyra + sta,106798,106829,1.58,b0096,lpxC,lpxC,0.28050108932461876,106813.5
19,GyrA-15,gyra + sta,107391,107427,1.18,"b0097,b0098,b0099","secM,secA,mutT",secM,-0.5750487329434698,107409.0
20,GyrA-15,gyra + sta,107391,107427,1.18,"b0097,b0098,b0099","secM,secA,mutT",secA,-0.32113821138211385,107409.0
21,GyrA-15,gyra + sta,107391,107427,1.18,"b0097,b0098,b0099","secM,secA,mutT",mutT,-9.317948717948719,107409.0
22,GyrA-16,gyra + sta,108610,108636,0.97,"b0098,b0099","secA,mutT",secA,0.12749445676274945,108623.0
23,GyrA-16,gyra + sta,108610,108636,0.97,"b0098,b0099","secA,mutT",mutT,-6.205128205128205,108623.0
24,GyrA-18,gyra + sta,110607,110635,0.97,"b0098,b0099","secA,mutT",secA,0.8658536585365854,110621.0
