,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,YdcI-1,ydci + ph8,17248,17276,73.83,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",nhaA,-0.19365895458440446,17262.0
1,YdcI-1,ydci + ph8,17248,17276,73.83,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",nhaR,-1.6026490066225165,17262.0
2,YdcI-1,ydci + ph8,17248,17276,73.83,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",mokC,-1.438095238095238,17262.0
3,YdcI-1,ydci + ph8,17248,17276,73.83,"b0019,b0020,b0018,b4412","nhaA,nhaR,mokC,hokC",hokC,-2.34640522875817,17262.0
4,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuO,-0.2164021164021164,84162.5
5,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuD,-7.771452145214521,84162.5
6,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuC,-2.354389721627409,84162.5
7,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuB,-2.0187728937728937,84162.5
8,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuA,-0.4029898218829516,84162.5
9,YdcI-2,ydci + ph8,84148,84177,8.3,"b0076,b0071,b0072,b0073,b0074,b0075","leuO,leuD,leuC,leuB,leuA,leuL",leuL,-5.224137931034483,84162.5
10,YdcI-3,ydci + ph8,297170,297214,3.31,b0281,intF,intF,-0.06852248394004283,297192.0
11,YdcI-4,ydci + ph8,401020,401067,12.41,"b0382,b0381","iraP,ddlA",iraP,-1.3084291187739463,401043.5
12,YdcI-4,ydci + ph8,401020,401067,12.41,"b0382,b0381","iraP,ddlA",ddlA,-0.11004566210045662,401043.5
13,YdcI-5,ydci + ph8,754656,754712,6.73,b0720,gltA,gltA,-0.16822429906542055,754684.0
14,YdcI-6,ydci + ph8,801806,801855,2.1,b0770,ybhI,ybhI,-0.038702928870292884,801830.5
15,YdcI-7,ydci + ph8,1490810,1490862,5.42,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",cybB,-0.1224105461393597,1490836.0
16,YdcI-7,ydci + ph8,1490810,1490862,5.42,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_2,-3.4603174603174605,1490836.0
17,YdcI-7,ydci + ph8,1490810,1490862,5.42,"b1418,b4493_2,b4493_1","cybB,gapC_2,gapC_1",gapC_1,-0.164,1490836.0
18,YdcI-8,ydci + ph8,1712397,1712439,10.31,b1634,dtpA,dtpA,-0.2328675981370592,1712418.0
19,YdcI-9,ydci + ph8,1908058,1908098,11.31,"b1823,b1824","cspC,yobF",cspC,-3.0619047619047617,1908078.0
20,YdcI-9,ydci + ph8,1908058,1908098,11.31,"b1823,b1824","cspC,yobF",yobF,-3.3819444444444446,1908078.0
21,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",holE,-0.26406926406926406,1925046.0
22,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",yobB,-0.5981735159817352,1925046.0
23,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",exoX,-1.6184012066365008,1925046.0
24,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",yebY,-3.91812865497076,1925046.0
25,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",yebZ,-0.5211912943871707,1925046.0
26,YdcI-10,ydci + ph8,1925023,1925069,5.52,"b1842,b1843,b1844,b1839,b1840,b1841","holE,yobB,exoX,yebY,yebZ,yobA",yobA,-0.20533333333333334,1925046.0
27,YdcI-11,ydci + ph8,2033861,2033911,3.31,"b4496_1,b4496_2,b1962,b1963","yedS_1,yedS_2,yedJ,yedR",yedS_1,-0.2473604826546003,2033886.0
28,YdcI-11,ydci + ph8,2033861,2033911,3.31,"b4496_1,b4496_2,b1962,b1963","yedS_1,yedS_2,yedJ,yedR",yedS_2,-1.5555555555555556,2033886.0
29,YdcI-11,ydci + ph8,2033861,2033911,3.31,"b4496_1,b4496_2,b1962,b1963","yedS_1,yedS_2,yedJ,yedR",yedJ,-1.1594827586206897,2033886.0
30,YdcI-11,ydci + ph8,2033861,2033911,3.31,"b4496_1,b4496_2,b1962,b1963","yedS_1,yedS_2,yedJ,yedR",yedR,-1.098360655737705,2033886.0
31,YdcI-12,ydci + ph8,2307190,2307242,12.23,b2210,mqo,mqo,-0.28051001821493626,2307216.0
32,YdcI-14,ydci + ph8,3418190,3418243,11.52,b3267,yhdV,yhdV,-0.777027027027027,3418216.5
33,YdcI-15,ydci + ph8,3777301,3777342,5.422000000000001,"b3603,b3604,b3605","lldP,lldR,lldD",lldP,-0.04619565217391304,3777321.5
34,YdcI-15,ydci + ph8,3777301,3777342,5.422000000000001,"b3603,b3604,b3605","lldP,lldR,lldD",lldR,-2.2284427284427286,3777321.5
35,YdcI-15,ydci + ph8,3777301,3777342,5.422000000000001,"b3603,b3604,b3605","lldP,lldR,lldD",lldD,-2.1028547439126783,3777321.5
36,YdcI-16,ydci + ph8,3818685,3818708,8.46,b3646,yicG,yicG,-0.28559870550161814,3818696.5
37,YdcI-17,ydci + ph8,3891567,3891617,5.31,b3710,mdtL,mdtL,-0.01870748299319728,3891592.0
38,YdcI-18,ydci + ph8,3982868,3982907,11.36,b3800,aslB,aslB,-0.05622977346278317,3982887.5
39,YdcI-19,ydci + ph8,4294383,429425,6.43,b4077,gltP,gltP,-1470.75799086758,2361904.0
40,YdcI-20,ydci + ph8,4294383,4294425,5.52,b4077,gltP,gltP,-0.0578386605783866,4294404.0
41,YdcI-21,ydci + ph8,4374513,4374545,1.36,b4145,yjeJ,yjeJ,-0.3390804597701149,4374529.0
