,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,RpoB (Cra and Crp KO exps)-1,rpob (cra and crp ko exps) + cra-ko ace,151,200,5.47,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,-0.20454545454545456,175.5
1,RpoB (Cra and Crp KO exps)-1,rpob (cra and crp ko exps) + cra-ko ace,151,200,5.47,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.06516443361753958,175.5
2,RpoB (Cra and Crp KO exps)-1,rpob (cra and crp ko exps) + cra-ko ace,151,200,5.47,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.812968917470525,175.5
3,RpoB (Cra and Crp KO exps)-1,rpob (cra and crp ko exps) + cra-ko ace,151,200,5.47,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.764180264180264,175.5
4,RpoB (Cra and Crp KO exps)-2,rpob (cra and crp ko exps) + cra-ko ace,213,259,6.43,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrL,0.7121212121212122,236.0
5,RpoB (Cra and Crp KO exps)-2,rpob (cra and crp ko exps) + cra-ko ace,213,259,6.43,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrA,-0.04060089321965083,236.0
6,RpoB (Cra and Crp KO exps)-2,rpob (cra and crp ko exps) + cra-ko ace,213,259,6.43,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrB,-2.748124330117899,236.0
7,RpoB (Cra and Crp KO exps)-2,rpob (cra and crp ko exps) + cra-ko ace,213,259,6.43,"b0001,b0002,b0003,b0004","thrL,thrA,thrB,thrC",thrC,-2.717171717171717,236.0
8,RpoB (Cra and Crp KO exps)-3,rpob (cra and crp ko exps) + cra-ko ace,16962,16975,1.74,"b0018,b4412","mokC,hokC",mokC,-0.04047619047619048,16968.5
9,RpoB (Cra and Crp KO exps)-3,rpob (cra and crp ko exps) + cra-ko ace,16962,16975,1.74,"b0018,b4412","mokC,hokC",hokC,-0.42810457516339867,16968.5
10,RpoB (Cra and Crp KO exps)-4,rpob (cra and crp ko exps) + cra-ko ace,20780,20824,1.8,"b0024,b0021,b0022","yaaY,insB1,insA",yaaY,-1.726027397260274,20802.0
11,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",yaaY,-0.7557077625570776,21014.5
12,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",ribF,-0.4156050955414013,21014.5
13,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",ileS,-0.4882854100106496,21014.5
14,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",lspA,-8.467676767676767,21014.5
15,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",fkpB,-10.69,21014.5
16,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",ispH,-5.532597266035752,21014.5
17,RpoB (Cra and Crp KO exps)-5,rpob (cra and crp ko exps) + cra-ko ace,20992,21037,3.86,"b0024,b0025,b0026,b0027,b0028,b0029,b0021,b0022,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,insB1,insA,rpsT",rpsT,0.24053030303030304,21014.5
18,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,-0.2648401826484018,21122.0
19,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,-0.30148619957537154,21122.0
20,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.4501242456514022,21122.0
21,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-8.250505050505051,21122.0
22,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-10.45111111111111,21122.0
23,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.419558359621451,21122.0
24,RpoB (Cra and Crp KO exps)-6,rpob (cra and crp ko exps) + cra-ko ace,21098,21146,5.83,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-0.16666666666666666,21122.0
25,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,-0.17579908675799086,21141.5
26,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,-0.2807855626326964,21141.5
27,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.4432019879304224,21141.5
28,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-8.21111111111111,21141.5
29,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-10.407777777777778,21141.5
30,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.399053627760252,21141.5
31,RpoB (Cra and Crp KO exps)-7,rpob (cra and crp ko exps) + cra-ko ace,21119,21164,5.92,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-0.24053030303030304,21141.5
32,RpoB (Cra and Crp KO exps)-8,rpob (cra and crp ko exps) + cra-ko ace,21461,21508,1.27,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,0.08333333333333333,21484.5
33,RpoB (Cra and Crp KO exps)-8,rpob (cra and crp ko exps) + cra-ko ace,21461,21508,1.27,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.3214412495562655,21484.5
