,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,gene,normalized_dist,binding_peak_center
0,Fis-1,fis + expo,2793,2824,1.52,"b0002,b0003,b0004","thrA,thrB,thrC",thrA,1.0038570848558668,2808.5
1,Fis-1,fis + expo,2793,2824,1.52,"b0002,b0003,b0004","thrA,thrB,thrC",thrB,0.009110396570203644,2808.5
2,Fis-1,fis + expo,2793,2824,1.52,"b0002,b0003,b0004","thrA,thrB,thrC",thrC,-0.7183372183372183,2808.5
3,Fis-2,fis + expo,7499,7530,1.33,b0007,yaaJ,yaaJ,0.3106219426974144,7514.5
4,Fis-3,fis + expo,14057,14090,1.15,"b0014,b0015","dnaK,dnaJ",dnaK,0.9971309337506521,14073.5
5,Fis-3,fis + expo,14057,14090,1.15,"b0014,b0015","dnaK,dnaJ",dnaJ,-0.08267020335985853,14073.5
6,Fis-4,fis + expo,14440,14473,1.57,b0015,dnaJ,dnaJ,0.25596816976127323,14456.5
7,Fis-5,fis + expo,18924,18954,2.43,b0020,nhaR,nhaR,0.24834437086092714,18939.0
8,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",yaaY,-0.04794520547945205,21169.5
9,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,-0.2510615711252654,21169.5
10,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.43326233581824636,21169.5
11,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-8.154545454545454,21169.5
12,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-10.345555555555556,21169.5
13,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.369610935856993,21169.5
14,Fis-7,fis + expo,21154,21185,1.97,"b0024,b0025,b0026,b0027,b0028,b0029,b0023","yaaY,ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-0.3465909090909091,21169.5
15,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",ribF,0.07749469214437367,21479.0
16,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",ileS,-0.32339368122115725,21479.0
17,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",lspA,-7.52929292929293,21479.0
18,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",fkpB,-9.657777777777778,21479.0
19,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",ispH,-5.044164037854889,21479.0
20,Fis-8,fis + expo,21461,21497,1.24,"b0025,b0026,b0027,b0028,b0029,b0023","ribF,ileS,lspA,fkpB,ispH,rpsT",rpsT,-1.518939393939394,21479.0
21,Fis-9,fis + expo,21707,21739,10.45,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ribF,0.3365180467091295,21723.0
22,Fis-9,fis + expo,21707,21739,10.45,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ileS,-0.23677671281505147,21723.0
23,Fis-9,fis + expo,21707,21739,10.45,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",lspA,-7.036363636363636,21723.0
24,Fis-9,fis + expo,21707,21739,10.45,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",fkpB,-9.115555555555556,21723.0
25,Fis-9,fis + expo,21707,21739,10.45,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ispH,-4.787592008412198,21723.0
26,Fis-10,fis + expo,21898,21928,1.32,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ribF,0.5382165605095541,21913.0
27,Fis-10,fis + expo,21898,21928,1.32,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ileS,-0.16932907348242812,21913.0
28,Fis-10,fis + expo,21898,21928,1.32,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",lspA,-6.652525252525253,21913.0
29,Fis-10,fis + expo,21898,21928,1.32,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",fkpB,-8.693333333333333,21913.0
30,Fis-10,fis + expo,21898,21928,1.32,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ispH,-4.587802313354364,21913.0
31,Fis-11,fis + expo,22339,22372,2.39,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ribF,1.0079617834394905,22355.5
32,Fis-11,fis + expo,22339,22372,2.39,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ileS,-0.012247071352502662,22355.5
33,Fis-11,fis + expo,22339,22372,2.39,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",lspA,-5.7585858585858585,22355.5
34,Fis-11,fis + expo,22339,22372,2.39,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",fkpB,-7.71,22355.5
35,Fis-11,fis + expo,22339,22372,2.39,"b0025,b0026,b0027,b0028,b0029","ribF,ileS,lspA,fkpB,ispH",ispH,-4.122502628811777,22355.5
36,Fis-12,fis + expo,22388,22420,2.88,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",ileS,0.004969826056088037,22404.0
37,Fis-12,fis + expo,22388,22420,2.88,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",lspA,-5.66060606060606,22404.0
38,Fis-12,fis + expo,22388,22420,2.88,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",fkpB,-7.602222222222222,22404.0
39,Fis-12,fis + expo,22388,22420,2.88,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",ispH,-4.071503680336488,22404.0
40,Fis-13,fis + expo,22480,22511,3.37,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",ileS,0.03745118920837771,22495.5
41,Fis-13,fis + expo,22480,22511,3.37,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",lspA,-5.475757575757576,22495.5
42,Fis-13,fis + expo,22480,22511,3.37,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",fkpB,-7.398888888888889,22495.5
43,Fis-13,fis + expo,22480,22511,3.37,"b0026,b0027,b0028,b0029","ileS,lspA,fkpB,ispH",ispH,-3.9752891692954786,22495.5
44,Fis-14,fis + expo,36060,36093,2.73,"b0035,b0036","caiE,caiD",caiE,-1.1937394247038917,36076.5
45,Fis-14,fis + expo,36060,36093,2.73,"b0035,b0036","caiE,caiD",caiD,0.10877862595419847,36076.5
46,Fis-15,fis + expo,36387,36420,2.84,"b0035,b0036,b0037","caiE,caiD,caiC",caiE,-1.7470389170896785,36403.5
47,Fis-15,fis + expo,36387,36420,2.84,"b0035,b0036,b0037","caiE,caiD,caiC",caiD,-0.30725190839694655,36403.5
48,Fis-15,fis + expo,36387,36420,2.84,"b0035,b0036,b0037","caiE,caiD,caiC",caiC,0.9140926640926641,36403.5
49,Fis-16,fis + expo,51499,51525,1.35,"b0049,b0050","apaH,apaG",apaH,-0.34400948991696323,51512.0
