,binding_width
1,34
2,29
3,33
4,34
5,52
6,28
7,31
8,21
9,37
10,34
11,38
12,5
13,34
14,38
15,35
16,39
17,32
18,33
19,33
20,29
21,41
22,31
23,36
24,32
25,41
26,48
27,41
28,26
29,32
30,17
31,39
32,29
33,6
34,25
35,34
36,34
37,29
38,35
39,32
40,33
41,28
42,13
43,34
44,35
45,32
46,39
47,29
48,33
49,31
50,34
51,31
52,34
53,28
54,21
55,29
56,36
57,28
58,34
59,23
60,30
61,32
62,33
63,38
64,33
65,36
66,39
67,39
68,29
69,38
70,30
71,49
72,34
73,43
74,26
75,27
76,33
77,31
78,33
79,27
80,41
81,35
82,32
83,48
84,35
85,34
86,42
87,33
88,36
89,30
90,37
91,27
92,29
93,43
94,36
95,25
96,30
97,30
98,34
99,30
100,29
101,25
102,33
103,32
104,31
105,35
106,37
107,36
108,31
109,31
110,34
111,18
112,13
113,21
114,28
115,33
116,42
117,27
118,31
119,31
120,29
121,33
122,34
123,25
124,22
125,29
126,30
127,34
128,33
129,42
130,37
131,31
132,33
133,35
134,40
135,35
136,29
137,39
138,33
139,24
140,41
141,33
142,28
143,35
144,22
145,39
146,39
147,37
148,40
149,32
150,35
151,26
152,28
153,32
154,36
155,41
156,32
157,36
158,52
159,31
160,34
161,44
162,34
163,31
164,31
165,28
166,35
167,26
168,31
169,31
170,25
171,24
172,37
173,28
174,26
175,25
176,46
177,41
178,38
179,36
180,31
181,35
182,29
183,13
184,17
185,14
186,34
187,29
188,30
189,31
190,27
191,32
192,28
193,36
194,36
195,34
196,34
197,36
198,30
199,31
200,31
201,24
202,11
203,38
204,33
205,31
206,36
207,25
208,38
209,34
210,35
211,10
212,25
213,3
214,37
215,28
216,33
217,38
218,39
219,27
220,35
221,38
222,38
223,25
224,32
225,30
226,28
227,39
228,32
229,34
230,29
231,28
232,37
233,35
234,35
235,30
236,32
237,35
238,33
239,41
240,31
241,33
242,33
243,23
244,39
245,39
246,30
247,34
248,36
249,32
250,34
251,31
252,38
253,31
254,30
255,35
256,32
257,18
258,30
259,28
260,39
261,33
262,31
263,36
264,17
265,26
266,34
267,38
268,32
269,34
270,30
271,42
272,31
273,33
274,38
275,36
276,36
277,31
278,5
279,29
280,34
281,39
282,17
283,28
284,29
285,25
286,31
287,30
288,36
289,32
290,33
291,36
292,20
293,10
294,37
295,42
296,33
297,25
298,29
299,28
300,33
301,21
302,27
303,29
304,38
305,29
306,38
307,27
308,39
309,29
310,31
311,27
312,37
313,32
314,34
315,36
316,35
317,32
318,36
319,31
320,35
321,31
322,26
323,49
324,42
325,27
326,36
327,25
328,30
329,33
330,39
331,31
332,36
333,26
334,45
335,26
336,39
337,28
338,37
339,12
340,32
341,8
342,23
343,36
344,35
345,36
346,33
347,28
348,32
349,20
350,27
351,13
352,35
353,35
354,36
355,31
356,37
357,32
358,40
359,43
360,30
361,36
362,39
363,28
364,34
365,35
366,36
367,20
368,35
369,31
370,30
371,37
372,29
373,31
374,30
375,42
376,57
377,30
378,50
379,27
380,34
381,35
382,36
383,37
384,36
385,48
386,24
387,36
388,46
389,26
390,34
391,24
392,33
393,36
394,29
395,27
396,34
397,31
398,32
399,30
400,31
401,31
402,29
403,36
404,38
405,31
406,40
407,40
408,35
409,37
410,33
411,40
412,33
413,31
414,32
415,35
416,35
417,40
418,30
419,33
420,38
421,35
422,34
423,30
424,49
425,33
426,38
427,38
428,33
429,30
430,37
431,28
432,34
433,31
434,29
435,51
436,23
437,36
438,41
439,24
440,29
441,29
442,35
443,35
444,34
445,36
446,31
447,39
448,31
449,33
450,32
451,30
452,32
453,28
454,34
455,30
456,33
457,35
458,33
459,37
460,28
461,32
462,34
463,36
464,29
465,33
466,38
467,31
468,39
469,34
470,42
471,33
472,32
473,40
474,30
475,33
476,35
477,37
478,34
479,32
480,29
481,36
482,31
483,13
484,39
485,25
486,30
487,35
488,33
489,30
490,36
491,28
492,34
493,37
494,40
495,26
496,37
497,29
498,28
499,34
500,31
501,36
502,38
503,31
504,28
505,35
506,39
507,35
508,35
509,35
510,32
511,32
512,32
513,31
514,36
515,32
516,40
517,31
518,25
519,31
520,35
521,45
522,3
523,37
524,31
525,27
526,36
527,32
528,3
529,36
530,40
531,22
532,35
533,32
534,27
535,27
536,31
537,26
538,23
539,29
540,31
541,46
542,34
543,15
544,52
545,33
546,29
547,30
548,51
