,binding_width
1,14
2,47
3,37
4,45
5,30
6,17
7,42
8,15
9,23
10,10
11,17
12,41
13,42
14,44
15,27
16,39
17,42
18,13
19,42
20,37
21,39
22,31
23,46
24,45
25,29
26,34
27,51
28,34
29,16
30,23
31,32
32,23
33,39
34,31
35,35
36,17
37,48
38,52
39,25
40,24
41,26
42,26
43,30
44,36
45,8
46,18
47,23
48,27
49,39
50,34
51,30
52,32
53,30
54,58
55,33
56,35
57,49
58,21
59,45
60,56
61,33
62,36
63,42
64,47
65,34
66,45
67,45
68,27
69,52
70,32
71,43
72,44
73,31
74,42
75,29
76,30
77,28
78,31
79,38
80,34
81,32
82,34
83,33
84,33
85,32
86,46
87,29
88,48
89,27
90,24
91,40
92,45
93,36
94,40
95,17
96,40
97,30
98,19
99,27
100,38
101,7
102,23
103,36
104,28
105,24
106,10
107,47
108,24
109,45
110,45
111,30
112,17
113,29
114,15
115,36
116,31
117,35
118,27
119,25
120,44
121,30
122,26
123,45
124,23
125,46
126,34
127,35
128,31
129,30
130,12
131,34
132,34
133,30
134,31
135,25
136,30
137,40
138,26
139,36
140,29
141,23
142,50
143,41
144,39
145,36
146,38
147,18
148,36
149,36
150,42
151,37
152,45
153,29
154,30
155,49
156,29
157,47
158,17
159,31
160,31
161,24
