,binding_width
1,28
2,35
3,32
4,42
5,28
6,39
7,28
8,26
9,44
10,29
11,32
12,36
13,41
14,25
15,29
16,28
17,22
18,39
19,42
20,46
21,13
22,31
23,37
24,30
25,41
26,39
27,24
28,24
29,20
30,30
31,43
32,31
33,3
34,34
35,19
36,27
37,30
38,23
39,34
40,34
41,26
42,41
43,27
44,28
45,34
46,47
47,33
48,34
49,33
50,37
51,28
52,24
53,31
54,25
55,31
56,28
57,33
58,29
59,5
60,28
61,32
62,29
63,26
64,23
65,38
66,28
67,30
68,45
69,34
70,32
71,38
72,45
73,33
74,48
75,31
76,44
77,36
78,41
79,37
80,34
81,30
82,27
83,31
84,31
85,20
86,29
87,29
88,32
89,43
90,27
91,34
92,30
93,34
94,27
95,24
96,31
97,39
98,38
99,30
100,33
101,41
102,18
103,36
104,41
105,32
106,47
107,47
108,26
109,47
110,37
111,34
112,10
113,31
114,48
115,29
116,43
117,33
118,42
119,32
120,29
121,15
122,41
123,32
124,37
125,35
126,32
127,31
128,31
129,32
130,11
131,33
132,32
133,11
134,33
135,22
136,5
137,33
138,31
139,32
140,32
141,29
142,36
143,35
144,38
145,23
146,30
147,48
148,44
149,30
150,10
151,30
152,31
153,46
154,15
155,45
156,50
157,41
158,21
159,34
160,32
161,40
162,23
163,32
164,33
165,28
166,33
167,27
168,36
169,31
170,44
171,29
172,46
173,35
174,36
175,35
176,46
177,32
178,40
179,32
180,32
181,30
182,43
183,30
184,36
185,28
186,36
187,15
188,37
189,34
190,34
191,16
192,32
193,32
194,32
195,35
196,13
197,46
198,33
199,34
200,32
201,29
202,29
203,29
204,35
205,26
206,32
207,34
208,35
209,32
210,34
211,47
212,27
213,33
214,36
215,13
216,33
217,35
218,42
219,34
220,34
221,31
222,32
223,37
224,36
225,34
226,43
227,30
228,42
229,39
230,28
231,42
232,47
233,35
234,33
235,48
236,36
237,46
238,36
239,24
240,15
241,38
242,36
243,44
244,26
245,33
246,11
247,32
248,46
249,20
250,37
251,35
252,34
253,35
254,26
255,20
256,45
257,31
258,32
259,28
260,48
261,30
262,35
263,16
264,28
265,33
266,38
267,29
268,47
269,32
270,34
271,35
272,35
273,36
274,32
275,15
276,39
277,26
278,41
279,36
280,34
281,35
282,30
283,34
284,12
285,40
286,35
287,32
288,18
289,36
290,35
291,31
292,30
293,31
294,23
295,26
296,37
297,35
298,20
299,27
300,25
301,34
302,23
303,37
304,26
305,43
306,32
307,46
308,41
309,32
310,27
311,31
312,33
313,33
314,23
315,21
316,30
317,30
318,34
319,37
320,32
321,33
322,34
323,31
324,23
325,37
326,34
327,27
328,50
329,33
330,34
331,18
332,31
333,30
334,35
335,26
336,34
337,35
338,33
339,13
340,29
341,31
342,34
343,34
344,23
345,24
346,24
347,39
348,20
349,28
350,32
351,37
352,30
353,16
354,23
355,32
356,38
357,30
358,31
359,36
360,3
361,36
362,46
363,15
364,30
365,27
366,32
367,46
368,27
369,45
370,32
371,31
372,46
373,33
374,28
375,28
376,18
377,43
378,36
379,12
380,40
381,38
382,31
383,42
384,33
385,31
386,25
387,26
388,36
389,35
390,44
391,30
392,35
393,41
394,34
395,30
396,20
397,31
398,31
399,40
400,32
401,42
402,32
403,36
404,39
405,38
406,31
407,35
408,30
409,32
410,43
411,31
412,30
413,30
414,36
415,33
416,33
417,41
418,33
419,32
420,35
421,45
422,35
423,37
424,38
425,30
426,33
427,35
428,29
429,25
430,28
431,9
432,24
433,48
434,30
435,27
436,23
437,32
438,17
439,33
440,40
441,31
442,25
443,32
444,34
445,30
446,32
447,30
448,22
449,35
450,32
451,30
452,32
453,28
454,26
455,29
456,44
457,36
458,35
459,5
460,35
461,47
462,30
463,3
464,30
465,32
466,34
467,30
468,32
469,29
470,32
471,26
472,26
473,16
474,28
475,40
476,25
477,30
478,27
479,33
480,27
481,29
482,36
483,3
484,39
485,29
486,26
487,34
488,37
489,38
490,30
491,30
492,34
493,51
494,28
495,27
496,38
497,28
498,34
499,31
500,39
501,41
502,30
503,26
504,28
505,15
506,24
507,37
508,42
509,32
510,49
511,34
512,27
513,29
514,28
515,31
516,33
517,8
518,37
519,30
520,31
521,33
522,33
523,27
524,37
525,34
526,26
527,28
528,30
529,25
530,24
531,38
532,47
533,29
534,35
535,26
536,40
537,33
538,28
539,29
540,37
541,33
542,26
543,26
544,39
545,30
546,32
547,3
548,25
549,25
550,30
551,31
552,31
553,38
554,36
555,31
556,25
557,25
558,42
559,43
560,16
561,41
562,30
563,30
564,32
565,34
566,25
567,36
568,36
569,28
570,39
571,36
572,38
573,33
574,40
575,36
576,32
577,35
578,39
579,31
580,34
581,16
582,8
583,24
584,33
585,33
586,52
587,17
588,33
589,26
590,34
591,33
592,23
593,30
594,35
595,34
596,30
597,35
598,37
599,42
600,35
601,29
602,15
603,35
604,4
605,30
606,31
607,50
608,36
609,45
610,26
611,47
612,25
613,20
614,39
615,32
616,43
617,33
618,15
619,32
620,32
621,27
622,27
623,26
624,27
625,26
626,38
627,12
628,35
629,10
630,27
631,21
632,27
633,31
634,36
635,5
636,32
637,32
638,25
639,31
640,31
641,8
642,32
643,27
644,14
645,38
646,37
647,42
648,29
649,27
650,33
651,35
652,36
653,33
654,35
655,29
656,38
657,26
658,51
659,15
660,33
661,31
662,32
663,30
664,32
665,29
666,31
667,32
668,37
669,32
670,32
671,41
672,32
673,23
674,27
675,31
676,31
677,31
678,43
679,32
680,25
681,28
682,39
683,35
684,29
685,43
686,33
687,29
688,45
689,28
690,34
691,19
692,31
693,30
694,32
695,14
696,46
697,41
698,34
699,31
700,27
701,34
702,32
703,33
704,28
705,16
706,27
707,37
708,18
709,15
710,31
711,29
712,26
713,30
714,38
715,26
716,3
717,30
718,34
719,37
720,29
721,29
722,30
723,37
724,33
725,14
726,29
727,5
728,36
729,3
730,24
731,23
732,41
733,51
734,36
735,30
736,31
737,31
738,38
739,40
740,26
741,35
742,3
743,5
744,32
745,52
746,28
747,31
748,42
749,34
750,26
751,34
752,35
753,30
754,33
755,3
756,26
757,11
758,34
759,27
760,37
761,40
762,51
763,27
764,43
765,12
766,8
767,50
768,29
769,36
770,36
771,33
772,23
773,30
774,23
775,31
776,32
777,32
778,13
779,41
780,30
781,33
782,90
783,23
784,47
785,34
786,23
787,9
788,32
789,37
790,31
791,46
792,37
793,18
794,37
795,23
796,15
797,20
798,29
799,26
800,16
801,35
802,22
803,50
804,35
805,33
806,38
807,40
808,35
809,37
810,30
811,13
812,42
813,27
814,41
815,5
816,24
817,33
818,26
819,28
820,31
821,29
822,30
823,27
824,34
825,28
826,34
827,30
828,35
829,37
830,24
831,26
832,31
833,29
834,41
835,33
836,40
837,33
838,37
839,31
840,25
841,28
842,15
843,34
844,30
845,38
846,41
847,28
848,27
849,23
850,32
851,13
852,30
853,32
854,10
855,39
856,29
857,28
858,40
859,5
860,33
861,32
862,32
863,31
864,31
865,32
866,32
867,47
868,31
869,26
870,35
871,39
872,40
873,24
874,43
875,16
876,47
877,43
878,36
879,48
880,36
881,24
882,34
883,34
884,21
885,43
886,28
887,33
888,24
889,30
890,8
891,36
892,35
893,33
894,24
895,37
896,47
897,40
898,37
899,30
900,48
901,33
902,26
903,25
904,31
905,29
906,42
907,23
908,116
909,41
910,29
911,44
912,40
913,34
914,32
915,38
916,35
917,31
918,21
919,28
920,39
921,13
922,47
923,33
924,33
925,37
926,48
927,31
928,38
929,10
930,34
931,29
932,29
933,38
934,29
935,50
936,28
937,14
938,28
939,5
940,37
941,36
942,33
943,32
944,35
945,37
946,43
947,33
948,31
949,29
950,38
951,9
952,35
