,binding_width
1,48
2,47
3,46
4,47
5,48
6,49
7,50
8,45
9,49
10,48
11,46
12,45
13,48
14,48
15,47
16,51
17,46
18,47
19,48
20,47
21,45
22,52
23,48
24,45
25,46
26,46
27,47
28,47
29,48
30,47
31,42
32,50
33,47
34,44
35,47
36,46
37,44
38,28
39,46
40,47
41,50
42,46
43,51
44,45
45,48
46,48
47,47
48,48
49,46
50,46
51,48
52,37
53,48
54,49
55,48
56,49
57,47
58,47
59,49
60,50
61,46
62,47
63,47
64,45
65,46
66,48
67,51
68,48
69,37
70,46
71,48
72,48
73,48
74,46
75,45
76,49
77,32
78,47
79,48
80,45
81,43
82,47
83,47
84,48
85,49
86,47
87,45
88,46
89,48
90,47
91,47
92,44
93,45
94,51
95,49
96,47
97,46
98,45
99,47
100,51
101,28
102,48
103,44
104,49
105,29
106,50
107,45
108,47
109,48
110,50
111,51
112,49
113,44
114,48
115,52
116,49
117,47
118,46
119,46
120,47
121,47
122,43
123,49
124,47
125,50
126,49
127,46
128,45
129,46
130,45
131,47
132,48
133,47
134,45
135,42
136,50
137,47
138,48
139,47
140,47
141,47
142,47
143,49
144,43
145,47
146,47
147,3
148,46
149,48
150,48
151,45
152,48
153,48
154,47
155,46
156,47
157,46
158,45
159,44
160,44
161,47
162,44
163,47
164,47
165,52
166,23
167,47
168,47
169,45
170,50
171,46
172,46
173,45
174,46
175,47
176,48
177,44
178,46
179,52
180,46
181,44
182,50
183,47
184,46
185,46
186,45
187,47
188,48
189,44
190,45
191,46
192,48
193,47
194,48
195,45
196,44
197,49
198,49
199,49
200,44
201,48
202,48
203,47
204,49
205,47
206,44
207,47
208,45
209,45
210,45
211,48
212,47
213,45
214,40
215,46
216,49
217,45
218,46
219,43
220,49
221,49
222,43
223,46
224,46
225,46
226,44
227,49
228,49
229,48
230,48
231,47
232,45
233,49
234,89
235,46
236,48
237,48
238,49
239,45
240,45
241,45
242,49
243,40
244,46
245,47
246,51
247,48
248,48
249,48
250,45
251,48
252,47
253,45
254,5
255,46
256,43
257,47
258,48
259,52
260,47
261,46
262,48
263,49
264,49
265,46
266,48
267,45
268,48
269,47
270,51
271,3
272,46
273,44
274,47
275,24
276,47
277,48
278,48
279,45
280,47
281,48
282,46
283,48
284,47
285,46
286,46
287,46
288,34
289,47
290,44
291,51
292,48
293,45
294,48
295,43
296,49
297,47
298,45
299,46
300,47
301,48
302,49
303,48
