,binding_width
1,51
2,22
3,11
4,54
5,49
6,48
7,51
8,46
9,47
10,52
11,49
12,16
13,49
14,47
15,47
16,47
17,53
18,47
19,48
20,49
21,49
22,47
23,29
24,52
25,49
26,46
27,44
28,48
29,18
30,52
31,50
32,47
33,42
34,57
35,47
36,33
37,50
38,39
39,48
40,51
41,55
42,50
43,48
44,19
45,49
46,52
47,48
48,74
49,51
50,51
51,49
52,45
53,48
54,53
55,51
56,39
57,26
58,40
59,30
60,37
61,48
62,19
63,40
64,49
65,49
66,48
67,47
68,32
69,47
70,51
71,49
72,37
73,51
74,47
75,36
76,51
77,40
78,47
79,50
80,40
81,50
82,51
83,51
84,49
85,45
86,42
87,47
88,50
89,53
90,46
91,50
92,32
93,30
94,51
95,39
96,51
97,52
98,29
99,49
100,24
101,50
102,50
103,49
104,51
105,31
106,51
107,49
108,50
109,47
110,50
111,35
112,49
113,52
114,52
115,47
116,30
117,51
118,42
119,49
120,48
121,49
122,49
123,51
124,50
125,49
126,43
127,27
128,44
129,48
130,47
131,38
132,50
133,51
134,53
135,51
136,35
137,29
138,50
139,27
140,48
141,15
142,50
143,50
144,48
145,46
146,48
147,50
148,48
149,19
150,50
151,51
152,49
153,49
154,51
155,26
156,51
157,49
158,52
159,49
160,44
161,52
162,40
163,48
164,52
165,50
166,53
167,50
168,44
169,48
170,49
171,42
172,47
173,45
174,38
175,49
176,50
177,51
178,48
179,51
180,52
181,48
182,50
183,52
184,50
185,49
186,50
187,49
188,51
189,52
190,50
191,49
192,52
193,49
194,33
195,47
196,51
197,58
198,18
199,51
200,49
201,52
202,53
203,48
204,49
205,42
206,49
207,49
208,52
209,50
210,47
211,48
212,52
213,46
214,55
215,50
216,33
217,48
218,42
219,47
220,50
221,49
222,50
223,46
224,50
225,51
226,41
227,48
228,4
229,13
230,51
231,37
232,50
233,50
234,22
235,54
236,22
237,9
238,50
239,43
240,51
241,41
242,50
243,30
244,34
245,37
246,56
247,4
248,33
249,45
250,48
251,52
252,49
253,52
254,43
255,57
256,52
257,50
258,50
259,51
260,53
261,50
262,21
263,51
264,49
265,50
266,48
267,47
268,6
269,51
270,30
271,49
272,31
273,52
274,49
275,81
276,46
277,40
278,38
279,38
280,52
281,51
282,48
283,38
284,49
285,47
286,50
287,49
288,49
289,40
290,19
291,51
292,51
293,51
294,29
295,50
296,51
297,50
298,51
299,51
300,15
301,34
302,49
303,51
304,16
305,47
306,51
307,56
308,49
309,51
310,50
311,49
312,51
313,52
314,37
315,31
316,48
317,51
318,48
319,28
320,8
321,55
322,36
323,49
324,51
325,48
326,47
327,47
328,46
329,48
330,48
331,52
332,48
333,51
334,50
335,51
336,46
337,51
338,52
339,53
340,51
341,48
342,54
343,47
344,49
345,52
346,51
347,50
348,51
349,44
350,49
351,52
