,binding_width
1,36
2,24
3,32
4,36
5,32
6,30
7,27
8,34
9,27
10,24
11,28
12,32
13,29
14,3
15,28
16,34
17,31
18,26
19,32
20,26
21,36
22,29
23,28
24,32
25,34
26,37
27,38
28,32
29,26
30,12
31,16
32,24
33,31
34,31
35,37
36,31
37,47
38,39
39,34
40,36
41,36
42,30
43,44
44,30
45,34
46,45
47,19
48,39
49,35
50,45
51,26
52,26
53,29
54,33
55,30
56,20
57,43
58,52
59,26
60,24
61,31
62,29
63,34
64,33
65,41
66,29
67,39
68,33
69,38
70,28
71,23
72,36
73,30
74,38
75,30
76,31
77,32
78,41
79,30
80,35
81,21
82,33
83,34
84,28
85,40
86,22
87,5
88,31
89,36
90,27
91,32
92,30
93,23
94,34
95,29
96,37
97,24
98,31
99,13
100,34
101,31
102,29
103,35
104,38
105,28
106,36
107,33
108,34
109,27
110,28
111,31
112,50
113,31
114,31
115,34
116,28
117,26
118,31
119,36
120,33
121,35
122,31
123,28
124,31
125,42
126,35
127,33
128,34
129,33
130,30
131,30
132,22
133,27
134,31
135,37
136,26
137,33
138,33
139,52
140,34
141,40
142,35
143,21
144,29
145,25
146,40
147,27
148,25
149,33
150,33
151,28
152,15
153,37
154,27
155,29
156,24
157,31
158,26
159,35
160,29
161,25
162,31
163,39
164,24
165,30
166,32
167,29
168,20
169,25
170,33
171,31
172,20
173,26
174,29
175,33
176,33
177,31
178,30
179,28
180,31
181,32
182,28
183,31
184,31
185,26
186,39
187,27
188,31
189,33
190,35
191,36
192,28
193,50
194,33
195,33
196,32
197,13
198,13
199,29
200,28
201,27
202,31
203,24
204,15
205,31
206,26
207,45
208,20
209,25
210,26
211,51
212,32
213,35
214,37
215,32
216,49
217,11
218,30
219,31
220,29
221,35
222,27
223,47
224,26
225,33
226,21
227,34
228,39
229,31
230,35
231,36
232,31
233,12
234,36
235,30
236,31
237,26
238,10
239,29
240,33
241,42
242,33
243,27
244,31
245,30
246,31
247,10
248,31
249,35
250,29
251,24
252,41
253,47
254,26
255,27
256,32
257,38
258,30
259,3
260,33
261,26
262,34
263,21
264,32
265,34
266,27
267,30
268,31
269,21
270,33
271,30
272,33
273,33
274,33
275,34
276,31
277,39
278,29
279,31
280,35
281,31
282,29
283,33
284,31
285,33
286,50
287,48
288,38
289,41
290,38
291,32
292,28
293,20
294,30
295,26
296,28
297,31
298,33
299,28
300,28
301,13
302,30
303,23
304,46
305,14
306,46
307,36
308,45
309,32
310,7
311,30
312,30
313,32
314,36
315,45
316,35
317,34
318,24
319,34
320,47
321,35
322,32
323,31
324,36
325,33
326,29
327,40
328,49
329,29
330,28
331,34
332,33
333,40
334,29
335,28
336,27
337,35
338,30
339,30
340,36
341,20
342,32
343,34
344,30
345,26
346,35
347,25
348,35
349,20
350,45
351,33
352,35
353,36
354,48
355,27
356,35
357,28
358,33
359,27
360,13
361,17
362,36
363,37
364,34
365,33
366,31
367,41
368,5
369,31
370,30
371,3
372,30
373,37
374,29
375,27
376,3
377,35
378,41
379,20
380,34
381,22
382,39
383,24
384,26
385,35
386,31
387,21
388,41
389,31
390,32
391,24
392,30
393,30
394,37
395,37
396,3
397,35
398,33
399,34
400,25
401,30
402,31
403,33
404,34
405,30
406,35
407,35
408,31
409,25
410,26
411,28
412,28
413,36
414,30
415,33
416,33
417,33
418,35
419,61
420,32
421,30
422,23
423,26
424,20
425,15
426,24
427,32
428,42
429,29
430,28
431,34
432,23
433,13
434,31
435,35
436,39
437,37
438,30
439,26
440,27
441,29
442,36
443,35
444,26
445,35
446,33
447,33
448,28
449,32
450,8
451,24
452,30
453,29
454,41
455,41
456,33
457,33
458,18
459,38
460,26
461,32
462,21
463,31
464,28
465,27
466,38
467,40
468,32
469,28
470,37
471,25
472,32
473,31
474,39
475,32
476,36
477,30
478,26
479,33
480,33
481,28
482,26
483,31
484,32
485,3
486,37
487,39
488,32
489,25
490,22
491,30
492,46
493,30
494,51
495,29
496,34
497,34
498,32
499,38
500,40
501,29
502,33
503,31
504,26
505,32
506,27
507,15
508,18
509,36
510,30
511,31
512,26
513,28
514,39
515,24
516,28
517,33
518,39
519,27
520,31
521,33
522,32
523,32
524,29
525,36
526,25
527,51
528,32
529,34
530,40
531,32
532,31
533,38
534,36
535,34
536,34
537,35
538,32
539,38
540,36
541,38
542,33
543,25
544,36
545,22
546,30
547,26
548,27
549,29
550,26
551,31
552,30
553,29
554,27
555,38
556,5
557,43
558,47
559,26
560,32
561,17
562,25
563,32
564,39
565,30
566,30
567,32
568,29
569,32
570,40
571,29
572,17
573,30
574,29
575,33
576,41
577,31
578,30
579,35
580,32
581,29
582,30
583,31
584,29
585,16
586,32
587,35
588,36
589,31
590,28
591,14
592,32
593,33
594,33
595,31
596,27
597,37
598,21
599,20
600,36
601,37
602,31
603,33
604,30
605,26
606,36
607,36
608,19
609,10
610,30
611,23
612,32
613,29
614,38
615,37
616,32
617,51
618,29
619,15
620,34
621,31
622,33
623,39
624,34
625,34
626,38
627,12
628,5
629,29
630,33
631,14
632,30
633,33
634,25
635,26
636,11
637,34
638,34
639,26
640,27
641,35
642,34
643,32
644,30
645,37
646,32
647,9
648,32
649,29
650,49
651,29
652,30
653,38
654,34
655,33
656,3
657,14
658,23
659,27
660,16
661,30
662,41
663,26
664,38
665,28
666,33
667,28
668,30
669,32
670,28
671,33
672,38
673,3
674,36
675,25
676,34
677,11
678,34
679,32
680,35
681,34
682,3
683,27
684,29
685,33
686,29
687,49
688,33
689,30
690,37
691,23
692,29
693,39
694,37
695,32
696,30
697,24
698,30
699,27
700,36
701,25
702,27
703,38
704,21
705,27
706,32
707,34
708,34
709,26
710,32
711,25
712,29
713,35
714,35
715,24
716,50
717,42
718,33
719,9
720,34
721,34
722,36
723,26
724,28
725,20
726,30
727,21
728,22
729,25
730,34
731,28
732,24
733,30
734,27
735,13
736,33
737,37
738,25
739,41
740,31
741,27
742,27
743,8
744,32
745,31
746,34
747,31
748,36
749,35
750,34
751,23
752,12
753,37
754,32
755,31
756,32
757,35
758,35
759,37
760,31
761,36
762,5
763,24
764,27
765,33
766,25
767,31
768,31
769,27
770,35
771,29
772,24
773,30
774,50
775,31
776,31
777,26
778,30
779,34
780,34
781,33
782,34
783,44
784,32
785,34
786,47
787,47
788,36
789,31
790,21
791,24
792,42
793,45
794,37
795,31
796,33
797,50
798,34
799,28
800,29
801,31
802,32
803,29
804,26
805,33
806,32
807,24
808,31
809,30
810,23
811,35
812,33
813,26
814,28
815,51
816,30
817,24
818,13
819,31
820,30
821,29
822,36
823,32
824,14
825,35
826,52
827,51
828,28
829,32
830,32
831,28
832,26
833,14
