,binding_width
1,27
2,8
3,11
4,31
5,25
6,45
7,42
8,14
9,36
10,18
11,28
12,5
13,10
14,32
15,50
16,14
17,14
18,32
19,13
20,3
21,42
22,45
23,24
24,26
25,31
26,46
27,46
28,45
29,9
30,39
31,36
32,32
33,37
34,27
35,28
36,35
37,26
38,29
39,24
40,30
41,83
42,46
43,40
44,28
45,22
46,25
47,29
48,40
49,48
50,15
51,40
52,30
53,22
54,26
55,36
56,38
57,30
58,7
59,33
60,23
61,10
62,29
63,29
64,30
65,26
66,34
67,47
68,35
69,27
70,13
71,37
72,28
73,17
74,23
75,36
76,38
77,30
78,40
79,52
80,30
81,35
82,14
83,31
84,39
85,10
86,36
87,39
88,34
89,14
90,17
91,50
92,13
93,21
94,28
95,16
96,38
97,45
98,30
99,50
100,44
101,28
102,36
103,35
104,40
105,14
106,27
107,55
108,36
109,8
110,37
111,36
112,24
113,41
114,35
115,26
116,34
117,21
118,33
119,27
120,30
121,15
122,9
123,43
124,35
125,50
126,38
127,29
128,36
129,42
130,32
131,30
132,41
133,31
134,34
135,22
136,13
137,15
138,14
139,32
140,9
141,42
142,5
143,12
144,12
145,10
146,9
147,14
148,32
149,32
150,45
151,8
152,45
153,36
154,10
155,13
156,20
157,13
158,30
159,39
160,6
161,30
162,15
163,32
164,8
165,50
166,27
167,7
168,14
169,31
170,39
171,12
172,9
173,32
174,31
175,15
176,48
177,8
178,16
179,38
180,18
181,9
182,28
183,14
184,9
185,9
186,13
187,15
188,32
189,15
190,15
191,34
192,43
193,31
194,44
195,49
196,9
197,39
198,12
199,39
200,15
201,26
202,29
203,31
204,25
205,8
206,33
207,14
208,47
209,34
210,38
211,47
212,14
213,16
214,35
215,5
216,17
217,47
218,26
219,38
220,10
221,15
222,51
223,44
224,10
225,9
226,27
227,20
228,30
229,25
230,29
231,30
232,43
233,50
234,11
235,26
236,27
237,27
238,7
239,16
240,42
241,15
242,19
243,8
244,47
245,43
246,13
247,27
248,42
249,14
250,7
251,15
252,48
253,21
254,46
255,45
256,11
257,28
258,15
259,25
260,12
261,36
262,35
263,36
264,24
265,34
266,10
267,13
268,31
269,31
270,40
271,20
272,5
273,16
274,52
275,16
276,28
277,30
278,30
279,31
280,3
281,29
282,17
283,18
284,51
285,43
286,22
287,13
288,10
289,15
290,36
291,61
292,31
293,33
294,32
295,14
296,30
297,32
298,30
299,27
300,29
301,26
302,13
303,18
304,48
305,39
306,32
307,24
308,44
309,43
310,34
311,40
312,18
313,31
314,29
315,50
316,41
317,44
318,32
319,30
320,14
321,17
322,33
323,40
324,31
325,18
326,28
327,30
328,11
329,24
330,13
331,28
332,7
333,25
334,35
335,12
336,28
337,21
338,28
339,26
340,43
341,12
342,16
343,13
344,47
345,5
346,41
347,31
348,18
349,5
350,38
351,48
352,23
353,44
354,9
355,25
356,9
357,16
358,34
359,16
360,8
361,22
362,28
363,31
364,14
365,42
366,50
367,47
368,24
369,23
370,12
371,29
372,47
373,9
374,34
375,13
376,40
377,30
378,37
379,16
380,50
381,26
382,34
383,24
384,22
385,10
386,12
387,31
388,31
389,10
390,32
391,9
392,15
393,31
394,25
395,13
396,32
397,25
398,45
399,13
