,binding_width
1,8
2,21
3,25
4,31
5,20
6,28
7,26
8,24
9,31
10,27
11,22
12,30
13,30
14,11
15,30
16,23
17,23
18,27
19,8
20,31
21,32
22,28
23,5
24,24
25,27
26,7
27,26
28,30
29,28
30,31
31,29
32,20
33,31
34,20
35,27
36,32
37,28
38,18
39,28
40,27
41,7
42,30
43,29
44,26
45,35
46,21
47,33
48,26
49,28
50,28
51,32
52,25
53,29
54,30
55,31
56,27
57,16
58,22
59,32
60,28
61,27
62,8
63,19
64,8
65,28
66,15
67,28
68,21
69,28
70,12
71,28
72,28
73,29
74,26
75,25
76,26
77,26
78,25
79,32
80,25
81,19
82,31
83,26
84,34
85,30
86,29
87,27
88,31
89,32
90,27
91,27
92,11
93,27
94,29
95,33
96,10
97,24
98,26
99,30
100,25
101,35
102,8
103,23
104,16
105,28
106,31
107,11
108,30
109,20
110,32
111,28
112,42
113,26
114,30
115,28
116,25
117,27
118,28
119,31
120,35
121,30
122,27
123,26
124,22
125,14
126,29
127,25
128,30
129,30
130,25
131,28
132,29
133,32
134,31
135,25
136,31
137,10
138,25
139,32
140,25
141,32
142,46
143,23
144,36
145,27
146,9
147,27
148,28
149,10
150,21
151,28
152,61
153,30
154,31
155,24
156,33
157,28
158,16
159,25
160,26
161,42
162,32
163,25
164,20
165,5
166,31
167,28
168,28
169,25
170,31
171,28
172,29
173,33
174,13
175,31
176,11
177,25
178,5
179,32
180,22
181,35
182,21
183,34
184,32
185,2
186,7
187,31
188,7
189,25
190,26
191,24
192,29
193,29
194,32
195,26
196,27
197,27
198,25
199,11
200,21
201,33
202,31
203,30
204,34
205,33
206,29
207,27
208,29
209,31
210,27
211,34
212,22
213,19
214,24
215,24
216,30
217,19
218,30
219,26
220,30
221,34
222,41
223,34
224,29
225,26
226,24
227,25
228,22
229,23
230,9
231,28
232,29
233,31
234,20
235,27
236,33
237,22
238,19
239,32
240,22
241,11
242,32
243,31
244,34
245,23
246,30
247,31
248,30
249,16
250,44
251,28
252,5
253,33
254,38
255,24
256,36
257,19
258,29
259,31
260,28
261,16
262,33
263,31
264,4
265,18
266,30
267,25
268,27
269,13
270,26
271,30
272,25
273,29
274,10
275,30
276,26
277,31
278,18
279,29
280,19
281,29
282,23
283,28
284,25
285,26
286,25
287,28
288,30
289,3
290,5
291,25
292,30
293,28
294,33
295,23
296,21
297,28
298,23
299,31
300,15
301,25
302,28
303,31
304,21
305,31
306,25
307,25
308,33
309,22
310,33
311,22
312,26
313,27
314,31
315,24
316,27
317,10
318,28
319,26
320,26
321,29
322,29
323,28
324,11
325,13
326,13
327,24
328,22
329,29
330,34
331,7
332,27
333,10
334,23
335,25
336,24
337,28
338,21
339,8
340,32
341,31
342,14
343,20
344,22
345,30
346,16
347,26
348,23
349,27
350,29
351,33
352,8
353,22
354,31
355,22
356,26
357,30
358,32
359,32
360,24
361,23
362,19
363,24
364,11
365,45
366,24
367,31
368,26
369,25
370,25
371,27
372,26
373,9
374,28
375,23
376,23
377,26
378,29
379,32
380,29
381,34
382,27
383,26
384,27
385,24
386,10
387,30
388,30
389,27
390,27
391,24
392,29
393,25
394,30
395,26
396,30
397,31
398,31
399,19
400,25
401,10
402,11
403,13
404,28
405,13
406,29
407,26
408,30
409,30
410,31
411,30
412,24
413,25
414,26
415,29
416,36
417,11
418,23
419,49
420,27
421,39
422,33
423,26
424,29
425,31
426,30
427,13
428,30
429,10
430,30
431,22
432,24
433,30
434,29
435,5
436,31
437,45
438,23
439,28
440,30
441,24
442,21
443,29
444,24
445,20
446,28
447,26
448,25
449,34
450,5
451,19
452,11
453,30
454,22
455,32
456,18
457,28
458,29
459,28
460,27
461,10
462,27
463,27
464,28
465,20
466,3
467,24
468,37
469,30
470,20
471,14
472,26
473,33
474,23
475,12
476,24
477,29
478,32
479,30
480,11
481,29
482,28
483,22
484,11
485,25
486,32
487,32
488,31
489,30
490,28
491,11
492,28
493,32
