,binding_width
1,27
2,21
3,32
4,24
5,15
6,33
7,37
8,13
9,7
10,50
11,25
12,24
13,18
14,28
15,49
16,15
17,23
18,30
19,8
20,14
21,41
22,26
23,7
24,18
25,33
26,23
27,23
28,28
29,12
30,10
31,15
32,31
33,34
34,18
35,33
36,20
37,25
38,35
39,37
40,31
41,32
42,30
43,35
44,8
45,20
46,22
47,32
48,45
49,45
50,33
51,23
52,28
53,32
54,28
55,23
56,20
57,18
58,29
59,8
60,27
61,28
62,20
63,28
64,26
65,25
66,19
67,26
68,28
69,40
70,23
71,32
72,25
73,25
74,19
75,20
76,23
77,24
78,19
79,26
80,38
81,33
82,41
83,33
84,18
85,34
86,31
87,32
88,25
89,26
90,26
91,27
92,14
93,20
94,25
95,10
96,29
97,31
98,8
99,25
100,30
101,31
102,21
103,10
104,23
105,46
106,14
107,15
108,24
109,28
110,23
111,33
112,28
113,22
114,44
115,11
116,49
117,23
118,30
119,17
120,22
121,26
122,26
123,24
124,15
125,31
126,10
127,15
128,18
129,19
130,21
131,22
132,24
133,28
134,23
135,43
136,28
137,29
138,11
139,31
140,38
141,48
142,29
143,44
144,30
145,34
146,34
147,9
148,28
149,27
150,30
151,29
152,24
153,25
154,46
155,20
156,14
157,5
158,43
159,33
160,33
161,15
162,26
163,15
164,42
165,30
166,30
167,24
168,37
169,27
170,13
171,5
172,29
173,29
174,19
175,23
176,26
177,19
178,28
179,27
180,14
181,27
182,24
183,30
184,39
185,39
186,31
187,10
188,31
189,45
190,25
191,25
192,21
193,26
194,13
195,30
196,13
197,33
198,15
199,26
200,34
201,52
202,31
203,30
204,24
205,25
206,33
207,22
208,34
209,30
210,32
211,17
212,27
213,9
214,12
215,13
216,45
217,46
218,45
219,21
220,31
221,28
222,27
223,19
224,34
225,36
226,5
227,22
228,32
229,20
230,34
231,22
232,30
233,33
234,31
235,31
236,20
237,39
238,32
239,26
240,32
241,26
242,26
243,13
244,28
245,27
246,19
247,36
248,27
249,37
250,21
251,33
252,26
253,35
254,25
255,27
256,23
257,33
258,3
259,25
260,16
261,33
262,29
263,23
264,29
265,24
266,31
267,23
268,30
269,33
270,30
271,23
272,21
273,25
274,27
275,23
276,23
277,22
278,28
279,46
280,29
281,33
282,30
283,27
284,20
285,21
286,7
287,27
288,29
289,31
290,31
291,18
292,29
293,28
294,40
295,25
296,30
297,26
298,30
299,30
300,15
301,14
302,32
303,19
304,26
305,27
306,29
307,26
308,25
309,25
310,35
311,37
312,30
313,26
314,24
315,26
316,32
317,18
318,25
319,36
320,12
321,19
322,25
323,31
324,29
325,26
326,24
327,32
328,39
329,18
330,23
331,29
332,26
333,30
334,40
335,23
336,31
337,25
338,21
339,21
340,26
341,30
342,43
343,26
344,33
345,32
346,52
347,13
348,26
349,24
350,29
351,25
352,33
353,48
354,23
355,26
356,40
357,25
358,33
359,26
360,23
361,25
362,20
363,29
364,26
365,26
366,27
367,5
368,28
369,23
370,13
371,32
372,27
373,25
374,51
375,26
376,33
377,2
378,15
379,10
380,24
381,32
382,49
383,18
384,34
385,31
386,30
387,32
388,24
389,29
390,25
391,19
392,9
393,45
394,39
395,25
396,24
397,14
398,28
399,25
400,28
401,35
402,25
403,22
404,12
405,23
406,14
407,29
408,32
409,32
410,9
411,31
412,14
413,25
414,25
415,26
416,33
417,25
418,11
419,29
420,28
421,33
422,24
423,30
424,31
425,11
426,37
427,25
428,5
429,37
430,31
431,14
432,25
433,28
434,11
435,6
436,19
437,16
438,16
439,34
440,30
441,32
442,12
443,16
444,30
445,20
446,20
447,33
448,48
449,38
450,35
451,23
452,27
453,36
454,34
455,31
456,20
457,21
458,30
459,35
460,16
461,25
462,25
463,23
464,22
465,31
466,52
467,12
468,9
469,21
470,37
471,31
472,43
473,19
474,25
475,22
476,26
477,32
478,28
479,27
480,22
481,31
482,22
483,24
484,23
485,44
486,32
487,30
488,30
489,19
490,5
491,25
492,26
493,45
494,41
495,36
496,26
497,34
498,32
499,5
500,28
501,24
502,19
503,19
504,27
505,27
506,21
507,3
508,25
509,42
510,30
511,28
512,37
513,24
514,24
515,24
516,8
517,10
518,36
519,28
520,8
521,45
522,35
523,19
524,28
525,28
526,32
527,14
528,5
529,26
530,26
531,22
532,33
533,28
534,24
535,20
536,3
537,27
538,29
539,36
540,22
541,43
542,35
543,24
544,27
545,13
546,22
547,13
548,30
549,31
550,28
551,29
552,31
553,25
554,15
555,32
556,50
557,32
558,70
559,31
560,19
561,36
562,28
563,15
564,11
565,28
566,33
567,12
568,32
569,23
570,47
571,33
572,15
573,14
574,23
575,39
576,30
577,25
578,29
579,24
580,42
581,17
582,45
583,31
584,8
585,41
586,13
587,21
588,47
589,29
590,34
591,30
592,31
593,33
594,36
595,32
596,29
597,11
598,32
599,13
600,32
601,14
602,5
603,41
604,32
605,32
606,30
607,25
608,29
609,33
610,31
611,8
612,40
613,29
614,13
615,5
616,26
617,12
618,29
619,27
620,32
621,30
622,35
623,41
624,14
625,11
626,41
627,9
628,8
629,37
630,28
631,35
632,32
633,32
634,9
635,38
636,14
637,13
638,8
639,31
640,13
641,32
642,9
643,24
644,48
645,11
646,28
647,31
648,13
649,11
650,27
651,25
652,10
653,44
654,5
655,39
656,28
657,14
658,25
659,30
660,32
661,11
662,12
663,33
664,27
665,39
666,21
667,27
668,32
669,44
670,8
671,28
672,31
673,34
674,30
675,27
676,23
677,28
678,35
679,32
680,42
681,29
682,36
683,45
684,7
685,36
686,29
687,32
688,32
689,33
690,31
691,35
692,30
693,15
694,33
695,31
696,52
697,40
698,39
699,26
700,34
701,31
702,35
703,26
704,25
705,32
706,34
707,31
708,13
709,28
710,25
711,25
712,17
713,32
714,28
715,36
716,25
717,28
718,40
719,25
720,28
721,27
722,26
723,38
724,34
725,36
726,26
727,8
728,27
729,15
730,15
731,15
732,10
733,10
734,29
735,9
736,32
737,31
738,28
739,42
740,23
741,32
742,30
743,27
744,30
745,32
746,30
747,30
748,35
749,22
750,13
751,13
752,30
753,32
754,31
755,29
756,33
757,25
758,33
759,28
760,31
761,15
762,33
763,34
764,23
765,27
766,29
767,17
768,30
769,39
770,3
771,32
772,27
773,16
774,13
775,30
776,23
777,38
778,39
779,33
780,13
781,24
782,23
783,33
784,15
785,26
786,34
787,8
788,35
789,29
790,32
791,28
792,29
793,29
794,31
795,33
796,29
797,26
798,35
799,14
800,29
801,10
802,12
803,15
804,46
805,46
806,45
807,13
808,37
809,31
810,34
811,34
812,37
813,3
814,32
815,32
816,31
817,24
818,20
819,31
820,38
821,27
822,27
823,30
824,13
825,29
826,41
827,21
828,24
829,25
830,33
831,28
832,11
833,31
834,33
835,14
836,24
837,42
838,9
839,12
840,39
841,32
842,37
843,13
844,17
845,32
846,33
847,32
848,5
849,31
850,23
851,15
852,28
853,16
854,31
855,29
856,30
857,27
858,33
859,11
860,28
861,10
862,14
863,31
864,37
865,31
866,24
867,42
868,33
869,14
870,28
871,32
872,30
873,37
874,33
875,15
876,13
877,33
878,29
879,27
880,28
881,32
882,9
883,32
884,26
885,30
886,48
887,24
888,35
889,31
890,32
891,25
892,33
893,30
894,32
895,29
896,26
897,8
898,30
899,32
900,31
901,33
902,29
903,30
904,30
905,50
906,29
907,25
908,29
909,23
910,26
911,28
912,16
913,22
914,34
915,31
916,40
917,22
918,23
