,binding_width
1,44
2,15
3,29
4,29
5,30
6,45
7,36
8,32
9,20
10,30
11,32
12,30
13,12
14,45
15,27
16,28
17,31
18,33
19,13
20,19
21,32
22,25
23,32
24,32
25,33
26,32
27,25
28,25
29,32
30,15
31,19
32,46
33,13
34,21
35,32
36,36
37,34
38,24
39,45
40,32
41,22
42,33
43,31
44,29
45,32
46,30
47,15
48,15
49,28
50,31
51,37
52,32
53,29
54,25
55,33
56,33
57,29
58,10
59,32
60,28
61,34
62,12
63,31
64,26
65,30
66,30
67,14
68,25
69,13
70,29
71,34
72,34
73,12
74,31
75,34
76,15
77,35
78,13
