,binding_width
1,31
2,32
3,33
4,9
5,30
6,15
7,15
8,32
9,31
10,21
11,19
12,45
13,33
14,36
15,36
16,29
17,30
18,9
19,8
20,33
21,37
22,50
23,23
24,29
25,33
26,27
27,30
28,26
29,21
30,5
31,30
32,40
33,32
34,45
35,24
36,42
37,26
38,29
39,27
40,20
41,18
42,26
43,33
44,41
45,31
46,25
47,11
48,14
49,4
50,31
51,52
52,35
53,44
54,36
55,33
56,8
57,29
58,31
59,27
60,26
61,29
62,37
63,28
64,12
65,32
66,30
67,26
68,23
69,14
70,22
71,23
72,15
73,33
74,28
75,35
76,27
77,38
78,35
79,32
80,28
81,28
82,33
83,28
84,12
85,48
86,8
87,7
88,31
89,17
90,37
91,47
92,33
93,47
94,28
95,35
96,35
97,23
98,40
99,32
100,34
101,78
102,30
103,37
104,8
105,48
106,44
107,29
108,35
109,30
110,23
111,17
112,32
113,11
114,47
115,31
116,28
117,31
118,15
119,14
120,30
121,47
122,31
123,29
124,33
125,41
126,38
127,29
128,31
129,33
130,44
131,29
132,37
133,33
134,44
135,34
136,42
137,29
138,27
139,30
140,44
141,31
142,41
143,24
144,38
145,31
146,37
147,33
148,33
149,34
150,30
151,31
152,35
153,32
154,32
155,29
156,31
157,6
158,47
159,33
160,15
161,20
162,26
163,36
164,36
165,34
166,27
167,26
168,31
169,23
170,36
171,31
172,29
173,36
174,38
175,31
176,40
177,32
178,38
179,33
180,29
181,5
182,6
183,46
184,18
185,46
186,45
187,8
188,25
189,25
190,16
191,34
192,30
193,42
194,42
195,27
196,30
197,28
198,28
199,27
200,31
201,23
202,33
203,30
204,29
205,32
206,37
207,31
208,35
209,28
210,34
211,26
212,24
213,33
214,31
215,14
216,29
217,35
218,22
219,36
220,26
221,33
222,25
223,34
224,43
225,32
226,34
227,29
228,50
229,9
230,29
231,35
232,38
233,38
234,21
235,29
236,27
237,28
238,29
239,27
240,32
241,23
242,25
243,33
244,32
245,30
246,11
247,35
248,11
249,32
250,30
251,34
252,36
253,19
254,43
255,29
256,15
257,14
258,20
259,31
260,40
261,37
262,34
263,34
264,25
265,23
266,23
267,32
268,33
269,30
270,23
271,26
272,29
273,26
274,31
275,39
276,30
277,20
278,35
279,46
280,51
281,38
282,28
283,30
284,36
285,27
286,31
287,23
288,35
289,31
290,22
291,31
292,28
293,14
294,39
295,32
296,45
297,43
298,25
299,16
300,24
301,30
302,10
303,6
304,33
305,23
306,36
307,30
308,36
309,41
310,12
311,29
312,33
313,28
314,32
315,31
316,23
317,6
318,33
319,39
320,32
321,41
322,38
323,27
324,36
325,30
326,31
327,37
328,36
329,38
330,38
331,17
332,26
333,29
334,28
335,32
336,28
337,28
338,39
339,25
340,32
341,8
342,22
343,34
344,29
345,28
346,26
347,29
348,51
349,10
350,13
351,8
352,27
353,8
354,40
355,31
356,7
357,13
358,27
359,34
360,32
361,14
362,47
363,10
364,38
365,36
366,32
367,29
368,28
369,3
370,43
371,20
372,41
373,23
374,26
375,20
376,17
377,32
378,29
379,33
380,32
381,32
382,46
383,30
384,14
385,27
386,25
387,36
388,36
389,31
390,30
391,33
392,47
393,28
394,32
395,27
396,22
397,35
398,25
399,30
400,27
401,24
402,29
403,34
404,8
405,21
406,37
407,31
408,29
409,39
410,29
411,45
412,35
413,36
414,31
415,25
416,31
417,31
418,33
419,27
420,34
421,48
422,10
423,31
424,25
425,30
426,29
427,25
428,30
429,24
430,30
431,31
432,45
433,35
434,24
435,33
436,8
437,43
438,8
439,9
440,24
441,28
442,32
443,27
444,11
445,29
446,3
447,50
448,24
449,29
450,21
451,32
452,31
453,19
454,39
455,38
456,30
457,45
458,22
459,29
460,40
461,24
462,37
463,22
464,33
465,31
466,26
467,35
468,23
469,27
470,5
471,29
472,29
473,31
474,30
475,28
476,31
477,29
478,26
479,31
480,27
481,30
482,45
483,26
484,45
485,38
486,29
487,29
488,37
489,28
490,31
491,17
492,23
493,21
494,12
495,32
496,37
497,16
498,39
499,18
500,33
501,18
502,51
503,37
504,18
505,20
506,33
507,37
508,46
509,20
510,30
511,37
512,50
513,27
514,33
515,36
516,32
517,41
518,40
519,41
520,38
521,12
522,26
523,41
524,20
525,25
526,28
527,28
528,41
529,32
530,37
531,34
532,34
533,25
534,14
