,binding_width
1,33
2,37
3,25
4,24
5,45
6,5
7,35
8,21
9,15
10,33
11,53
12,33
13,51
14,38
15,30
16,18
17,36
18,13
19,25
20,10
21,51
22,36
23,38
24,39
25,35
26,41
27,40
28,40
29,31
30,27
31,44
32,29
33,39
34,37
35,43
36,15
37,38
38,32
39,34
40,35
41,11
42,20
43,37
44,47
45,14
46,40
47,3
48,44
49,33
50,35
51,41
52,36
53,41
54,49
55,42
56,37
57,29
58,32
59,33
60,50
61,38
62,36
63,31
64,40
65,35
66,45
67,45
68,32
69,15
70,5
71,25
72,33
73,18
74,30
75,35
76,47
77,36
78,31
79,36
80,46
81,27
82,44
83,5
84,21
85,33
86,4
87,32
88,28
89,33
90,38
91,35
92,32
93,36
94,29
95,35
96,39
97,26
98,28
99,38
100,30
101,35
102,33
103,52
104,37
105,48
106,32
107,40
108,4
109,35
110,35
111,36
112,29
113,34
114,43
115,33
116,21
117,47
118,37
119,36
120,41
121,28
122,37
123,32
124,47
125,33
126,28
127,15
128,31
129,13
130,21
131,7
132,28
133,48
134,40
135,39
136,37
137,20
138,40
139,35
140,10
141,9
142,23
143,41
144,35
145,43
146,35
147,48
148,42
149,30
150,37
151,34
152,11
153,25
154,36
155,41
156,31
157,28
158,39
159,31
160,38
161,40
162,31
163,34
164,27
165,19
166,3
167,35
168,33
169,38
170,34
171,33
172,39
173,35
174,41
175,27
176,37
177,43
178,31
179,50
180,29
181,37
182,33
183,38
184,34
185,16
186,29
187,46
188,42
189,29
190,2
191,43
192,38
193,50
194,27
195,44
196,50
197,49
198,33
199,37
200,30
201,28
202,13
203,46
204,22
205,47
206,15
207,39
208,37
209,5
210,45
211,39
212,39
213,39
214,39
215,39
216,37
217,38
218,47
219,36
220,33
221,34
222,34
223,31
224,12
225,22
226,40
227,42
228,36
229,34
230,32
231,44
232,36
233,48
234,40
235,38
236,36
237,41
238,32
239,30
240,34
241,35
242,35
243,39
244,35
245,37
246,37
247,8
248,30
249,22
250,2
251,41
252,25
253,47
254,41
255,34
256,26
257,46
258,44
259,43
260,30
261,32
262,50
263,40
264,34
265,36
266,35
267,31
268,38
269,31
270,30
271,22
272,47
273,37
274,34
275,17
276,35
277,4
278,39
279,42
280,43
281,12
282,52
283,42
284,47
285,28
286,42
287,30
288,33
289,27
290,32
291,41
292,38
293,48
294,35
295,30
296,30
297,38
298,37
299,38
300,24
301,32
302,57
303,39
304,25
305,32
306,32
307,31
308,5
309,32
310,33
311,39
312,42
313,37
314,39
315,41
316,28
317,35
318,47
319,40
320,45
321,52
322,41
323,34
324,28
325,34
326,42
327,40
328,49
329,20
330,45
331,24
332,45
333,33
334,40
335,37
336,33
337,37
338,28
339,32
340,41
341,33
342,38
343,33
344,26
345,35
346,50
347,35
348,34
349,33
350,39
351,36
352,29
353,32
354,41
355,37
356,34
357,34
358,40
359,40
360,25
361,36
362,34
363,47
364,33
365,37
366,32
367,35
368,34
369,35
370,19
371,33
372,40
373,29
374,48
375,37
376,22
377,45
378,31
379,28
380,19
381,38
382,39
383,23
384,41
385,33
386,40
387,32
388,52
389,27
390,46
391,32
392,41
393,45
394,50
395,49
396,31
397,36
398,41
399,36
400,26
401,9
402,28
403,49
404,32
405,46
406,12
407,22
408,31
409,29
410,36
411,48
412,35
413,34
414,38
415,38
416,44
417,18
418,31
419,42
420,27
421,3
422,27
423,34
424,45
425,44
426,35
427,37
428,36
429,45
430,45
431,42
432,7
433,35
434,22
435,19
436,41
437,45
438,50
439,39
440,41
441,34
442,35
443,33
444,39
445,37
446,41
447,16
448,17
449,42
450,4
451,39
452,15
453,36
454,32
455,37
456,41
