,binding_width
1,32
2,32
3,33
4,32
5,32
6,33
7,31
8,32
9,32
10,32
11,32
12,32
13,34
14,32
15,32
16,33
17,34
18,32
19,32
20,41
21,32
22,32
23,32
24,31
25,31
26,32
27,32
28,33
29,32
30,32
31,32
32,32
33,32
34,32
35,32
36,32
37,32
38,32
39,32
40,32
41,33
42,32
43,33
44,32
45,32
46,32
47,32
48,32
49,24
50,32
51,32
52,32
53,34
54,32
55,32
56,32
57,32
58,33
59,34
60,33
61,31
62,33
63,33
64,34
65,32
66,32
67,32
68,33
69,31
70,32
71,33
72,32
73,32
74,33
75,32
76,32
77,32
78,32
79,31
80,32
81,33
82,32
83,32
84,32
85,32
86,32
87,32
88,33
89,32
90,31
91,32
92,32
93,32
94,32
95,30
96,32
97,32
98,32
99,32
100,33
101,31
