,binding_width
1,14
2,14
3,12
4,13
5,20
6,15
7,20
8,20
9,20
10,13
11,13
12,15
13,13
14,32
15,13
16,31
17,30
18,13
19,12
20,31
21,13
22,21
23,24
24,31
25,8
26,18
27,37
28,13
29,9
30,19
31,19
32,20
33,12
34,15
35,9
36,14
37,14
38,14
39,19
40,33
41,13
42,18
43,32
44,29
45,8
46,31
47,13
48,13
49,14
50,15
51,14
52,19
53,12
54,10
55,20
56,18
57,13
58,29
59,19
60,18
61,19
62,31
63,13
64,12
65,20
66,19
67,46
68,11
69,15
70,32
71,33
72,20
73,14
74,18
75,13
76,31
77,18
78,13
79,15
80,17
81,12
82,13
83,31
84,29
85,29
86,19
87,13
88,30
89,31
90,10
91,20
92,13
93,30
94,19
95,9
96,12
97,15
98,14
99,14
100,14
101,13
102,14
103,15
104,13
105,13
106,31
107,16
108,19
109,30
110,18
111,17
112,31
113,20
114,12
115,13
116,12
117,13
118,32
119,11
120,13
121,20
122,20
123,13
124,13
125,27
126,52
127,45
128,38
129,32
130,12
131,12
132,13
133,13
134,32
135,37
136,13
137,12
138,20
139,12
140,14
141,28
142,19
143,32
144,13
145,27
146,13
147,32
148,28
149,20
150,22
151,33
152,40
153,20
154,35
155,20
156,34
157,13
158,37
159,39
160,26
161,38
162,28
163,31
164,35
165,22
166,26
167,30
168,14
169,32
170,30
171,14
172,34
173,33
174,13
175,14
176,33
177,18
178,34
179,31
180,20
181,32
182,33
183,20
