,binding_width
1,42
2,33
3,14
4,29
5,34
6,11
7,31
8,28
9,35
10,35
11,41
12,15
13,34
14,13
15,35
16,29
17,39
18,30
19,34
20,5
21,45
22,45
23,28
24,13
25,36
26,39
27,44
28,35
29,35
30,30
31,9
32,38
33,41
34,31
35,10
36,48
37,23
38,26
39,33
40,33
41,32
42,31
43,37
44,30
45,29
46,25
47,39
48,39
49,25
50,30
51,15
52,38
53,15
54,24
55,30
56,33
57,31
58,8
59,13
60,30
61,39
62,38
63,29
64,28
65,34
66,12
67,34
68,32
69,31
70,14
71,11
72,25
73,8
74,8
75,32
76,21
77,36
78,26
79,49
80,12
81,13
82,41
83,52
84,15
85,31
86,31
87,38
88,29
89,24
90,14
91,34
92,40
93,33
94,38
95,31
96,32
97,29
98,32
99,45
100,35
101,10
102,28
103,35
104,33
105,8
106,41
107,12
108,31
109,34
110,51
111,31
112,28
113,12
114,28
115,30
116,14
117,34
118,16
119,40
120,33
121,34
122,21
123,3
124,32
125,15
126,11
127,52
128,51
129,33
130,33
131,17
132,33
133,14
134,15
135,35
136,29
137,28
138,40
139,40
140,43
141,33
142,38
143,30
144,46
145,36
146,31
147,29
148,30
149,9
150,33
151,5
152,43
153,30
154,8
155,36
156,32
157,21
158,31
159,24
160,8
161,31
162,39
163,27
164,30
165,30
166,31
167,25
168,28
169,43
170,35
171,34
172,34
173,33
174,50
175,42
176,25
177,33
178,41
179,29
180,21
181,5
182,35
183,41
184,29
185,30
186,31
187,28
188,29
189,45
190,33
191,40
192,32
193,33
194,32
195,15
196,28
197,42
198,30
199,48
200,37
201,44
202,15
203,25
204,33
205,5
206,29
207,33
208,32
209,28
210,33
211,14
212,31
213,14
214,52
215,5
216,40
217,21
218,22
219,28
220,34
221,37
222,13
223,9
224,14
225,49
226,33
227,50
228,24
229,49
230,32
231,32
232,26
233,28
234,18
235,15
236,23
237,37
238,3
239,31
240,32
241,25
242,41
243,28
244,15
245,15
246,39
247,32
248,31
249,29
250,38
251,35
252,34
253,44
254,36
255,30
256,41
257,28
258,37
259,38
260,33
261,50
262,34
263,31
264,24
265,13
266,32
267,34
268,36
269,35
270,14
271,28
272,35
273,31
274,38
275,31
276,35
277,37
278,29
279,37
280,31
281,22
282,3
283,33
284,31
285,35
286,30
287,29
288,31
289,30
290,35
291,48
292,38
293,14
294,23
295,40
296,32
297,47
298,49
299,48
300,32
301,26
302,5
303,35
304,13
305,13
306,21
307,31
308,33
309,15
310,37
311,28
312,31
313,14
314,28
315,44
316,27
317,33
318,31
319,33
320,39
321,48
322,30
323,30
324,37
325,38
326,32
327,39
328,47
329,46
330,33
331,10
332,32
333,32
334,34
335,26
336,33
337,29
338,31
339,30
340,12
341,46
342,40
343,40
344,13
345,39
346,36
347,29
348,31
349,25
350,37
351,31
352,26
353,10
354,34
355,36
356,38
357,38
358,8
359,37
360,33
361,15
362,9
363,31
364,19
365,29
366,33
367,36
368,30
369,33
370,9
371,40
372,31
373,30
374,10
375,33
376,35
377,29
378,36
379,37
380,12
381,14
382,49
383,33
384,32
385,38
386,38
387,31
388,38
389,32
390,31
391,37
392,34
393,34
394,13
395,36
396,14
397,31
398,34
399,30
400,34
401,13
402,32
403,15
404,26
405,34
406,31
407,30
408,30
409,32
410,32
411,37
412,20
413,48
414,32
415,40
416,34
417,9
418,48
419,11
420,39
421,33
422,28
423,34
424,31
425,31
426,19
427,15
428,30
429,39
430,33
431,43
432,9
433,28
434,33
435,36
436,37
437,13
438,43
439,32
440,16
441,28
442,31
443,31
444,16
445,33
446,27
447,32
448,22
449,37
450,9
451,36
452,32
453,28
454,31
455,40
456,24
457,30
458,33
459,46
460,25
461,37
462,24
463,30
464,38
465,30
466,33
467,28
468,37
469,32
470,13
471,10
472,40
473,13
474,38
475,19
476,14
477,46
478,29
479,37
480,43
481,13
482,34
483,35
484,33
485,14
486,33
487,36
488,27
489,38
490,42
491,11
492,15
