,binding_width
1,32
2,29
3,5
4,42
5,14
6,12
7,30
8,30
9,39
10,40
11,41
12,9
13,9
14,41
15,40
16,33
17,30
18,38
19,39
20,47
21,47
22,44
23,23
24,25
25,34
26,18
27,35
28,28
29,29
30,28
31,25
32,35
33,33
34,44
35,30
36,45
37,28
38,30
39,33
40,38
41,30
42,34
43,34
44,24
45,39
46,24
47,40
48,41
49,36
50,33
51,23
52,25
53,31
54,47
55,35
56,30
57,30
58,12
59,43
60,24
61,31
62,15
63,34
64,26
65,35
66,36
67,25
68,10
69,43
70,25
71,37
72,8
73,39
74,34
75,27
76,33
77,29
78,33
79,27
80,32
81,28
82,31
83,29
84,31
85,26
86,37
87,20
88,44
89,38
90,14
91,34
92,17
93,36
94,6
95,42
96,3
97,40
98,36
99,30
100,31
101,28
102,29
103,28
104,31
105,33
106,28
107,28
108,32
109,32
110,31
111,11
112,16
113,45
114,38
115,26
116,32
117,28
118,40
119,40
120,38
121,20
122,32
123,29
124,26
125,25
126,30
127,30
128,30
129,38
130,31
131,33
132,27
133,34
134,29
135,32
136,38
137,40
138,38
139,33
140,30
141,27
142,33
143,46
144,27
145,36
146,38
147,42
148,32
149,35
150,34
151,8
152,13
153,34
154,50
155,13
156,36
157,22
158,41
159,50
160,38
161,33
162,31
163,25
164,34
165,28
166,30
167,5
168,34
169,5
170,35
171,21
172,10
173,14
174,32
175,32
176,36
177,22
178,37
179,33
180,37
181,38
182,45
183,30
184,36
185,44
186,13
187,33
188,35
189,32
190,31
191,29
192,38
193,29
194,32
195,30
196,35
197,32
198,38
199,31
200,37
201,28
202,39
203,32
204,30
205,34
206,46
207,31
208,12
209,26
210,44
211,33
212,28
213,29
214,34
215,31
216,5
217,45
218,5
219,28
220,29
221,33
222,32
223,50
224,26
225,33
226,42
227,31
228,32
229,25
230,34
231,26
232,29
233,31
234,38
235,33
236,37
237,6
238,33
239,40
240,29
241,21
242,30
243,31
244,42
245,38
246,32
247,33
248,50
249,32
250,36
251,28
252,39
253,32
254,32
255,9
256,27
257,31
258,32
259,32
260,33
261,46
262,28
263,30
264,35
265,31
266,22
267,29
268,39
269,62
270,28
271,32
272,32
273,33
274,39
275,32
276,10
277,38
278,44
279,32
280,29
281,31
282,30
283,36
284,31
285,34
286,32
287,27
288,40
289,26
290,38
291,33
292,30
293,35
294,15
295,25
296,33
297,31
298,32
299,46
300,33
301,19
302,29
303,5
304,27
305,32
306,43
307,33
308,28
309,30
310,23
311,33
312,35
313,42
314,26
315,30
316,25
317,35
318,32
319,27
320,33
321,27
322,35
323,45
324,35
325,32
326,15
327,15
328,22
329,32
330,36
331,32
332,38
333,45
334,36
335,27
336,15
337,37
338,29
339,29
340,32
341,32
342,32
343,32
344,32
345,45
346,32
347,35
348,47
349,21
350,32
351,33
352,31
353,32
354,48
355,40
356,26
357,38
358,32
359,30
360,27
361,13
362,32
363,33
364,38
365,31
366,33
367,5
368,39
369,31
370,29
371,43
372,15
373,30
374,31
375,40
376,32
377,32
378,52
379,28
380,31
381,34
382,32
383,12
384,29
385,30
386,30
387,37
388,24
389,30
390,8
391,24
392,41
393,43
394,39
395,31
396,27
397,16
398,28
399,36
400,31
401,32
402,29
403,3
404,25
405,5
406,40
407,36
408,23
409,27
410,32
411,36
412,28
413,33
414,36
415,30
416,26
417,23
418,38
419,46
420,47
421,37
422,39
423,31
424,5
425,47
426,39
427,30
428,39
429,24
430,38
431,26
432,29
433,26
434,41
435,37
436,33
437,31
438,39
439,15
440,33
441,31
442,30
443,38
444,34
445,33
446,36
447,38
448,31
449,38
450,44
451,31
452,34
453,28
454,37
455,33
456,35
457,31
458,40
459,31
460,30
461,24
462,27
463,38
464,30
465,29
466,35
467,5
468,38
469,29
470,35
471,44
472,41
473,36
474,34
475,23
476,11
477,34
478,33
479,30
480,30
481,26
482,15
483,25
484,30
485,52
486,8
487,5
488,33
489,11
490,81
491,50
492,31
493,35
494,41
495,34
496,3
497,38
498,39
499,29
500,27
501,37
502,18
503,32
504,36
505,29
506,5
507,38
508,31
509,28
510,30
511,43
512,32
513,26
514,8
515,41
516,29
517,26
518,25
519,31
520,37
521,33
522,45
523,34
524,20
525,39
526,40
527,30
528,51
529,23
530,30
531,35
532,51
533,37
534,8
535,4
536,38
537,27
538,25
539,41
540,37
541,26
542,36
543,28
544,32
545,16
546,32
547,20
548,33
549,38
550,9
551,40
552,13
553,46
554,46
555,44
556,27
557,29
558,12
559,32
560,33
561,35
562,31
563,16
564,30
565,24
566,25
567,32
568,29
569,34
570,32
571,30
572,33
573,32
574,30
575,43
576,30
577,35
578,35
579,34
580,13
581,31
582,31
583,29
584,32
585,30
586,20
587,26
588,45
589,33
590,42
591,31
592,39
593,42
594,24
595,38
596,29
597,36
598,36
599,29
600,36
601,14
602,37
603,34
604,7
605,5
606,7
607,15
608,37
609,33
610,5
611,38
612,30
613,33
614,24
615,29
616,27
617,34
618,29
619,28
620,38
621,35
622,18
623,31
624,40
625,20
626,31
627,36
628,52
629,25
630,39
631,5
632,42
633,31
634,31
635,30
636,9
637,21
638,12
639,28
640,28
641,37
642,13
643,30
644,41
645,32
646,33
647,39
648,29
649,22
650,39
651,41
652,33
653,28
654,26
655,23
656,30
657,35
658,32
659,35
660,39
661,25
662,30
663,33
664,35
665,38
666,29
667,32
668,33
669,28
670,32
671,33
672,28
673,31
674,27
675,32
676,22
677,27
678,39
679,26
680,30
681,30
682,35
