,binding_width
1,35
2,46
3,22
4,5
5,51
6,35
7,29
8,39
9,35
10,11
11,48
12,31
13,21
14,9
15,32
16,36
17,35
18,29
19,34
20,34
21,36
22,34
23,40
24,19
25,27
26,34
27,31
28,35
29,34
30,10
31,41
32,9
33,32
34,30
35,43
36,33
37,39
38,32
39,46
40,13
41,30
42,39
43,38
44,10
45,41
46,29
47,10
48,36
49,34
50,10
51,26
52,9
53,41
54,43
55,28
56,35
57,40
58,33
59,36
60,14
61,27
62,5
63,30
64,8
65,34
66,19
67,16
68,43
69,32
70,39
71,27
72,33
73,10
74,21
75,34
76,31
77,36
78,28
79,35
80,9
81,34
82,35
83,38
84,20
85,8
86,39
87,33
88,31
89,14
90,32
91,31
92,35
93,16
94,37
95,8
96,29
97,32
98,35
99,37
100,34
101,48
102,30
103,34
104,41
105,7
106,40
107,30
108,31
109,33
110,35
111,31
112,26
113,32
114,34
115,37
116,36
117,32
118,48
119,28
120,45
121,35
122,26
123,30
124,52
125,34
126,31
127,38
128,34
129,36
130,33
131,33
132,40
133,35
134,31
135,33
136,32
137,31
138,30
139,31
140,15
141,29
142,36
143,30
144,26
145,41
146,52
147,33
148,37
149,34
150,40
151,37
152,38
153,36
154,33
155,10
156,29
157,35
158,40
159,33
160,32
161,40
162,30
163,32
164,37
165,40
166,36
167,31
168,34
169,34
170,16
171,32
172,30
173,37
174,37
175,30
176,31
177,13
178,33
179,34
180,41
181,13
182,40
183,32
184,28
185,10
186,13
187,35
188,21
189,27
190,6
191,35
192,32
193,33
194,30
195,34
196,30
197,34
198,33
199,43
200,34
201,42
202,50
203,37
204,36
205,31
206,35
207,10
208,33
209,32
210,36
211,36
212,32
213,24
214,10
215,44
216,31
217,40
218,32
219,35
220,35
221,36
222,41
223,16
224,37
225,31
226,25
227,34
228,25
229,32
230,33
231,26
232,43
233,32
234,33
235,38
236,34
237,35
238,35
239,13
240,38
241,32
242,36
243,35
244,37
245,42
246,34
247,40
248,8
249,25
250,36
251,36
252,33
253,29
254,8
255,46
256,32
257,47
258,8
259,11
260,31
261,31
262,41
263,35
264,35
265,31
266,35
267,8
268,36
269,35
270,32
271,36
272,39
273,30
274,36
275,29
276,33
277,35
278,32
279,34
280,40
281,50
282,31
283,37
284,28
285,8
286,8
287,26
288,7
289,36
290,31
291,30
292,34
293,17
294,29
295,14
296,40
297,40
298,49
299,13
300,51
301,25
302,33
303,5
304,38
305,28
306,29
307,27
308,33
309,32
310,43
311,37
312,32
313,12
314,37
315,42
316,49
317,10
318,7
319,32
320,35
321,34
322,39
323,8
324,33
325,43
326,21
327,29
328,40
329,3
330,35
331,27
332,36
333,38
334,29
335,26
336,31
337,32
338,36
339,35
340,8
341,34
342,11
343,11
344,39
345,28
346,34
347,23
348,32
349,41
350,43
351,36
352,35
353,25
354,6
355,39
356,39
357,37
358,13
359,33
360,34
361,34
362,29
363,10
364,37
365,31
366,30
367,20
368,43
369,49
