,binding_width
1,42
2,47
3,42
4,34
5,32
6,36
7,49
8,32
9,32
10,35
11,29
12,27
13,39
14,29
15,32
16,28
17,26
18,29
19,30
20,40
21,35
22,29
23,35
24,37
25,34
26,37
27,19
28,26
29,33
30,41
31,31
32,28
33,29
34,30
35,41
36,36
37,15
38,33
39,33
40,29
41,29
42,32
43,46
44,46
45,28
46,37
47,34
48,31
49,29
50,33
51,29
52,51
53,37
54,34
55,37
56,30
57,33
58,29
59,19
60,31
61,27
62,33
63,30
64,34
65,34
66,15
67,16
68,28
69,34
70,37
71,33
72,30
73,42
74,15
75,38
76,31
77,39
78,15
79,24
80,34
81,35
82,37
83,32
84,36
85,36
86,28
87,25
88,26
89,35
90,38
91,25
92,29
93,31
94,43
95,28
96,31
97,29
98,26
99,33
100,32
101,32
102,36
103,12
104,27
105,27
106,32
107,17
