,binding_width
1,49
2,42
3,39
4,41
5,49
6,32
7,35
8,33
9,41
10,39
11,46
12,46
13,5
14,42
15,35
16,33
17,80
18,32
19,39
20,50
21,27
22,37
23,5
24,13
25,6
26,32
27,66
28,48
29,50
30,52
31,45
32,32
33,46
34,42
35,46
36,51
37,36
38,41
39,43
40,18
41,46
42,34
43,45
44,40
45,50
46,51
47,48
48,48
49,4
50,39
51,45
52,37
53,45
54,43
55,51
56,49
57,50
58,38
59,35
60,51
61,32
62,6
63,32
64,105
65,73
66,41
67,41
68,41
69,16
70,35
71,27
72,16
73,44
74,51
75,32
76,7
77,23
78,46
79,38
80,31
81,40
82,40
83,39
84,36
85,38
86,47
87,39
88,25
89,49
90,33
91,38
92,34
93,72
94,9
95,44
96,41
97,39
98,41
99,44
100,32
101,28
102,40
103,31
104,29
105,35
106,43
107,46
108,73
109,22
110,38
111,39
112,46
113,33
114,44
115,39
116,43
117,48
118,47
119,37
120,34
121,63
122,27
123,39
124,36
125,72
126,50
127,39
128,47
129,50
130,39
131,44
132,41
133,46
134,23
135,49
136,39
137,37
138,39
139,46
140,44
141,38
142,43
143,49
144,33
145,42
146,34
147,72
148,9
149,42
150,37
151,52
152,36
153,32
154,28
155,32
156,47
157,29
158,35
159,49
160,43
161,46
162,48
163,46
164,39
165,22
166,50
167,16
168,42
169,23
170,51
171,41
172,41
173,41
174,43
175,38
176,35
177,41
178,42
179,27
180,39
181,35
182,8
183,49
184,42
185,6
186,40
187,24
188,35
189,42
190,46
191,30
192,76
193,92
194,34
195,31
196,41
197,43
198,49
199,44
200,39
201,36
202,54
203,36
204,25
205,13
206,39
207,33
208,41
209,43
210,49
211,36
212,38
213,39
214,35
215,36
216,30
217,43
218,40
219,9
220,41
221,25
