,binding_width
1,29
2,29
3,32
4,33
5,21
6,16
7,14
8,34
9,37
10,29
11,30
12,15
13,12
14,13
15,36
16,11
17,35
18,26
19,30
20,30
21,24
22,44
23,34
24,12
25,31
26,35
27,13
28,22
29,32
30,33
31,15
32,9
33,33
34,41
35,26
36,25
37,25
38,33
39,25
40,32
41,16
42,31
43,44
44,13
45,28
46,13
47,10
48,30
49,40
50,10
51,38
52,29
53,12
54,21
55,38
56,36
57,33
58,24
59,33
60,7
61,9
62,14
63,15
64,31
65,38
66,31
67,33
68,25
69,36
70,31
71,21
72,30
73,28
74,10
75,35
76,32
77,25
78,32
79,34
80,34
81,21
82,41
83,31
84,33
85,9
86,27
87,37
88,46
89,26
90,25
91,21
92,25
93,22
94,35
95,44
96,28
97,31
98,29
99,37
100,31
101,21
102,27
103,34
104,34
105,30
106,31
107,30
108,12
109,21
110,10
111,39
112,33
113,36
114,28
115,32
116,24
117,32
118,13
119,31
120,15
121,30
122,36
123,30
124,14
125,32
126,36
127,48
128,34
129,25
130,15
131,36
132,36
133,27
134,21
135,17
136,43
137,32
138,13
139,38
140,38
141,27
142,30
143,13
144,34
145,46
146,40
147,46
148,45
149,34
150,31
151,27
152,30
153,35
154,38
155,15
156,29
157,28
158,32
159,22
160,26
161,31
162,42
163,26
164,34
165,26
166,17
167,8
168,32
169,52
170,27
171,33
172,34
173,24
174,34
175,30
176,27
177,86
178,31
179,37
180,26
181,16
182,24
183,33
184,15
185,17
186,37
187,15
188,22
189,42
190,28
191,37
192,39
193,31
194,33
195,40
196,18
197,46
198,16
199,23
200,32
201,33
202,31
203,39
204,28
205,13
206,22
207,39
208,35
209,31
210,31
211,17
212,28
213,15
214,21
215,9
216,16
217,34
218,31
219,14
220,32
221,34
222,33
223,41
224,43
225,35
226,35
227,38
228,26
229,38
230,31
231,33
232,17
233,27
234,30
235,32
236,30
237,33
238,33
239,23
240,32
241,34
242,13
243,44
244,36
245,33
246,34
247,9
248,32
249,30
250,40
251,9
252,42
253,45
254,23
255,20
256,33
257,24
258,26
259,14
260,15
261,28
262,33
263,14
264,26
265,13
266,15
267,38
268,30
269,31
270,34
271,31
272,40
273,17
274,5
275,33
276,27
277,35
278,28
279,33
280,30
281,34
282,33
283,30
284,37
285,13
286,31
287,28
288,29
289,31
290,33
291,42
292,35
293,35
294,25
295,36
296,46
297,33
298,46
299,33
300,36
301,26
302,7
303,33
304,30
305,22
306,12
307,14
308,3
309,34
310,25
311,9
312,35
313,7
314,26
315,33
316,15
317,30
318,36
319,33
320,34
321,31
322,32
323,13
324,15
325,28
326,36
327,42
328,25
329,33
330,21
331,30
332,28
333,36
334,18
335,34
336,23
337,28
338,33
339,30
340,33
341,33
342,38
343,11
344,34
345,39
346,35
347,31
348,29
349,50
350,8
351,34
352,36
353,34
354,45
355,10
356,28
357,11
358,14
359,33
360,32
361,27
362,30
363,34
364,32
365,38
366,29
367,32
368,37
369,28
370,24
371,32
372,32
373,31
374,11
375,14
376,27
377,30
378,28
379,12
380,31
381,20
382,38
383,34
384,29
385,29
386,39
387,30
388,21
389,31
390,50
391,14
392,42
393,30
394,38
395,9
396,29
397,32
398,21
399,37
400,19
401,39
402,33
403,12
404,32
405,32
406,42
407,32
408,14
409,41
410,10
411,24
412,25
413,15
414,38
415,40
416,32
417,28
418,37
419,39
420,26
421,10
422,31
423,33
424,32
425,28
426,29
427,33
428,5
429,10
430,21
431,30
432,34
433,32
434,23
435,33
436,13
437,33
438,31
439,30
440,40
441,30
442,38
443,34
444,36
445,38
446,37
447,27
448,28
449,7
450,32
451,28
452,37
453,29
454,26
455,32
456,11
457,33
458,9
459,32
460,12
461,41
462,15
463,32
464,31
465,33
466,34
467,32
468,13
469,9
470,26
471,31
472,27
473,31
474,38
475,39
476,28
