,binding_width
1,14
2,6
3,11
4,42
5,33
6,34
7,11
8,26
9,28
10,43
11,18
12,45
13,50
14,3
15,14
16,45
17,3
18,21
19,3
20,2
21,19
22,34
23,29
24,38
25,31
26,31
27,15
28,21
29,36
30,5
31,27
32,7
33,27
34,31
35,28
36,51
37,5
38,37
39,36
40,16
41,4
42,33
43,3
44,24
45,42
46,45
47,13
48,16
49,55
50,11
51,27
52,39
53,42
54,3
55,45
56,41
57,31
58,53
59,23
60,47
61,34
62,37
63,23
64,16
65,5
66,46
67,40
68,11
69,36
70,28
71,45
72,42
73,49
74,36
75,24
76,42
77,32
78,34
79,47
80,20
81,39
82,6
83,16
84,27
85,39
86,6
87,35
88,22
89,31
90,45
91,32
92,46
93,13
94,47
95,7
96,23
97,16
98,12
99,5
100,32
101,27
102,30
103,37
104,32
105,37
106,42
107,23
108,27
109,45
110,25
111,42
