,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,NdgR-minimal-media-1,ndgr + minimal-media,1662185,1663375,4.41,SCO1554,SCO1554,SCO1554,SCO1554,1.030502885408079,1662780.0
1,NdgR-minimal-media-2,ndgr + minimal-media,1827404,1829415,6.04,SCO1709,SCO1709,SCO1709,SCO1709,1.3624281609195403,1828409.5
2,NdgR-minimal-media-3,ndgr + minimal-media,1896843,1898738,5.04,SCO1777,SCO1777,SCO1777,SCO1777,-0.5870038064165307,1897790.5
3,NdgR-minimal-media-5,ndgr + minimal-media,3161458,3164611,4.2,SCO2909,SCO2909,SCO2909,SCO2909,8.949404761904763,3163034.5
4,NdgR-minimal-media-6,ndgr + minimal-media,3268432,3272122,4.06,SCO3004,SCO3004,SCO3004,SCO3004,-22.97037037037037,3270277.0
5,NdgR-minimal-media-7,ndgr + minimal-media,3702919,3706333,4.78,SCO3349,SCO3349,SCO3349,SCO3349,-3.3982843137254903,3704626.0
6,NdgR-minimal-media-8,ndgr + minimal-media,4578730,4584188,5.24,SCO4167,SCO4167,SCO4167,SCO4167,2.626307922272048,4581459.0
7,NdgR-minimal-media-9,ndgr + minimal-media,4600435,4603056,4.23,SCO4189,SCO4189,SCO4189,SCO4189,-17.235449735449734,4601745.5
8,NdgR-minimal-media-10,ndgr + minimal-media,5625694,5627962,3.01,SCO5177,SCO5177,SCO5177,SCO5177,1.624,5626828.0
9,NdgR-minimal-media-11,ndgr + minimal-media,5741825,5743033,3.08,SCO5276,SCO5276,SCO5276,SCO5276,1.8215962441314555,5742429.0
10,NdgR-minimal-media-12,ndgr + minimal-media,5862424,5864373,4.28,SCO5395,SCO5395,SCO5395,SCO5395,1.1474543707973104,5863398.5
11,NdgR-minimal-media-13,ndgr + minimal-media,5880856,5884347,3.32,SCO5411,SCO5411,SCO5411,SCO5411,-0.08635394456289978,5882601.5
12,NdgR-minimal-media-14,ndgr + minimal-media,6001446,6003903,3.77,SCO5509,SCO5509,SCO5509,SCO5509,-4.722936763129689,6002674.5
13,NdgR-minimal-media-15,ndgr + minimal-media,6013959,6016845,5.54,SCO5518,SCO5518,SCO5518,SCO5518,-2.7548076923076925,6015402.0
14,NdgR-minimal-media-16,ndgr + minimal-media,6048531,6053535,4.4,SCO5552,SCO5552,SCO5552,SCO5552,1.090655509065551,6051033.0
15,NdgR-minimal-media-17,ndgr + minimal-media,6059038,6060496,4.2,SCO5561,SCO5561,SCO5561,SCO5561,0.8461538461538461,6059767.0
16,NdgR-minimal-media-18,ndgr + minimal-media,6701783,6704095,3.29,SCO6104,SCO6104,SCO6104,SCO6104,1.5159817351598173,6702939.0
17,NdgR-minimal-media-19,ndgr + minimal-media,7199604,7200985,5.0,SCO6512,SCO6512,SCO6512,SCO6512,-1.0929012345679012,7200294.5
