,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,ScbR-SMM-1,scbr + SMM,3257573,3262119,1.44,SCO2994,SCO2994,SCO2994,SCO2994,3.6078147612156295,3259846.0
1,ScbR-SMM-2,scbr + SMM,911903,914508,1.51,SCO0867,SCO0867,SCO0867,SCO0867,1.79645390070922,913205.5
2,ScbR-SMM-3,scbr + SMM,5817342,5820681,1.53,SCOt55,SCOt55,SCOt55,SCOt55,-2.8866666666666667,5819011.5
3,ScbR-SMM-4,scbr + SMM,6804719,6807157,1.53,SCO6194,SCO6194,SCO6194,SCO6194,-2.2226190476190477,6805938.0
4,ScbR-SMM-5,scbr + SMM,5242797,5245644,1.54,purH,purH,purH,purH,1.4284351145038168,5244220.5
5,ScbR-SMM-6,scbr + SMM,1825674,1828688,1.55,SCO1707,SCO1707,SCO1707,SCO1707,0.976831091180867,1827181.0
6,ScbR-SMM-7,scbr + SMM,3110177,3112594,1.58,SCO2854,SCO2854,SCO2854,SCO2854,-0.4271269177126918,3111385.5
7,ScbR-SMM-8,scbr + SMM,5578568,5582018,1.58,SCO5130,SCO5130,SCO5130,SCO5130,2.871794871794872,5580293.0
8,ScbR-SMM-9,scbr + SMM,6833129,6834513,1.58,SCO6218,SCO6218,SCO6218,SCO6218,-3.1266666666666665,6833821.0
9,ScbR-SMM-10,scbr + SMM,6648232,6650312,1.59,SCO6058,SCO6058,SCO6058,SCO6058,-1.7568922305764412,6649272.0
10,ScbR-SMM-11,scbr + SMM,4064395,4067623,1.6,SCO3684,SCO3684,SCO3684,SCO3684,2.3434856175972927,4066009.0
11,ScbR-SMM-12,scbr + SMM,3879823,3882726,1.6,SCO3510,SCO3510,SCO3510,SCO3510,-2.3714859437751006,3881274.5
12,ScbR-SMM-13,scbr + SMM,5123508,5127798,1.61,SCO4698,SCO4698,SCO4698,SCO4698,2.761764705882353,5125653.0
13,ScbR-SMM-14,scbr + SMM,2505615,2508716,1.62,SCO2335,SCO2335,SCO2335,SCO2335,-0.20275590551181102,2507165.5
14,ScbR-SMM-15,scbr + SMM,6034110,6036901,1.62,SCO5540,SCO5540,SCO5540,SCO5540,0.9737709832134293,6035505.5
15,ScbR-SMM-16,scbr + SMM,4422510,4427507,1.63,SCO4024,SCO4024,SCO4024,SCO4024,2.541010498687664,4425008.5
16,ScbR-SMM-17,scbr + SMM,7250023,7252280,1.63,SCO6554,SCO6554,SCO6554,SCO6554,-1.4070121951219512,7251151.5
17,ScbR-SMM-18,scbr + SMM,7376631,7378281,1.63,SCO6643,SCO6643,SCO6643,SCO6643,-1.581981981981982,7377456.0
18,ScbR-SMM-19,scbr + SMM,2548745,2553086,1.64,SCO2378,SCO2378,SCO2378,SCO2378,-2.6082910321489003,2550915.5
19,ScbR-SMM-20,scbr + SMM,4199065,4202374,1.64,SCO3820,SCO3820,SCO3820,SCO3820,-0.22721478648820906,4200719.5
20,ScbR-SMM-21,scbr + SMM,5690442,5692530,1.64,SCO5232,SCO5232,SCO5232,SCO5232,-0.6306729264475743,5691486.0
21,ScbR-SMM-22,scbr + SMM,1606778,1611992,1.65,SCO1507,SCO1507,SCO1507,SCO1507,3.661134163208852,1609385.0
22,ScbR-SMM-23,scbr + SMM,3975853,3977896,1.65,SCO3599,SCO3599,SCO3599,SCO3599,-0.06948798328108673,3976874.5
23,ScbR-SMM-24,scbr + SMM,1909666,1912618,1.66,SCO1789,SCO1789,SCO1789,SCO1789,-1.5065738592420728,1911142.0
24,ScbR-SMM-25,scbr + SMM,4437686,4439004,1.67,SCO4046,SCO4046,SCO4046,SCO4046,1.8562091503267975,4438345.0
25,ScbR-SMM-26,scbr + SMM,6892899,6894540,1.67,SCO6267,SCO6267,SCO6267,SCO6267,1.5982456140350878,6893719.5
26,ScbR-SMM-27,scbr + SMM,3528875,3532014,1.67,SCO3217,SCO3217,SCO3217,SCO3217,0.6116327595200834,3530444.5
27,ScbR-SMM-28,scbr + SMM,5428071,5430783,1.68,SCO4987,SCO4987,SCO4987,SCO4987,-1.881720430107527,5429427.0
28,ScbR-SMM-29,scbr + SMM,5502229,5504279,1.68,SCO5063,SCO5063,SCO5063,SCO5063,-3.2023809523809526,5503254.0
29,ScbR-SMM-30,scbr + SMM,3027768,3029613,1.69,SCO2775,SCO2775,SCO2775,SCO2775,-2.032695374800638,3028690.5
30,ScbR-SMM-31,scbr + SMM,5863247,5865169,1.69,SCO5396,SCO5396,SCO5396,SCO5396,1.4930332261521972,5864208.0
31,ScbR-SMM-32,scbr + SMM,6707251,6711027,1.69,SCO6106,SCO6106,SCO6106,SCO6106,-0.46953405017921146,6709139.0
32,ScbR-SMM-33,scbr + SMM,2624959,2627602,1.7,SCO2445,SCO2445,SCO2445,SCO2445,1.6372549019607843,2626280.5
33,ScbR-SMM-34,scbr + SMM,3072503,3076396,1.7,SCO2813,SCO2813,SCO2813,SCO2813,4.390652557319224,3074449.5
34,ScbR-SMM-35,scbr + SMM,4843055,4848660,1.7,fbiC,fbiC,fbiC,fbiC,-0.8473502304147466,4845857.5
35,ScbR-SMM-36,scbr + SMM,4504892,4507879,1.71,SCO4104,SCO4104,SCO4104,SCO4104,-4.428462709284627,4506385.5
36,ScbR-SMM-37,scbr + SMM,6453031,6454893,1.71,SCO5892,SCO5892,SCO5892,SCO5892,0.6401218450826806,6453962.0
37,ScbR-SMM-38,scbr + SMM,2521881,2524542,1.72,SCOt10,SCOt10,SCOt10,SCOt10,0.8333333333333334,2523211.5
38,ScbR-SMM-39,scbr + SMM,4249756,4252252,1.73,SCO3867,SCO3867,SCO3867,SCO3867,3.084507042253521,4251004.0
39,ScbR-SMM-40,scbr + SMM,4500630,4503243,1.73,SCO4105,SCO4105,SCO4105,SCO4105,-6.076323987538941,4501936.5
40,ScbR-SMM-41,scbr + SMM,2980925,2983814,1.74,gltA,gltA,gltA,gltA,1.3089147286821705,2982369.5
41,ScbR-SMM-42,scbr + SMM,4563437,4565776,1.75,SCO4145,SCO4145,SCO4145,SCO4145,-0.9967741935483871,4564606.5
42,ScbR-SMM-43,scbr + SMM,6104887,6106780,1.75,SCO5603,SCO5603,SCO5603,SCO5603,0.5937884378843789,6105833.5
43,ScbR-SMM-44,scbr + SMM,5995701,5997642,1.76,SCO5509,SCO5509,SCO5509,SCO5509,1.7111468381564845,5996671.5
44,ScbR-SMM-45,scbr + SMM,1460340,1464612,1.77,SCO1387,SCO1387,SCO1387,SCO1387,2.9690949227373067,1462476.0
45,ScbR-SMM-46,scbr + SMM,5221754,5224306,1.78,SCO4800,SCO4800,SCO4800,SCO4800,-3.5059952038369304,5223030.0
46,ScbR-SMM-47,scbr + SMM,767754,769672,1.79,SCO0722,SCO0722,SCO0722,SCO0722,-1.8650472334682862,768713.0
47,ScbR-SMM-48,scbr + SMM,948994,950794,1.79,SCO0903,SCO0903,SCO0903,SCO0903,-2.5172413793103448,949894.0
48,ScbR-SMM-50,scbr + SMM,7030638,7032535,1.79,SCO6370,SCO6370,SCO6370,SCO6370,1.0816425120772948,7031586.5
49,ScbR-SMM-51,scbr + SMM,5800262,5802677,1.8,SCO5329,SCO5329,SCO5329,SCO5329,1.5880447585394581,5801469.5
50,ScbR-SMM-52,scbr + SMM,6326297,6328363,1.8,SCO5790,SCO5790,SCO5790,SCO5790,0.4965277777777778,6327330.0
51,ScbR-SMM-53,scbr + SMM,3249904,3251127,1.81,SCO2982,SCO2982,SCO2982,SCO2982,0.6555857078245138,3250515.5
52,ScbR-SMM-54,scbr + SMM,6482791,6487054,1.81,SCO5915,SCO5915,SCO5915,SCO5915,4.030038759689923,6484922.5
53,ScbR-SMM-55,scbr + SMM,1504857,1506963,1.82,SCO1410,SCO1410,SCO1410,SCO1410,-1.1307471264367817,1505910.0
54,ScbR-SMM-56,scbr + SMM,3168464,3172369,1.82,SCO2920,SCO2920,SCO2920,SCO2920,0.5402813299232737,3170416.5
55,ScbR-SMM-57,scbr + SMM,5824041,5826461,1.82,SCO5355,SCO5355,SCO5355,SCO5355,1.6430594900849858,5825251.0
56,ScbR-SMM-58,scbr + SMM,7392614,7394203,1.83,SCO6658,SCO6658,SCO6658,SCO6658,1.8373015873015872,7393408.5
57,ScbR-SMM-59,scbr + SMM,3320169,3323038,1.85,SCO3034,SCO3034,SCO3034,SCO3034,-2.225378787878788,3321603.5
58,ScbR-SMM-60,scbr + SMM,3366083,3367820,1.86,SCO3076,SCO3076,SCO3076,SCO3076,-5.3747346072186835,3366951.5
59,ScbR-SMM-61,scbr + SMM,2671396,2674181,1.87,SCO2481,SCO2481,SCO2481,SCO2481,-2.173076923076923,2672788.5
60,ScbR-SMM-62,scbr + SMM,3808991,3812206,1.87,SCO3451,SCO3451,SCO3451,SCO3451,-2.543269230769231,3810598.5
61,ScbR-SMM-63,scbr + SMM,5584730,5588469,1.87,SCO5138,SCO5138,SCO5138,SCO5138,-0.21413828689370484,5586599.5
62,ScbR-SMM-64,scbr + SMM,1396893,1398693,1.88,SCO1323,SCO1323,SCO1323,SCO1323,-0.8622908622908623,1397793.0
63,ScbR-SMM-65,scbr + SMM,2475964,2479969,1.88,SCO2309,SCO2309,SCO2309,SCO2309,1.1391156462585035,2477966.5
64,ScbR-SMM-66,scbr + SMM,3514360,3519021,1.88,SCO3207,SCO3207,SCO3207,SCO3207,-0.8904761904761904,3516690.5
