,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Fur-Fe-1,fur + Fe,45410,45450,12.34,BZ17_RS00780,BZ17_RS00780,BZ17_RS00780,BZ17_RS00780,-0.21022400919012063,45430.0
1,Fur-Fe-2,fur + Fe,72875,72925,3.05,BZ17_RS00885,BZ17_RS00885,BZ17_RS00885,BZ17_RS00885,-0.07015706806282722,72900.0
2,Fur-Fe-3,fur + Fe,127783,127832,15.91,BZ17_RS01120,BZ17_RS01120,BZ17_RS01120,BZ17_RS01120,-0.03340184994861254,127807.5
3,Fur-Fe-4,fur + Fe,159942,159987,3.68,BZ17_RS01270,BZ17_RS01270,BZ17_RS01270,BZ17_RS01270,0.05113122171945701,159964.5
4,Fur-Fe-5,fur + Fe,168336,168384,4.58,BZ17_RS01305,BZ17_RS01305,BZ17_RS01305,BZ17_RS01305,0.5350414468726451,168360.0
5,Fur-Fe-6,fur + Fe,194091,194120,3.68,BZ17_RS01425,BZ17_RS01425,BZ17_RS01425,BZ17_RS01425,0.44264795607077484,194105.5
6,Fur-Fe-7,fur + Fe,216416,216464,2.66,BZ17_RS01525,BZ17_RS01525,BZ17_RS01525,BZ17_RS01525,-0.070873786407767,216440.0
7,Fur-Fe-8,fur + Fe,231112,231157,9.37,BZ17_RS22200,BZ17_RS22200,BZ17_RS22200,BZ17_RS22200,0.8886255924170616,231134.5
8,Fur-Fe-9,fur + Fe,263723,263760,2.36,BZ17_RS01730,BZ17_RS01730,BZ17_RS01730,BZ17_RS01730,0.016462480857580397,263741.5
9,Fur-Fe-10,fur + Fe,274235,274271,1.97,BZ17_RS01785,BZ17_RS01785,BZ17_RS01785,BZ17_RS01785,-0.06703524533517623,274253.0
10,Fur-Fe-11,fur + Fe,296348,296390,3.69,BZ17_RS01855,BZ17_RS01855,BZ17_RS01855,BZ17_RS01855,0.5984732824427481,296369.0
11,Fur-Fe-12,fur + Fe,386906,386953,12.18,BZ17_RS02240,BZ17_RS02240,BZ17_RS02240,BZ17_RS02240,0.8274139844617092,386929.5
12,Fur-Fe-13,fur + Fe,401764,401812,29.07,BZ17_RS02325,BZ17_RS02325,BZ17_RS02325,BZ17_RS02325,-0.09731543624161074,401788.0
13,Fur-Fe-14,fur + Fe,415574,415605,5.62,BZ17_RS22235,BZ17_RS22235,BZ17_RS22235,BZ17_RS22235,-0.28672985781990523,415589.5
14,Fur-Fe-15,fur + Fe,478416,478446,5.15,BZ17_RS02655,BZ17_RS02655,BZ17_RS02655,BZ17_RS02655,0.2017167381974249,478431.0
15,Fur-Fe-16,fur + Fe,508066,508096,5.78,BZ17_RS02775,BZ17_RS02775,BZ17_RS02775,BZ17_RS02775,0.25893404124974473,508081.0
16,Fur-Fe-17,fur + Fe,519921,519951,2.85,BZ17_RS02820,BZ17_RS02820,BZ17_RS02820,BZ17_RS02820,-0.4248985115020298,519936.0
17,Fur-Fe-18,fur + Fe,557976,558006,2.74,BZ17_RS03035,BZ17_RS03035,BZ17_RS03035,BZ17_RS03035,0.7875059157595835,557991.0
18,Fur-Fe-19,fur + Fe,563104,563149,2.08,BZ17_RS03045,BZ17_RS03045,BZ17_RS03045,BZ17_RS03045,0.366566265060241,563126.5
19,Fur-Fe-20,fur + Fe,583885,583915,8.68,BZ17_RS03130,BZ17_RS03130,BZ17_RS03130,BZ17_RS03130,0.5010060362173038,583900.0
20,Fur-Fe-21,fur + Fe,616270,616300,5.03,BZ17_RS03255,BZ17_RS03255,BZ17_RS03255,BZ17_RS03255,-0.07548152004164498,616285.0
21,Fur-Fe-22,fur + Fe,642454,642505,1.92,BZ17_RS03355,BZ17_RS03355,BZ17_RS03355,BZ17_RS03355,0.19533359043578866,642479.5
22,Fur-Fe-23,fur + Fe,642473,642517,1.94,BZ17_RS03355,BZ17_RS03355,BZ17_RS03355,BZ17_RS03355,0.2013112225221751,642495.0
23,Fur-Fe-24,fur + Fe,770838,770884,3.31,BZ17_RS04145,BZ17_RS04145,BZ17_RS04145,BZ17_RS04145,0.8920454545454546,770861.0
24,Fur-Fe-25,fur + Fe,772084,772127,2.85,BZ17_RS04150,BZ17_RS04150,BZ17_RS04150,BZ17_RS04150,0.6374705420267086,772105.5
25,Fur-Fe-26,fur + Fe,778363,778409,8.88,BZ17_RS23755,BZ17_RS23755,BZ17_RS23755,BZ17_RS23755,0.3150684931506849,778386.0
26,Fur-Fe-27,fur + Fe,814105,814150,6.62,BZ17_RS04415,BZ17_RS04415,BZ17_RS04415,BZ17_RS04415,-0.3455971049457177,814127.5
