prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	10	3	19	61	2.53e-37	2.28e-36
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	10	5	19	61	1.22e-31	1.10e-30
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	10	7	19	61	1.22e-31	1.10e-30
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	10	8	19	61	5.43e-26	4.89e-25
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	9	3	8	61	9.24e-14	8.31e-13
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	9	5	8	61	2.15e-11	1.93e-10
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	9	7	8	61	2.15e-11	1.93e-10
meme.xml	1	MEME	meme.xml	2	MEME	0	0	.	.	.	7.50e-33	9	8	8	61	4.53e-09	4.08e-08
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	11	5	6	45	2.58e-09	2.32e-08
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	11	8	7	45	6.22e-09	5.60e-08
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	11	0	4	45	2.13e-07	1.91e-06
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	12	0	4	45	2.13e-07	1.91e-06
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	11	4	4	45	3.19e-06	2.87e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	12	4	4	45	3.19e-06	2.87e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	10	5	4	45	3.19e-06	2.87e-05
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	8.14e-05	12	5	4	45	3.19e-06	2.87e-05
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	1.38e-02	10	2	2	2	4.67e-07	4.20e-06
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	1.38e-02	10	6	2	2	1.87e-06	1.68e-05
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	1.38e-02	10	7	2	2	1.87e-06	1.68e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
