prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	0	0	18	39	2.28e-40	2.05e-39
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	0	4	18	39	5.77e-35	5.19e-34
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	0	5	18	39	5.77e-35	5.19e-34
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	0	8	18	39	1.41e-29	1.27e-28
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	52	3	7	39	9.41e-14	8.47e-13
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	52	5	7	39	1.15e-11	1.03e-10
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	52	7	7	39	1.15e-11	1.03e-10
meme.xml	1	MEME	meme.xml	4	MEME	0	0	.	.	.	7.75e-36	52	8	7	39	1.33e-09	1.19e-08
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	2.20e-24	3	2	12	21	6.85e-29	6.16e-28
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	2.20e-24	3	6	12	21	2.76e-25	2.48e-24
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	2.20e-24	3	7	12	21	2.76e-25	2.48e-24
meme.xml	1	MEME	meme.xml	2	MEME	1	0	.	.	.	2.20e-24	3	8	12	21	1.10e-21	9.86e-21
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	1.69e-12	22	2	7	14	5.71e-17	5.14e-16
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	1.69e-12	22	6	7	14	7.22e-15	6.50e-14
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	1.69e-12	22	7	7	14	7.22e-15	6.50e-14
meme.xml	1	MEME	meme.xml	3	MEME	0	0	.	.	.	1.69e-12	22	8	7	14	9.01e-13	8.11e-12
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
