,binding_width
1,50
2,47
3,14
4,45
5,46
6,49
7,46
8,48
9,48
10,48
11,44
12,46
13,47
14,47
15,42
16,38
17,27
18,46
19,45
20,48
21,46
22,47
23,52
24,40
25,48
26,41
27,52
28,20
29,49
30,33
31,28
32,45
33,52
34,48
35,45
36,51
37,45
38,47
39,48
40,46
41,47
42,47
43,48
44,47
45,45
46,45
47,47
48,46
49,52
50,57
51,49
52,47
53,45
54,49
55,50
56,48
57,33
58,47
59,49
60,46
61,48
62,50
63,43
64,37
65,48
66,48
67,47
68,43
69,50
70,47
71,48
72,46
73,45
74,51
75,44
76,8
77,45
78,47
79,45
80,48
81,49
82,44
83,49
84,51
85,45
86,46
87,46
88,48
89,53
90,49
91,46
92,47
93,48
94,46
95,67
96,45
97,38
98,42
99,26
100,47
101,32
102,45
103,44
104,11
105,44
106,47
107,45
108,47
109,44
110,51
111,49
112,51
113,31
114,47
115,49
116,37
117,22
118,45
119,47
120,45
121,47
122,44
123,48
124,47
125,47
126,44
127,5
128,50
129,51
130,42
131,38
132,49
133,47
134,50
135,47
136,47
137,47
138,45
139,47
140,48
141,50
142,46
143,44
144,45
145,46
146,48
147,47
148,45
149,45
150,44
151,48
152,42
153,46
154,52
155,46
156,44
157,47
158,46
159,51
160,42
161,51
162,45
163,47
164,49
165,25
166,48
167,47
168,45
169,50
170,47
171,46
172,45
173,46
174,43
175,47
176,49
177,47
178,23
179,48
180,44
181,44
182,47
183,46
184,48
185,47
186,45
187,47
188,51
189,50
190,49
191,23
192,19
193,50
194,45
195,47
196,48
197,49
198,46
199,45
200,46
201,48
202,49
203,47
204,46
205,50
206,45
207,48
208,50
209,48
210,50
211,47
212,47
213,50
214,46
215,27
216,47
217,48
218,47
219,33
220,47
221,31
222,48
223,47
224,47
225,38
226,48
227,46
228,50
229,46
230,49
231,46
232,49
233,46
234,21
235,32
236,47
237,48
238,45
239,41
240,48
241,22
242,45
243,44
244,28
245,42
246,52
247,50
248,46
249,49
250,49
251,46
252,49
253,46
254,45
255,48
256,49
257,47
258,48
259,48
260,52
261,48
262,30
263,46
264,47
265,51
266,45
267,45
268,49
269,48
270,43
271,50
272,45
273,47
274,48
275,47
276,47
277,48
278,46
279,50
280,44
281,52
282,44
283,46
284,45
285,47
286,48
287,48
288,47
289,45
290,43
291,46
292,48
293,49
294,52
295,49
296,46
297,46
298,51
299,48
300,32
301,42
302,42
303,72
304,49
305,89
306,45
307,42
308,45
309,46
310,50
311,51
312,45
313,51
314,48
315,46
316,64
317,47
318,47
319,49
320,50
321,50
322,47
323,46
324,34
325,46
326,45
327,42
328,46
329,38
330,48
331,25
332,50
333,47
334,47
335,48
336,47
337,48
338,49
339,46
340,46
341,45
342,47
343,49
344,49
345,47
346,45
347,48
348,50
349,47
350,46
351,3
352,47
353,47
354,49
355,46
356,48
357,48
358,49
359,45
360,48
361,46
362,45
363,48
364,46
365,43
366,50
367,44
368,44
369,50
370,52
371,43
372,49
373,48
374,32
375,48
376,19
377,47
378,47
379,46
380,46
381,50
382,47
383,50
384,48
385,47
386,47
387,46
388,46
389,47
390,47
391,46
392,45
393,49
394,46
395,46
396,45
397,44
398,47
399,47
400,44
401,34
402,46
403,47
404,46
405,36
406,47
407,48
408,50
409,51
410,47
411,47
412,45
413,52
414,49
415,51
416,47
417,44
418,45
419,50
420,47
421,47
422,47
423,46
424,51
425,48
426,46
427,48
428,48
429,44
430,51
431,49
432,46
433,52
434,51
435,28
436,32
437,48
438,45
439,49
440,44
441,48
442,48
443,50
444,51
445,48
446,47
447,49
448,48
449,49
450,48
451,47
452,48
453,48
454,46
455,46
456,50
457,47
458,47
459,49
460,50
461,43
462,5
463,27
464,48
465,45
466,43
467,45
468,49
469,47
470,45
471,46
472,48
473,48
474,26
475,46
476,50
477,44
478,46
479,45
480,51
481,48
482,45
483,41
484,47
485,46
486,47
487,47
488,34
489,50
490,48
491,48
492,46
493,50
494,19
495,46
496,49
497,48
498,50
499,44
500,48
501,46
502,49
503,49
504,48
505,45
506,51
507,48
508,47
509,50
510,47
511,48
512,37
513,48
514,11
515,49
516,44
517,49
518,49
519,47
520,47
521,46
522,44
523,48
524,8
525,49
526,45
527,47
528,50
529,47
530,46
531,50
532,49
533,50
534,47
535,31
536,48
537,48
538,47
539,48
540,45
541,46
542,51
543,47
544,48
545,47
546,32
547,50
548,46
549,47
550,46
551,46
552,45
553,50
554,51
555,50
556,46
557,38
558,50
559,47
560,49
561,40
562,47
563,31
564,45
565,46
566,47
567,43
568,34
569,46
570,47
571,48
572,48
573,45
574,47
575,47
576,48
577,46
578,49
579,51
580,43
581,51
582,50
583,49
584,47
585,47
586,52
587,36
588,3
589,50
590,49
591,47
592,46
593,27
594,49
595,48
596,45
597,51
598,49
599,46
600,48
601,47
602,47
603,43
604,45
605,47
606,52
607,47
608,46
609,45
610,29
611,46
612,46
613,47
614,47
615,49
616,47
617,48
618,48
619,47
620,49
621,6
622,45
623,43
624,47
625,50
626,50
627,48
628,48
629,20
630,49
631,47
632,48
633,46
634,47
635,49
636,46
637,48
638,48
639,48
640,48
641,47
642,49
643,48
644,45
645,45
646,47
647,44
648,45
649,49
650,50
651,46
652,42
653,50
654,51
655,45
656,3
657,50
658,44
659,50
660,47
661,47
662,31
663,46
664,29
665,49
666,49
667,45
668,48
669,46
670,49
671,50
672,50
673,49
674,18
675,47
676,10
677,48
678,47
679,46
680,50
681,47
682,46
683,48
684,50
685,50
686,48
687,47
688,32
689,27
690,49
691,46
692,46
693,47
694,46
695,46
696,48
697,47
698,45
699,45
700,27
701,47
702,39
703,48
704,47
705,47
706,14
707,49
708,46
709,50
710,47
711,48
712,46
713,49
714,49
715,46
716,39
717,47
718,46
719,47
720,50
721,50
722,46
723,46
724,51
725,47
726,46
727,45
728,47
729,47
730,27
731,49
732,14
733,44
734,49
735,53
736,5
737,49
738,45
739,47
740,50
741,48
742,49
743,46
744,47
745,44
746,51
747,48
748,47
749,44
750,44
751,47
752,43
753,47
754,47
755,45
756,45
757,44
758,46
759,51
760,45
761,51
762,47
763,49
764,45
765,46
766,44
767,49
768,49
769,46
770,48
771,49
772,46
773,47
774,46
775,50
776,49
777,47
778,31
779,37
780,45
781,50
782,50
783,44
784,46
785,45
786,47
787,46
788,48
789,46
790,44
791,39
792,40
793,48
794,46
795,50
796,34
797,49
798,47
799,46
800,27
801,48
802,50
803,47
804,48
805,46
806,47
807,47
808,47
809,48
810,50
811,43
812,49
813,46
814,48
815,47
816,47
817,52
818,48
819,44
820,47
821,28
822,46
823,49
824,48
825,47
826,46
827,46
828,50
829,34
830,44
831,44
832,44
833,47
834,44
835,48
836,49
837,47
838,49
839,46
840,47
841,43
842,47
843,40
844,46
845,51
846,46
847,48
848,45
849,48
850,45
851,5
852,47
853,47
854,43
855,48
856,47
857,50
858,46
859,51
860,49
861,46
862,47
863,51
864,47
865,45
866,45
867,48
868,45
869,48
870,46
871,48
872,37
873,48
874,45
875,46
876,38
877,5
878,50
879,48
880,47
881,50
882,48
883,47
884,29
885,44
886,51
887,46
888,49
889,45
890,50
891,39
892,50
893,44
894,48
895,44
896,50
897,48
898,43
899,50
900,51
901,52
902,45
903,66
904,48
905,47
906,46
907,47
908,48
909,50
910,46
911,47
912,47
913,50
914,49
