,binding_width
1,15
2,14
3,32
4,9
5,42
6,5
7,12
8,12
9,10
10,9
11,14
12,32
13,32
14,45
15,8
16,45
17,36
18,10
19,13
20,20
21,13
22,30
23,39
24,6
25,30
26,15
27,32
28,8
29,50
30,27
31,7
32,14
33,31
34,39
35,12
36,9
37,32
38,31
39,15
40,48
41,8
42,16
43,38
44,18
45,9
46,28
47,14
48,9
49,9
50,13
51,15
52,32
53,15
54,15
55,34
56,43
57,31
58,44
59,49
60,9
61,39
62,12
63,39
64,15
65,26
66,29
67,31
68,25
69,8
70,33
71,14
72,47
73,34
74,38
75,47
76,14
77,16
78,35
79,5
80,17
81,47
82,26
83,38
84,10
85,15
86,51
87,44
88,10
89,9
90,27
91,20
92,30
93,25
94,29
95,30
96,43
97,50
98,11
99,26
100,27
101,27
102,7
103,16
104,42
105,15
106,19
107,8
108,47
109,43
110,13
111,27
112,42
113,14
114,7
115,15
116,48
117,21
118,46
119,45
120,11
121,28
122,15
123,25
124,12
125,36
126,35
127,36
128,24
129,34
130,10
131,13
132,31
133,31
134,40
135,20
136,5
137,16
138,52
139,16
140,28
141,30
142,30
143,31
144,3
145,29
146,17
147,18
148,51
149,43
150,22
151,13
152,10
153,15
154,36
155,61
156,31
157,33
158,32
159,14
160,30
161,32
162,30
163,27
164,29
165,26
166,13
167,18
168,48
169,39
170,32
171,24
172,44
173,43
174,34
175,40
176,18
177,31
178,29
179,50
180,41
181,44
182,32
183,30
184,14
185,17
186,33
187,40
188,31
189,18
190,28
191,30
192,11
193,24
194,13
195,28
196,7
197,25
198,35
199,12
200,28
201,21
202,28
203,26
204,43
205,12
206,16
207,13
208,47
209,5
210,41
211,31
212,18
213,5
214,38
215,48
216,23
217,44
218,9
219,25
220,9
221,16
222,34
223,16
224,8
225,22
226,28
227,31
228,14
229,42
230,50
231,47
232,24
233,23
234,12
235,29
236,47
237,9
238,34
239,13
240,40
241,30
242,37
243,16
244,50
245,26
246,34
247,24
248,22
249,10
250,12
251,31
252,31
253,10
254,32
255,9
256,15
257,31
258,25
259,13
260,32
261,25
262,45
263,13
