,binding_width
1,18
2,38
3,44
4,22
5,34
6,43
7,38
8,31
9,30
10,35
11,5
12,38
13,15
14,28
15,46
16,31
17,44
18,26
19,36
20,42
21,30
22,31
23,30
24,28
25,30
26,8
27,30
28,13
29,43
30,41
31,14
32,11
33,37
34,32
35,47
36,10
37,30
38,39
39,37
40,31
41,32
42,31
43,34
44,20
45,34
46,39
47,32
48,31
49,30
50,45
51,41
52,27
53,47
54,26
55,17
56,40
57,26
58,47
59,39
60,38
61,39
62,30
63,25
64,31
65,31
66,27
67,30
68,36
69,31
70,30
71,28
72,11
73,25
74,13
75,32
76,35
77,29
78,33
79,41
80,30
81,33
82,32
83,45
84,32
85,33
86,29
87,12
88,18
89,12
90,30
91,31
92,43
93,20
94,46
95,31
96,32
97,94
98,45
99,9
100,15
101,28
102,37
103,32
104,49
105,31
106,37
107,30
108,43
109,29
110,42
111,41
112,31
113,25
114,28
115,37
116,35
117,34
118,29
119,46
120,16
121,28
122,34
123,28
124,44
125,36
126,29
127,24
128,25
129,20
130,37
131,14
132,47
133,34
134,20
135,45
136,33
137,40
138,11
139,38
140,33
141,30
142,32
143,33
144,39
145,31
146,31
147,29
148,33
149,16
150,40
151,32
152,32
153,26
154,26
155,36
156,32
157,26
158,15
159,31
160,8
161,45
162,13
163,32
164,32
165,32
166,30
167,37
168,29
169,33
170,33
171,53
172,32
173,38
174,31
175,37
176,29
177,31
178,26
179,13
180,25
181,29
182,35
183,36
184,34
185,30
186,50
187,44
188,45
189,22
190,47
191,4
192,29
193,44
194,23
195,46
196,33
197,38
198,35
199,26
200,27
201,48
202,30
203,38
204,47
205,36
206,36
207,33
208,38
209,39
210,38
211,25
212,29
213,35
214,69
215,48
216,15
217,41
218,35
219,45
220,28
221,24
222,49
223,33
224,43
225,34
226,33
227,14
228,13
229,31
230,8
231,34
232,31
233,20
234,39
235,45
236,34
237,29
238,33
239,37
240,19
241,42
242,13
243,14
244,31
245,30
246,30
247,33
248,31
249,35
250,26
251,24
252,35
253,36
254,31
255,11
256,30
257,36
258,32
259,30
260,18
261,37
262,23
263,42
264,25
265,33
266,41
267,31
268,43
269,11
270,34
271,17
272,12
273,14
274,32
275,45
276,14
277,46
278,44
279,14
280,47
281,26
282,23
283,31
284,34
285,34
286,27
287,38
288,36
289,29
290,35
291,35
292,38
293,33
294,35
295,34
296,21
297,22
298,51
299,32
300,28
301,46
302,40
303,23
304,22
305,13
306,30
307,37
308,32
309,34
310,33
311,28
312,29
313,18
314,39
315,33
316,32
317,25
318,9
319,26
320,11
321,40
322,33
323,33
324,27
325,30
326,30
327,41
328,35
329,41
330,27
331,31
332,33
333,29
334,36
335,46
336,51
337,42
338,31
339,51
340,41
341,30
342,39
343,18
344,13
345,30
346,43
347,36
348,42
349,35
350,33
351,40
352,41
353,32
354,50
355,27
356,49
357,124
358,51
359,41
360,39
361,33
362,11
363,39
364,30
365,40
366,31
367,26
368,42
369,36
370,37
371,7
372,47
373,45
374,34
375,21
376,29
377,16
378,32
379,37
380,32
381,32
382,29
383,34
384,37
385,45
386,41
387,28
388,15
389,46
390,36
391,27
392,24
393,35
394,34
395,26
396,35
397,35
398,29
399,49
400,37
401,47
402,35
403,30
404,38
405,42
406,15
407,6
408,35
409,29
410,9
411,32
412,25
413,17
414,30
415,22
416,29
417,37
418,26
419,31
420,35
421,38
422,40
423,28
424,37
425,39
426,37
427,41
428,29
429,40
430,33
431,23
432,40
433,31
434,25
435,39
436,32
437,28
438,33
439,36
440,22
441,47
442,27
443,22
444,35
445,51
446,25
447,30
448,33
449,39
450,37
451,31
452,33
453,25
454,25
455,34
456,27
457,29
458,29
459,50
460,31
461,23
462,36
463,33
464,34
465,32
466,42
467,37
468,39
469,36
470,11
471,26
472,35
473,14
474,18
475,24
476,31
477,33
478,37
479,36
480,31
481,35
482,29
483,34
484,27
485,32
486,44
487,20
488,35
489,35
490,37
491,21
492,39
493,23
494,33
495,34
496,35
497,35
498,28
499,67
500,35
501,10
502,28
503,25
504,28
505,29
506,27
507,17
508,39
509,32
510,32
511,45
512,25
513,30
514,35
515,14
516,36
517,25
518,33
519,30
520,24
521,31
522,33
523,36
524,30
525,26
526,34
527,32
528,24
529,34
530,36
531,28
532,8
533,35
534,33
535,26
536,48
537,6
538,33
539,28
540,32
541,36
542,31
543,47
544,21
545,44
546,7
547,44
548,30
549,34
550,17
551,33
552,45
553,31
554,24
555,27
556,28
557,35
558,37
559,31
560,37
561,35
562,25
563,43
564,47
565,30
566,26
567,27
568,32
569,26
570,43
571,29
572,34
573,31
574,30
575,36
576,40
577,32
578,25
579,36
580,40
581,8
582,28
583,30
584,26
585,17
586,16
587,19
588,31
589,31
590,29
591,30
592,34
593,30
594,40
595,43
596,34
597,26
598,30
599,52
600,31
601,28
602,26
603,35
604,34
605,19
606,29
607,31
608,31
609,23
610,31
611,31
612,32
613,25
614,28
615,8
616,30
617,34
618,41
619,33
620,11
621,24
622,30
623,37
624,43
625,30
626,3
627,34
628,38
629,39
630,51
631,37
632,36
633,38
634,32
635,34
636,31
637,34
638,30
639,37
640,28
641,34
642,33
643,22
644,28
645,26
646,3
647,26
648,31
649,33
650,33
651,37
652,64
653,7
654,23
655,29
656,31
657,16
658,22
659,10
660,31
661,29
662,34
663,12
664,49
665,47
666,32
667,26
668,32
669,36
670,25
671,34
672,33
673,25
674,30
675,42
676,18
677,42
678,33
