,binding_width
1,40
2,41
3,28
4,46
5,32
6,42
7,41
8,39
9,51
10,27
11,40
12,44
13,50
14,39
15,39
16,9
17,37
18,42
19,38
20,44
21,41
22,33
23,40
24,44
25,40
26,42
27,42
28,40
29,41
30,27
31,41
32,37
33,25
34,38
35,37
36,37
37,42
38,48
39,7
40,36
41,43
42,40
43,35
44,36
45,40
46,38
47,43
48,37
49,40
50,41
51,40
52,18
53,37
54,41
55,41
56,39
57,40
58,34
59,40
60,39
61,17
62,38
63,42
64,39
65,42
66,3
67,41
68,43
69,28
70,42
71,34
72,40
73,43
74,45
75,41
76,40
77,36
78,40
79,51
80,42
81,44
82,41
83,45
84,44
85,38
86,38
87,51
88,43
89,44
90,11
91,38
92,34
93,27
94,51
95,48
96,41
97,27
98,44
99,38
100,35
101,22
102,44
103,38
104,39
105,42
106,36
107,43
108,46
109,39
110,45
111,47
112,43
113,9
114,38
115,11
116,45
117,19
118,41
119,48
120,42
121,30
122,25
123,45
124,44
125,44
126,28
127,44
128,38
129,39
130,37
131,16
132,27
133,38
134,40
135,11
136,23
137,34
138,41
139,40
140,39
141,37
142,41
143,42
144,45
145,31
146,45
147,42
148,37
149,46
150,40
151,36
152,38
153,42
154,50
155,49
156,15
157,18
158,45
159,41
160,41
161,38
162,44
163,17
164,35
165,37
166,36
167,41
168,45
169,42
170,47
171,34
172,7
173,49
174,38
175,38
176,43
177,41
178,40
179,37
180,38
181,41
182,35
183,37
184,45
185,33
186,45
187,49
188,49
189,46
190,37
191,41
192,40
193,15
194,46
195,38
196,38
197,39
198,41
199,33
200,39
201,38
202,41
203,8
204,39
205,44
206,38
207,33
208,41
209,50
210,42
211,15
212,27
213,14
214,41
215,42
216,43
217,40
218,35
219,38
220,41
221,39
222,8
223,40
224,42
225,33
226,26
227,38
228,40
229,45
230,31
231,42
232,40
233,24
234,41
235,8
236,3
237,28
238,27
239,19
240,42
241,37
242,6
243,41
244,41
245,42
246,38
247,41
248,43
249,41
250,48
251,44
252,22
253,39
254,39
255,36
256,47
257,41
258,46
259,30
260,21
261,39
262,43
263,42
264,46
265,42
266,36
267,43
268,42
269,48
270,30
271,41
272,29
273,47
274,41
275,51
276,39
277,28
278,34
279,35
280,44
281,43
282,41
283,39
284,42
285,21
286,15
287,38
288,13
289,44
290,43
291,45
292,11
293,37
294,39
295,45
296,40
297,43
298,43
299,22
300,41
301,36
302,43
303,34
304,34
305,16
306,45
307,15
308,41
309,42
310,41
311,39
312,44
313,40
314,33
315,40
316,24
317,39
318,42
319,40
320,27
321,41
322,23
323,50
324,31
325,35
326,32
327,16
328,40
329,42
330,43
331,41
332,47
333,36
334,45
335,38
336,45
337,44
338,42
339,41
340,21
341,43
342,34
343,39
344,39
345,43
346,41
347,41
348,40
349,39
350,6
351,38
352,45
353,41
354,39
355,43
356,42
357,44
358,46
359,44
360,39
361,39
362,40
363,39
364,52
365,40
366,48
367,35
368,33
369,41
370,34
371,46
372,40
373,40
374,37
375,16
376,35
377,39
378,39
379,48
380,40
381,45
382,35
383,45
384,38
385,41
386,42
387,41
388,40
389,40
390,40
391,47
392,44
393,42
394,26
395,43
396,35
397,48
398,33
399,39
400,34
401,39
402,19
403,40
404,41
405,41
406,45
407,43
408,40
409,37
410,35
411,49
412,38
413,14
414,41
415,41
416,40
417,42
418,42
419,38
420,29
421,43
422,41
423,40
424,46
425,7
426,41
427,39
428,43
429,44
430,39
431,36
432,49
433,36
434,42
435,38
436,40
437,23
438,32
439,39
440,24
441,39
442,38
443,41
444,35
445,47
446,40
447,40
448,41
449,36
450,41
451,42
452,36
453,43
454,42
455,41
456,17
457,32
458,41
459,41
460,43
461,43
462,42
463,49
464,45
465,39
466,15
467,45
468,40
469,45
470,39
471,40
472,16
473,43
474,16
475,44
476,9
477,40
478,34
479,46
480,40
481,34
482,23
483,42
484,6
485,5
486,38
487,36
488,34
489,46
490,38
491,43
492,47
493,45
494,40
495,44
496,23
497,34
498,37
499,42
500,26
501,42
502,38
503,41
504,41
505,36
506,51
507,39
508,38
509,30
510,41
511,42
512,43
513,40
514,29
515,11
516,41
517,28
518,37
519,42
520,38
521,40
522,42
523,41
524,37
525,42
526,38
527,37
528,41
529,39
530,2
531,20
532,17
533,41
534,43
535,38
536,39
537,40
538,40
539,40
540,42
541,38
542,31
543,41
544,37
545,41
546,43
547,40
548,37
549,12
550,39
551,38
552,45
553,45
554,45
555,31
556,42
557,50
558,38
559,42
560,41
561,33
562,40
563,46
564,39
565,44
566,14
567,14
568,45
569,51
570,31
571,37
572,38
573,39
574,43
575,40
576,39
577,20
578,42
579,42
580,42
581,41
582,39
583,41
584,37
585,36
586,40
587,39
588,40
589,39
590,38
591,40
592,39
593,42
594,39
595,46
596,44
597,37
598,45
599,38
600,11
601,41
602,58
603,41
604,39
605,40
606,43
607,46
608,39
609,38
610,36
611,41
612,20
613,42
614,44
615,38
616,44
617,38
618,39
619,41
620,39
621,40
622,42
623,36
624,41
625,42
626,43
627,41
628,41
629,18
630,42
631,42
632,42
633,39
634,41
635,39
636,41
637,44
638,42
639,37
640,38
641,31
642,38
643,40
644,39
645,37
646,44
647,34
648,47
649,38
650,39
651,43
652,6
653,42
654,18
655,36
656,32
657,42
658,34
659,43
660,38
661,43
662,47
663,40
664,19
665,47
666,43
667,40
668,40
669,38
670,41
671,45
672,42
673,33
674,24
675,38
676,39
677,49
678,46
679,18
680,46
681,26
682,43
683,46
684,30
685,47
686,40
687,40
688,38
689,39
690,36
691,44
692,39
693,41
694,33
695,44
696,38
697,40
698,42
699,42
700,36
701,49
702,42
703,22
704,45
705,40
706,40
707,37
708,43
709,44
710,44
711,42
712,40
713,40
714,42
715,43
716,38
717,42
718,33
719,37
720,41
721,16
722,5
