,index,condition,binding_peak_start,binding_peak_end,binding_peak_strength,target_locus,target_genes,closest_gene,gene,normalized_dist,binding_peak_center
0,Fur-Fe-1,fur + Fe,115276,115323,9.44,Z0108,Z0108,Z0108,Z0108,0.8923162172146287,115299.5
1,Fur-Fe-2,fur + Fe,171687,171729,13.56,Z0161,Z0161,Z0161,Z0161,-0.04365256124721604,171708.0
2,Fur-Fe-3,fur + Fe,563021,563065,7.36,Z0591,Z0591,Z0591,Z0591,-0.04489164086687306,563043.0
3,Fur-Fe-4,fur + Fe,693934,693982,131.8,Z0724,Z0724,Z0724,Z0724,-0.01159678858162355,693958.0
4,Fur-Fe-5,fur + Fe,703726,703768,165.36,Z0733,Z0733,Z0733,Z0733,0.007987220447284345,703747.0
5,Fur-Fe-6,fur + Fe,706046,706091,16.83,Z0735,Z0735,Z0735,Z0735,-0.05734919286321156,706068.5
6,Fur-Fe-7,fur + Fe,756900,756937,6.19,Z0791,Z0791,Z0791,Z0791,0.6426146010186757,756918.5
7,Fur-Fe-8,fur + Fe,873136,873185,3.68,Z0925,Z0925,Z0925,Z0925,-0.0603448275862069,873160.5
8,Fur-Fe-9,fur + Fe,928287,928327,3.05,Z0986,Z0986,Z0986,Z0986,1.0010060362173039,928307.0
9,Fur-Fe-10,fur + Fe,930197,930226,3.42,Z0990,Z0990,Z0990,Z0990,-0.04642857142857143,930211.5
10,Fur-Fe-11,fur + Fe,967647,967689,10.57,Z1026,Z1026,Z1026,Z1026,-0.013572679509632224,967668.0
11,Fur-Fe-12,fur + Fe,985944,985990,7.51,Z1044,Z1044,Z1044,Z1044,-0.05997552019583843,985967.0
12,Fur-Fe-13,fur + Fe,1062917,1062961,41.26,Z1123,Z1123,Z1123,Z1123,1.0091116173120729,1062939.0
13,Fur-Fe-14,fur + Fe,1108653,1108700,21.05,Z1178,Z1178,Z1178,Z1178,-0.024617590822179732,1108676.5
14,Fur-Fe-15,fur + Fe,1353875,1353920,10.62,Z1466,Z1466,Z1466,Z1466,-0.06111397627643115,1353897.5
15,Fur-Fe-16,fur + Fe,1407990,1408035,9.35,Z1519,Z1519,Z1519,Z1519,-0.06718192627824018,1408012.5
