,binding_width
1,41
2,47
3,39
4,32
5,38
6,40
7,32
8,37
9,36
10,38
11,39
12,20
13,19
14,43
15,37
16,38
17,32
18,39
19,44
20,34
21,37
22,34
23,33
24,35
25,42
26,41
27,45
28,33
29,43
30,38
31,34
32,35
33,39
34,47
35,36
36,41
37,48
38,41
39,44
40,37
41,37
42,44
43,43
44,40
45,32
46,40
47,46
48,33
49,38
50,38
51,42
52,9
53,36
54,43
55,34
56,39
57,37
58,37
59,39
60,41
61,41
62,32
63,40
64,45
65,37
66,10
67,45
68,38
69,40
70,34
71,35
72,43
73,38
74,36
75,42
76,41
77,36
78,39
79,32
80,38
81,43
82,39
83,45
84,43
85,39
86,43
87,39
88,36
89,33
90,44
91,39
92,30
93,42
94,35
95,38
96,37
97,37
98,46
99,41
100,42
101,41
102,35
103,39
104,39
105,44
106,38
107,43
108,37
109,32
110,38
111,36
112,37
113,44
114,36
115,44
116,40
117,34
118,37
119,32
120,38
121,35
122,38
123,39
124,33
125,44
126,37
127,42
128,37
129,36
130,41
131,41
132,46
133,35
134,31
135,36
136,21
137,36
138,43
139,35
140,37
141,41
142,43
143,37
144,40
145,36
146,35
147,33
148,39
149,36
150,37
151,39
152,39
153,38
154,32
155,38
156,35
157,40
158,35
159,27
160,46
161,40
162,37
163,39
164,40
165,38
166,32
167,46
168,33
169,41
170,34
171,44
172,43
173,40
174,36
175,43
176,40
177,40
178,39
179,39
180,37
181,40
182,35
183,45
184,40
185,39
186,48
187,32
188,31
189,37
190,40
191,35
192,41
193,41
194,36
195,42
196,42
197,35
198,38
199,36
200,42
201,43
202,39
203,37
204,37
205,35
206,41
207,7
208,38
209,40
210,37
211,41
212,36
213,36
214,41
215,35
216,36
217,47
218,37
219,34
220,41
221,35
222,39
223,40
224,36
225,38
226,41
227,35
228,37
229,43
230,8
231,35
232,39
233,38
234,44
235,35
236,35
237,42
238,40
239,40
240,33
241,45
242,44
243,40
244,42
245,35
246,39
247,34
248,39
249,35
250,37
251,35
252,31
253,42
254,36
255,44
256,45
257,37
258,42
259,38
260,35
261,41
262,39
263,43
264,39
